r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
3.00012519e-01,5.00125188e-02,3.66307695e-04,1.34419402e-06,0.00000000e+00,0.00000000e+00,1.38050931e-05,5.12092583e-07,1.32079396e-02,4.89447469e-05,2.90905513e-01,1.03796892e-03,6.41939814e+03,2.27678775e+01,5.83045351e-05,7.02445456e-07,0.00000000e+00,0.00000000e+00,6.33600000e-02,9.56796000e-04
4.00037556e-01,1.50037556e-01,2.83327055e-04,1.02844785e-06,0.00000000e+00,0.00000000e+00,1.34387576e-05,4.89131017e-07,9.67542028e-03,3.21765406e-05,2.53740576e-01,1.17275352e-03,4.90109649e+03,1.66413019e+01,5.93698789e-05,7.39216015e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00062594e-01,2.50062594e-01,2.70373549e-04,1.02676717e-06,0.00000000e+00,0.00000000e+00,1.54440510e-05,7.03532031e-07,8.88518905e-03,3.06170446e-05,2.61311659e-01,1.07940273e-03,4.63502625e+03,1.59894401e+01,6.68531759e-05,9.37107171e-07,0.00000000e+00,0.00000000e+00,1.29292000e+00,2.15882871e-03
6.00087631e-01,3.50087631e-01,2.68256900e-04,9.67353536e-07,0.00000000e+00,0.00000000e+00,1.74562198e-05,8.00127623e-07,8.47064440e-03,2.82750292e-05,2.76120246e-01,1.07448905e-03,4.54474640e+03,1.48742451e+01,7.61049077e-05,9.89341675e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00112669e-01,4.50112669e-01,2.69166091e-04,9.22353006e-07,0.00000000e+00,0.00000000e+00,1.88837643e-05,6.43086153e-07,8.18572909e-03,2.67488982e-05,2.91876217e-01,1.10838391e-03,4.50915473e+03,1.41057966e+01,8.45379803e-05,9.18533521e-07,0.00000000e+00,0.00000000e+00,1.35349000e+00,2.42730639e-03
8.00137707e-01,5.50137707e-01,2.70397971e-04,9.37304507e-07,0.00000000e+00,0.00000000e+00,2.07994580e-05,6.57949419e-07,7.95698113e-03,2.43442940e-05,3.07620843e-01,1.22506000e-03,4.49118192e+03,1.37994698e+01,9.25620604e-05,1.00655554e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00162744e-01,6.50162744e-01,2.73606373e-04,9.18086838e-07,0.00000000e+00,0.00000000e+00,2.23400364e-05,5.87244029e-07,7.79443143e-03,2.49388577e-05,3.23874760e-01,1.18636789e-03,4.49960248e+03,1.30354982e+01,1.01009179e-04,9.33055346e-07,0.00000000e+00,0.00000000e+00,1.41320000e+00,2.59381529e-03
1.00018778e+00,7.50187782e-01,2.76777865e-04,9.70020022e-07,0.00000000e+00,0.00000000e+00,2.53298116e-05,9.40778402e-07,7.64433855e-03,2.46216262e-05,3.39958679e-01,1.26109737e-03,4.50904258e+03,1.26215258e+01,1.10490433e-04,1.26428046e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10021282e+00,8.50212819e-01,2.80714075e-04,9.36652823e-07,0.00000000e+00,0.00000000e+00,2.81473104e-05,1.86773774e-06,7.48766214e-03,2.05387999e-05,3.58994924e-01,1.43489239e-03,4.52998232e+03,1.19751769e+01,1.20542096e-04,2.13489413e-06,0.00000000e+00,0.00000000e+00,1.47199000e+00,2.72528347e-03
1.20023786e+00,9.50237857e-01,2.85749333e-04,1.02030994e-06,0.00000000e+00,0.00000000e+00,3.01468996e-05,1.55610118e-06,7.36795802e-03,2.22744415e-05,3.75721573e-01,1.41933383e-03,4.55646778e+03,1.11895238e+01,1.30025251e-04,1.99905217e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.30026289e+00,1.05026289e+00,2.90098789e-04,1.07717433e-06,0.00000000e+00,0.00000000e+00,3.22416447e-05,1.61467175e-06,7.24592963e-03,2.02293054e-05,3.92746342e-01,1.42731743e-03,4.58334177e+03,1.15072591e+01,1.38814443e-04,2.02284339e-06,0.00000000e+00,0.00000000e+00,1.52827000e+00,2.89973353e-03
1.40028793e+00,1.15028793e+00,2.95798450e-04,1.20791426e-06,0.00000000e+00,0.00000000e+00,3.45443297e-05,1.69789690e-06,7.15671773e-03,2.24956966e-05,4.10772828e-01,1.55708713e-03,4.62359372e+03,1.31611380e+01,1.48649936e-04,2.08918698e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50031297e+00,1.25031297e+00,2.99499261e-04,1.21571861e-06,0.00000000e+00,0.00000000e+00,3.58070048e-05,1.93558528e-06,7.05436434e-03,2.29455575e-05,4.26911407e-01,1.66308557e-03,4.64580518e+03,1.36921605e+01,1.55907793e-04,2.35504330e-06,0.00000000e+00,0.00000000e+00,1.58391000e+00,2.90381464e-03
