r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_local_mean,heating_local_std,fission_q_recoverable_mean,fission_q_recoverable_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
2.00043816e+00,1.75043816e+00,2.88554308e-04,1.04890061e-06,0.00000000e+00,0.00000000e+00,3.87239896e-05,9.97022714e-07,6.59704137e-03,2.40647414e-05,4.82151793e-01,1.86156550e-03,3.52722166e+04,1.20765505e+02,0.00000000e+00,0.00000000e+00,1.57379069e-04,1.27006926e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.10046319e+00,1.85046319e+00,2.92145293e-04,1.10143527e-06,0.00000000e+00,0.00000000e+00,4.02260705e-05,9.80408150e-07,6.50060562e-03,2.44827815e-05,4.97234905e-01,1.72468958e-03,3.50943672e+04,1.24236921e+02,0.00000000e+00,0.00000000e+00,1.64526193e-04,1.42523623e-06,0.00000000e+00,0.00000000e+00,1.70705000e+00,3.05674823e-03
2.20048823e+00,1.95048823e+00,2.95737331e-04,1.21294598e-06,0.00000000e+00,0.00000000e+00,4.15394448e-05,8.35560716e-07,6.41894956e-03,2.27952902e-05,5.12238328e-01,1.86465657e-03,3.50021830e+04,1.30233128e+02,0.00000000e+00,0.00000000e+00,1.70640860e-04,1.35566311e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.30051327e+00,2.05051327e+00,3.00811247e-04,1.36736075e-06,0.00000000e+00,0.00000000e+00,4.38069130e-05,9.42102761e-07,6.35850504e-03,2.54609687e-05,5.29351711e-01,1.92475142e-03,3.48741330e+04,1.34698267e+02,0.00000000e+00,0.00000000e+00,1.79315770e-04,1.45689596e-06,0.00000000e+00,0.00000000e+00,1.75571000e+00,3.30791175e-03
2.40053831e+00,2.15053831e+00,3.03388703e-04,1.37672996e-06,0.00000000e+00,0.00000000e+00,4.57245087e-05,1.26316192e-06,6.26518999e-03,2.39535557e-05,5.45430152e-01,2.01191203e-03,3.46650279e+04,1.36101793e+02,0.00000000e+00,0.00000000e+00,1.85938018e-04,1.70558457e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.50056335e+00,2.25056335e+00,3.06320428e-04,1.37688413e-06,0.00000000e+00,0.00000000e+00,4.66032955e-05,1.18750839e-06,6.18456906e-03,2.47138582e-05,5.59291282e-01,2.08954574e-03,3.44640549e+04,1.33534459e+02,0.00000000e+00,0.00000000e+00,1.91675193e-04,1.64838143e-06,0.00000000e+00,0.00000000e+00,1.80458000e+00,3.41189759e-03
2.60058838e+00,2.35058838e+00,3.10817142e-04,1.41185743e-06,0.00000000e+00,0.00000000e+00,4.90466050e-05,1.32677896e-06,6.13830843e-03,2.65104697e-05,5.73810744e-01,2.14607581e-03,3.43809371e+04,1.39508932e+02,0.00000000e+00,0.00000000e+00,1.99570513e-04,1.76541918e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.70061342e+00,2.45061342e+00,3.13515958e-04,1.38970115e-06,0.00000000e+00,0.00000000e+00,5.00652633e-05,1.13192075e-06,6.04635844e-03,2.24313417e-05,5.87938963e-01,2.16052954e-03,3.41326081e+04,1.29289201e+02,0.00000000e+00,0.00000000e+00,2.05319110e-04,1.69001868e-06,0.00000000e+00,0.00000000e+00,1.85274000e+00,3.63750434e-03
2.80063846e+00,2.55063846e+00,3.16682341e-04,1.43205141e-06,0.00000000e+00,0.00000000e+00,5.12944209e-05,1.14916300e-06,5.97538383e-03,2.31521361e-05,6.00886183e-01,2.34044159e-03,3.39631411e+04,1.37556876e+02,0.00000000e+00,0.00000000e+00,2.11407070e-04,1.82189065e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.90066350e+00,2.65066350e+00,3.20168501e-04,1.37095235e-06,0.00000000e+00,0.00000000e+00,5.27439532e-05,1.28471854e-06,5.92865448e-03,2.33097479e-05,6.14550082e-01,2.33076279e-03,3.38666223e+04,1.33118388e+02,0.00000000e+00,0.00000000e+00,2.17495550e-04,1.94336438e-06,0.00000000e+00,0.00000000e+00,1.89985000e+00,3.76274591e-03
3.00068853e+00,2.75068853e+00,3.23852939e-04,1.44065816e-06,0.00000000e+00,0.00000000e+00,5.47579468e-05,1.66109275e-06,5.88462935e-03,2.52702122e-05,6.29134493e-01,2.48538876e-03,3.38731378e+04,1.26657632e+02,0.00000000e+00,0.00000000e+00,2.23893085e-04,2.18379588e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.10071357e+00,2.85071357e+00,3.27549015e-04,1.36905722e-06,0.00000000e+00,0.00000000e+00,5.50534946e-05,9.71618011e-07,5.79932281e-03,2.22657451e-05,6.44781489e-01,2.40841779e-03,3.36342398e+04,1.14172822e+02,0.00000000e+00,0.00000000e+00,2.29839616e-04,1.74019530e-06,0.00000000e+00,0.00000000e+00,1.94541000e+00,3.88410619e-03
3.20073861e+00,2.95073861e+00,3.30489350e-04,1.29742029e-06,0.00000000e+00,0.00000000e+00,5.75012447e-05,1.78488986e-06,5.72674308e-03,2.14553154e-05,6.57348376e-01,2.24980139e-03,3.34600061e+04,1.09009037e+02,0.00000000e+00,0.00000000e+00,2.36856919e-04,2.25058384e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.30076365e+00,3.05076365e+00,3.33710408e-04,1.39035339e-06,0.00000000e+00,0.00000000e+00,5.93763896e-05,1.57847188e-06,5.66740496e-03,2.23384519e-05,6.70451130e-01,2.38575201e-03,3.33363162e+04,1.14630835e+02,0.00000000e+00,0.00000000e+00,2.43297127e-04,2.18709498e-06,0.00000000e+00,0.00000000e+00,1.99015000e+00,3.93036288e-03
3.40078868e+00,3.15078868e+00,3.36944218e-04,1.46979903e-06,0.00000000e+00,0.00000000e+00,6.08329952e-05,1.33145427e-06,5.59727740e-03,1.98389030e-05,6.83208549e-01,2.74838144e-03,3.31034973e+04,1.09057225e+02,0.00000000e+00,0.00000000e+00,2.49628792e-04,2.12531624e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50081372e+00,3.25081372e+00,3.40506631e-04,1.48870713e-06,0.00000000e+00,0.00000000e+00,6.19890194e-05,1.41815689e-06,5.55696690e-03,2.24391659e-05,6.96495625e-01,2.76594086e-03,3.30467220e+04,1.15637556e+02,0.00000000e+00,0.00000000e+00,2.55271451e-04,2.19817980e-06,0.00000000e+00,0.00000000e+00,2.03410000e+00,4.07605722e-03
3.60083876e+00,3.35083876e+00,3.44371938e-04,1.51604998e-06,0.00000000e+00,0.00000000e+00,6.50093497e-05,2.01613603e-06,5.48688838e-03,1.96478688e-05,7.09783545e-01,2.76289179e-03,3.29186082e+04,1.10754192e+02,0.00000000e+00,0.00000000e+00,2.63592041e-04,2.72766427e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.70086380e+00,3.45086380e+00,3.48707806e-04,1.54324738e-06,0.00000000e+00,0.00000000e+00,6.46544917e-05,1.22001113e-06,5.42410483e-03,1.93015287e-05,7.21662679e-01,2.89580156e-03,3.28622706e+04,1.17347608e+02,0.00000000e+00,0.00000000e+00,2.68431049e-04,2.17783830e-06,0.00000000e+00,0.00000000e+00,2.07941000e+00,4.26797076e-03
3.80088883e+00,3.55088883e+00,3.52370806e-04,1.48429617e-06,0.00000000e+00,0.00000000e+00,6.64281285e-05,1.36017661e-06,5.38751588e-03,1.96049579e-05,7.35558256e-01,2.85199348e-03,3.27619589e+04,1.17576968e+02,0.00000000e+00,0.00000000e+00,2.74817999e-04,2.25024238e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.90091387e+00,3.65091387e+00,3.56327003e-04,1.56453864e-06,0.00000000e+00,0.00000000e+00,6.79574967e-05,1.50547840e-06,5.34175210e-03,2.27417157e-05,7.49825145e-01,2.91831434e-03,3.27352124e+04,1.33251306e+02,0.00000000e+00,0.00000000e+00,2.81325771e-04,2.41386138e-06,0.00000000e+00,0.00000000e+00,2.12292999e+00,4.36728558e-03
4.00093891e+00,3.75093891e+00,3.60120883e-04,1.63084035e-06,0.00000000e+00,0.00000000e+00,6.90972261e-05,1.71323923e-06,5.28084183e-03,1.99938229e-05,7.62908492e-01,2.99001337e-03,3.26094869e+04,1.24832052e+02,0.00000000e+00,0.00000000e+00,2.87405411e-04,2.56345564e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.10096395e+00,3.85096395e+00,3.62842530e-04,1.68640245e-06,0.00000000e+00,0.00000000e+00,7.22717549e-05,1.83428228e-06,5.19522168e-03,1.80968552e-05,7.76724544e-01,3.13080590e-03,3.24162889e+04,1.21744948e+02,0.00000000e+00,0.00000000e+00,2.95215341e-04,2.65984993e-06,0.00000000e+00,0.00000000e+00,2.16623999e+00,4.30942401e-03
4.20098898e+00,3.95098898e+00,3.65977031e-04,1.68831075e-06,0.00000000e+00,0.00000000e+00,7.49786022e-05,2.37210369e-06,5.13343041e-03,1.86455706e-05,7.90596499e-01,2.97873083e-03,3.22552941e+04,1.19223994e+02,0.00000000e+00,0.00000000e+00,3.02649117e-04,3.07370172e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.30101402e+00,4.05101402e+00,3.69336725e-04,1.74406549e-06,0.00000000e+00,0.00000000e+00,7.44851150e-05,1.70177682e-06,5.08098794e-03,1.93854604e-05,8.02642668e-01,3.19688884e-03,3.20437669e+04,1.22687116e+02,0.00000000e+00,0.00000000e+00,3.06866858e-04,2.67024432e-06,0.00000000e+00,0.00000000e+00,2.20868999e+00,4.67561248e-03
4.40103906e+00,4.15103906e+00,3.73655319e-04,1.76591158e-06,0.00000000e+00,0.00000000e+00,7.67053907e-05,1.81195938e-06,5.04305379e-03,2.06037479e-05,8.17395124e-01,3.23329213e-03,3.20199924e+04,1.28045745e+02,0.00000000e+00,0.00000000e+00,3.14157207e-04,2.66237231e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.50106410e+00,4.25106410e+00,3.78376625e-04,1.79704797e-06,0.00000000e+00,0.00000000e+00,7.80279511e-05,1.68326232e-06,4.98774405e-03,2.03021146e-05,8.32344069e-01,3.21990521e-03,3.19750386e+04,1.27551863e+02,0.00000000e+00,0.00000000e+00,3.21117782e-04,2.55068545e-06,0.00000000e+00,0.00000000e+00,2.25237999e+00,4.75776404e-03
4.60108913e+00,4.35108913e+00,3.81771044e-04,1.90896041e-06,0.00000000e+00,0.00000000e+00,8.43034838e-05,3.19671627e-06,4.97070287e-03,3.37253704e-05,8.44931851e-01,3.41707640e-03,3.19699930e+04,1.66848519e+02,0.00000000e+00,0.00000000e+00,3.31446183e-04,3.73059696e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.70111417e+00,4.45111417e+00,3.84042792e-04,1.62240479e-06,0.00000000e+00,0.00000000e+00,8.40670883e-05,2.20849397e-06,4.90310365e-03,1.91647994e-05,8.55462271e-01,3.06076469e-03,3.17631648e+04,1.23799592e+02,0.00000000e+00,0.00000000e+00,3.35052281e-04,2.87498311e-06,0.00000000e+00,0.00000000e+00,2.29412999e+00,4.83459032e-03
4.80113921e+00,4.55113921e+00,3.88446503e-04,1.65129943e-06,0.00000000e+00,0.00000000e+00,8.44511755e-05,2.01428646e-06,4.85731359e-03,1.97342025e-05,8.68211933e-01,3.34519634e-03,3.16066901e+04,1.21916927e+02,0.00000000e+00,0.00000000e+00,3.40853071e-04,2.74390296e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.90116425e+00,4.65116425e+00,3.91747751e-04,1.66853259e-06,0.00000000e+00,0.00000000e+00,8.46836893e-05,1.78974499e-06,4.79924946e-03,1.80331940e-05,8.82327596e-01,3.29199012e-03,3.14146715e+04,1.04680238e+02,0.00000000e+00,0.00000000e+00,3.46098211e-04,2.53453684e-06,0.00000000e+00,0.00000000e+00,2.33651999e+00,5.01205580e-03
5.00118928e+00,4.75118928e+00,3.95450590e-04,1.76918359e-06,0.00000000e+00,0.00000000e+00,8.50854813e-05,1.78434697e-06,4.75159126e-03,1.91204050e-05,8.92181519e-01,3.36572605e-03,3.13525897e+04,1.15957212e+02,0.00000000e+00,0.00000000e+00,3.50945225e-04,2.59710288e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.10121432e+00,4.85121432e+00,3.98292743e-04,1.77481963e-06,0.00000000e+00,0.00000000e+00,8.73157430e-05,1.90822875e-06,4.70972241e-03,1.87320488e-05,9.04102308e-01,3.37502963e-03,3.12217215e+04,1.16489329e+02,0.00000000e+00,0.00000000e+00,3.57081320e-04,2.76229247e-06,0.00000000e+00,0.00000000e+00,2.37894999e+00,5.06940455e-03
5.20123936e+00,4.95123936e+00,4.02255189e-04,1.95836576e-06,0.00000000e+00,0.00000000e+00,8.85104104e-05,1.79568330e-06,4.65798252e-03,1.92798196e-05,9.16565128e-01,3.49071426e-03,3.10220617e+04,1.29417230e+02,0.00000000e+00,0.00000000e+00,3.63571067e-04,2.81814576e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.30126440e+00,5.05126440e+00,4.05499857e-04,1.81384205e-06,0.00000000e+00,0.00000000e+00,8.91702840e-05,1.77105383e-06,4.61631227e-03,1.95576301e-05,9.27021587e-01,3.49659963e-03,3.09729817e+04,1.32679981e+02,0.00000000e+00,0.00000000e+00,3.68270749e-04,2.63414816e-06,0.00000000e+00,0.00000000e+00,2.41835999e+00,5.34032659e-03
5.40128943e+00,5.15128943e+00,4.07490808e-04,1.79168069e-06,0.00000000e+00,0.00000000e+00,9.27793952e-05,3.03656612e-06,4.56614612e-03,1.97665462e-05,9.38370467e-01,3.47396579e-03,3.07897090e+04,1.41553616e+02,0.00000000e+00,0.00000000e+00,3.75205041e-04,3.65743061e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50131447e+00,5.25131447e+00,4.10655623e-04,1.99083924e-06,0.00000000e+00,0.00000000e+00,9.12169813e-05,1.81561634e-06,4.51223638e-03,1.88661252e-05,9.49168555e-01,3.80221531e-03,3.05696869e+04,1.33792963e+02,0.00000000e+00,0.00000000e+00,3.78202625e-04,2.82047202e-06,0.00000000e+00,0.00000000e+00,2.45983999e+00,5.65608114e-03
5.60133951e+00,5.35133951e+00,4.15083845e-04,1.98599557e-06,0.00000000e+00,0.00000000e+00,9.10265527e-05,1.66485680e-06,4.45720270e-03,1.76430866e-05,9.60653057e-01,3.82112414e-03,3.04615000e+04,1.27612772e+02,0.00000000e+00,0.00000000e+00,3.83477970e-04,2.71300522e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.70136455e+00,5.45136455e+00,4.16726536e-04,1.92071118e-06,0.00000000e+00,0.00000000e+00,9.32398466e-05,1.86475346e-06,4.41675811e-03,1.59184118e-05,9.69034821e-01,3.70502220e-03,3.02672178e+04,1.16015395e+02,0.00000000e+00,0.00000000e+00,3.88638168e-04,2.72093194e-06,0.00000000e+00,0.00000000e+00,2.49950999e+00,5.80114032e-03
5.80138958e+00,5.55138958e+00,4.19974107e-04,1.91794451e-06,0.00000000e+00,0.00000000e+00,9.80313813e-05,2.98059262e-06,4.39389147e-03,1.79613769e-05,9.79405951e-01,3.66157262e-03,3.02643435e+04,1.19304054e+02,0.00000000e+00,0.00000000e+00,3.97022010e-04,3.60967249e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.90141462e+00,5.65141462e+00,4.23052569e-04,1.90690230e-06,0.00000000e+00,0.00000000e+00,9.85949173e-05,2.36182068e-06,4.35088444e-03,1.89043505e-05,9.87909549e-01,3.83515264e-03,3.00505164e+04,1.17270978e+02,0.00000000e+00,0.00000000e+00,4.01960319e-04,3.16293764e-06,0.00000000e+00,0.00000000e+00,2.54028999e+00,5.81404206e-03
6.00143966e+00,5.75143966e+00,4.27658986e-04,1.91228476e-06,0.00000000e+00,0.00000000e+00,9.93655371e-05,1.99852239e-06,4.30563981e-03,1.74073465e-05,1.00054863e+00,3.75420341e-03,2.99387365e+04,1.13894753e+02,0.00000000e+00,0.00000000e+00,4.08422963e-04,2.74417777e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.10146470e+00,5.85146470e+00,4.31695516e-04,2.00285375e-06,0.00000000e+00,0.00000000e+00,1.01123809e-04,2.18105337e-06,4.25893409e-03,1.75667959e-05,1.01504978e+00,3.77468829e-03,2.99355826e+04,1.26594291e+02,0.00000000e+00,0.00000000e+00,4.15106904e-04,2.88254632e-06,0.00000000e+00,0.00000000e+00,2.58015999e+00,5.82430820e-03
6.20148973e+00,5.95148973e+00,4.33971105e-04,1.98272039e-06,0.00000000e+00,0.00000000e+00,1.00495108e-04,1.90626527e-06,4.21854406e-03,1.76512376e-05,1.02410369e+00,3.63087886e-03,2.97223768e+04,1.15517359e+02,0.00000000e+00,0.00000000e+00,4.18025200e-04,2.75212784e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.30151477e+00,6.05151477e+00,4.37117678e-04,2.11793802e-06,0.00000000e+00,0.00000000e+00,1.02066464e-04,2.30810533e-06,4.16829031e-03,1.69633201e-05,1.03503360e+00,3.87074034e-03,2.95186110e+04,1.13541448e+02,0.00000000e+00,0.00000000e+00,4.24013458e-04,2.97350250e-06,0.00000000e+00,0.00000000e+00,2.61778999e+00,6.04993163e-03
6.40153981e+00,6.15153981e+00,4.39677216e-04,2.10841189e-06,0.00000000e+00,0.00000000e+00,1.02009834e-04,1.54637052e-06,4.12749329e-03,1.69244356e-05,1.04571610e+00,3.75356367e-03,2.93702165e+04,1.18307323e+02,0.00000000e+00,0.00000000e+00,4.27789126e-04,2.60391232e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.50156485e+00,6.25156485e+00,4.42058866e-04,2.04548589e-06,0.00000000e+00,0.00000000e+00,1.03133615e-04,1.73430345e-06,4.10277556e-03,1.83170636e-05,1.05453345e+00,3.87193869e-03,2.93399689e+04,1.21440065e+02,0.00000000e+00,0.00000000e+00,4.31602555e-04,2.83012989e-06,0.00000000e+00,0.00000000e+00,2.65642999e+00,6.31538487e-03
6.60158988e+00,6.35158988e+00,4.47090334e-04,2.19955199e-06,0.00000000e+00,0.00000000e+00,1.05614494e-04,1.83828978e-06,4.04868550e-03,1.77260612e-05,1.06860367e+00,3.97427415e-03,2.92118739e+04,1.26273674e+02,0.00000000e+00,0.00000000e+00,4.40497972e-04,3.06911685e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.70161492e+00,6.45161492e+00,4.50531626e-04,2.23679274e-06,0.00000000e+00,0.00000000e+00,1.08414388e-04,2.09097362e-06,4.02372192e-03,1.85461188e-05,1.08071243e+00,4.06033829e-03,2.92075788e+04,1.25448854e+02,0.00000000e+00,0.00000000e+00,4.47322755e-04,3.34287023e-06,0.00000000e+00,0.00000000e+00,2.69521999e+00,6.48430208e-03
6.80163996e+00,6.55163996e+00,4.54445120e-04,2.11326222e-06,0.00000000e+00,0.00000000e+00,1.11732256e-04,2.95996437e-06,4.00669783e-03,2.12109696e-05,1.08967732e+00,4.17740975e-03,2.91805808e+04,1.35815498e+02,0.00000000e+00,0.00000000e+00,4.54775267e-04,3.78099209e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.90166500e+00,6.65166500e+00,4.56630257e-04,2.11221635e-06,0.00000000e+00,0.00000000e+00,1.12546266e-04,3.15328053e-06,3.94842945e-03,2.00928849e-05,1.09830217e+00,3.84870460e-03,2.89461707e+04,1.28069720e+02,0.00000000e+00,0.00000000e+00,4.59485808e-04,3.64774710e-06,0.00000000e+00,0.00000000e+00,2.73293999e+00,6.42952149e-03
7.00169004e+00,6.75169004e+00,4.60625365e-04,2.20032967e-06,0.00000000e+00,0.00000000e+00,1.11823686e-04,2.17903339e-06,3.89824627e-03,1.75502678e-05,1.10905314e+00,3.83425015e-03,2.87695500e+04,1.22466305e+02,0.00000000e+00,0.00000000e+00,4.63800298e-04,3.25221748e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.10171507e+00,6.85171507e+00,4.63789928e-04,2.11505092e-06,0.00000000e+00,0.00000000e+00,1.11053742e-04,1.61765382e-06,3.86823113e-03,1.88136490e-05,1.11983726e+00,3.73593163e-03,2.87008407e+04,1.32556952e+02,0.00000000e+00,0.00000000e+00,4.66931015e-04,2.85357148e-06,0.00000000e+00,0.00000000e+00,2.76890999e+00,6.64706309e-03
