z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.78485846e-03,1.97865643e-05,0.00000000e+00,0.00000000e+00,5.62060582e-04,1.42685526e-05,6.55598452e-03,2.29409664e-05,4.60982186e+00,2.27400868e-02,2.04709154e+04,1.11839142e+02,3.17103653e-03,2.56699273e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.77670651e-03,1.98886215e-05,0.00000000e+00,0.00000000e+00,5.62886268e-04,1.18220987e-05,6.52558857e-03,2.55967377e-05,4.60042662e+00,2.21021727e-02,2.04333086e+04,1.12635413e+02,3.16432809e-03,2.44116600e-05,0.00000000e+00,0.00000000e+00,1.11928200e+01,5.61471646e-02
2.50000000e-01,2.76733403e-03,2.03047505e-05,0.00000000e+00,0.00000000e+00,5.76409999e-04,1.25924857e-05,6.52206892e-03,3.88456971e-05,4.59270314e+00,2.33514938e-02,2.03845959e+04,1.13442527e+02,3.16831681e-03,2.67785533e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.76838729e-03,2.07360964e-05,0.00000000e+00,0.00000000e+00,5.76124109e-04,1.32497042e-05,6.45666373e-03,2.90455754e-05,4.58737521e+00,2.34616078e-02,2.03607651e+04,1.13921795e+02,3.17118111e-03,2.75489522e-05,0.00000000e+00,0.00000000e+00,1.11784800e+01,5.57485614e-02
4.50000000e-01,2.76638834e-03,1.95608392e-05,0.00000000e+00,0.00000000e+00,5.76685171e-04,1.15818009e-05,6.37849862e-03,2.42598318e-05,4.58466755e+00,2.32633149e-02,2.03047807e+04,1.04139050e+02,3.17157901e-03,2.50062009e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.77016429e-03,2.04507944e-05,0.00000000e+00,0.00000000e+00,5.70633524e-04,1.04189616e-05,6.35799757e-03,2.61678029e-05,4.58932340e+00,2.46633342e-02,2.03291075e+04,1.12609638e+02,3.16929720e-03,2.56896828e-05,0.00000000e+00,0.00000000e+00,1.11690200e+01,5.57740947e-02
6.50000000e-01,2.76595939e-03,2.04752380e-05,0.00000000e+00,0.00000000e+00,5.91780233e-04,1.39322229e-05,6.33175127e-03,2.75583955e-05,4.58155796e+00,2.41230294e-02,2.02998372e+04,1.15467976e+02,3.18634537e-03,2.73577083e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.76897173e-03,2.03538310e-05,0.00000000e+00,0.00000000e+00,5.89698989e-04,1.36831233e-05,6.28971429e-03,2.64602874e-05,4.58292737e+00,2.33155505e-02,2.03123131e+04,1.10510905e+02,3.18821636e-03,2.82634077e-05,0.00000000e+00,0.00000000e+00,1.11602000e+01,5.61308807e-02
8.50000000e-01,2.77326541e-03,2.00845226e-05,0.00000000e+00,0.00000000e+00,5.72257989e-04,1.13099035e-05,6.29522226e-03,3.65871745e-05,4.59468473e+00,2.31323412e-02,2.03435395e+04,1.13831237e+02,3.17445784e-03,2.48731071e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.77429591e-03,1.98774686e-05,0.00000000e+00,0.00000000e+00,5.65855723e-04,1.13535594e-05,6.21272276e-03,2.40660463e-05,4.59547557e+00,2.31044030e-02,2.03101049e+04,1.09997794e+02,3.17183895e-03,2.32494156e-05,0.00000000e+00,0.00000000e+00,1.11552600e+01,5.59054642e-02
1.05000000e+00,2.77648712e-03,2.02503152e-05,0.00000000e+00,0.00000000e+00,5.67648612e-04,1.02637033e-05,6.18268880e-03,2.96824028e-05,4.59536060e+00,2.33852627e-02,2.03048082e+04,1.11176823e+02,3.17670458e-03,2.38135783e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.15000000e+00,2.77882339e-03,2.04562081e-05,0.00000000e+00,0.00000000e+00,5.70478278e-04,1.23356024e-05,6.13808622e-03,2.12927602e-05,4.59980465e+00,2.22702521e-02,2.03103184e+04,1.11603254e+02,3.18287690e-03,2.46499009e-05,0.00000000e+00,0.00000000e+00,1.11475800e+01,5.58251494e-02
1.25000000e+00,2.77231762e-03,1.92890640e-05,0.00000000e+00,0.00000000e+00,5.65106262e-04,1.19131517e-05,6.09537187e-03,2.36109141e-05,4.59642208e+00,2.25602040e-02,2.02351209e+04,1.07166164e+02,3.17328940e-03,2.50995735e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.35000000e+00,2.77063258e-03,1.97653466e-05,0.00000000e+00,0.00000000e+00,5.57663649e-04,1.16048297e-05,6.06082243e-03,2.39778195e-05,4.59590169e+00,2.24342190e-02,2.02178241e+04,1.07909071e+02,3.16468128e-03,2.50833126e-05,0.00000000e+00,0.00000000e+00,1.11441000e+01,5.56000741e-02
1.45000000e+00,2.76589044e-03,1.87211700e-05,0.00000000e+00,0.00000000e+00,5.66729835e-04,1.39928808e-05,6.02437702e-03,2.26898548e-05,4.59195451e+00,2.15873051e-02,2.01908184e+04,1.03783208e+02,3.17006858e-03,2.53749565e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.55000000e+00,2.75961649e-03,1.87519300e-05,0.00000000e+00,0.00000000e+00,5.61491527e-04,1.15407108e-05,5.97062055e-03,2.05438104e-05,4.58589318e+00,2.16024204e-02,2.01337227e+04,1.05472591e+02,3.15969462e-03,2.38782870e-05,0.00000000e+00,0.00000000e+00,1.11448200e+01,5.52376354e-02
1.65000000e+00,2.75987000e-03,1.88262132e-05,0.00000000e+00,0.00000000e+00,5.69600354e-04,1.39201717e-05,5.92519804e-03,2.21061850e-05,4.58871192e+00,2.12432044e-02,2.01273290e+04,1.08539031e+02,3.16885529e-03,2.46869168e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75000000e+00,2.76297478e-03,1.99948217e-05,0.00000000e+00,0.00000000e+00,5.74378476e-04,1.14269271e-05,5.89426133e-03,2.36818201e-05,4.58803844e+00,2.17513432e-02,2.01042148e+04,1.11166335e+02,3.17783359e-03,2.38026637e-05,0.00000000e+00,0.00000000e+00,1.11403400e+01,5.56290222e-02
1.85000000e+00,2.76668527e-03,2.09901482e-05,0.00000000e+00,0.00000000e+00,5.63552537e-04,1.39068781e-05,5.88412447e-03,2.97606645e-05,4.59190348e+00,2.22184231e-02,2.01580255e+04,1.18521111e+02,3.16970741e-03,2.71502462e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.95000000e+00,2.75257242e-03,1.99366723e-05,0.00000000e+00,0.00000000e+00,5.54366324e-04,1.09526918e-05,5.83639986e-03,2.04964365e-05,4.58539361e+00,2.19187542e-02,2.00717574e+04,1.08853012e+02,3.14832913e-03,2.56380335e-05,0.00000000e+00,0.00000000e+00,1.11353800e+01,5.49585502e-02
2.05000000e+00,2.74457245e-03,1.95467136e-05,0.00000000e+00,0.00000000e+00,5.49831905e-04,9.69477570e-06,5.78346144e-03,2.22458820e-05,4.57774184e+00,2.03414292e-02,2.00024478e+04,1.03589151e+02,3.13714147e-03,2.49673144e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.15000000e+00,2.74793790e-03,1.97950094e-05,0.00000000e+00,0.00000000e+00,5.50575678e-04,9.81593558e-06,5.74573271e-03,2.52838862e-05,4.57586881e+00,2.07312265e-02,2.00092264e+04,1.04501084e+02,3.14196734e-03,2.57310138e-05,0.00000000e+00,0.00000000e+00,1.11223200e+01,5.43436180e-02
2.25000000e+00,2.74669884e-03,2.05304129e-05,0.00000000e+00,0.00000000e+00,5.63465104e-04,1.22097204e-05,5.68531544e-03,2.18347274e-05,4.57026205e+00,2.15485973e-02,1.99732247e+04,1.06539924e+02,3.15496170e-03,2.72109415e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.35000000e+00,2.76302237e-03,2.03089665e-05,0.00000000e+00,0.00000000e+00,5.66158887e-04,1.15438703e-05,5.64733422e-03,2.33777485e-05,4.58409979e+00,2.14217147e-02,2.00261177e+04,1.05551202e+02,3.17515042e-03,2.61544216e-05,0.00000000e+00,0.00000000e+00,1.11153200e+01,5.45377331e-02
2.45000000e+00,2.75690900e-03,2.03174891e-05,0.00000000e+00,0.00000000e+00,5.63554656e-04,1.06037594e-05,5.61637306e-03,2.48753697e-05,4.57918902e+00,2.04171163e-02,1.99716997e+04,1.04922178e+02,3.16746463e-03,2.61375594e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.55000000e+00,2.75226606e-03,2.05576769e-05,0.00000000e+00,0.00000000e+00,5.49535362e-04,9.39044240e-06,5.56622721e-03,2.34485493e-05,4.57261905e+00,2.03143599e-02,1.99433471e+04,1.07335812e+02,3.14992263e-03,2.59931220e-05,0.00000000e+00,0.00000000e+00,1.11094000e+01,5.31675126e-02
2.65000000e+00,2.74859741e-03,2.05870051e-05,0.00000000e+00,0.00000000e+00,5.59039787e-04,1.14105843e-05,5.51905274e-03,2.25359671e-05,4.57382300e+00,2.04492806e-02,1.99125334e+04,1.07659377e+02,3.15695650e-03,2.65245267e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.75000000e+00,2.74497748e-03,1.95017658e-05,0.00000000e+00,0.00000000e+00,5.64906479e-04,1.16389197e-05,5.49481738e-03,2.28865931e-05,4.57171938e+00,2.00524858e-02,1.98762195e+04,1.03682633e+02,3.15976196e-03,2.54182148e-05,0.00000000e+00,0.00000000e+00,1.11007600e+01,5.24796048e-02
2.85000000e+00,2.74626031e-03,2.03911776e-05,0.00000000e+00,0.00000000e+00,5.67067491e-04,1.31945516e-05,5.47297898e-03,2.44717203e-05,4.57093776e+00,2.02173070e-02,1.98813312e+04,1.06184182e+02,3.16340541e-03,2.76275981e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.95000000e+00,2.74261664e-03,2.08180384e-05,0.00000000e+00,0.00000000e+00,5.71922292e-04,1.34199585e-05,5.43503589e-03,2.58768695e-05,4.56673425e+00,1.99296504e-02,1.98562395e+04,1.09607043e+02,3.16563816e-03,2.72801661e-05,0.00000000e+00,0.00000000e+00,1.10951600e+01,5.18002616e-02
3.05000000e+00,2.73926659e-03,1.96861406e-05,0.00000000e+00,0.00000000e+00,5.77906033e-04,1.60880833e-05,5.39061892e-03,2.57519477e-05,4.55936434e+00,1.92209802e-02,1.97982449e+04,1.03751085e+02,3.16965382e-03,2.79728601e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.15000000e+00,2.72912103e-03,2.02334471e-05,0.00000000e+00,0.00000000e+00,5.66510892e-04,1.26965545e-05,5.37291978e-03,3.18326255e-05,4.55686485e+00,1.99946578e-02,1.97245914e+04,1.06432751e+02,3.14916649e-03,2.60687316e-05,0.00000000e+00,0.00000000e+00,1.10843400e+01,5.19672618e-02
3.25000000e+00,2.73390710e-03,1.96507528e-05,0.00000000e+00,0.00000000e+00,5.56542672e-04,1.10083154e-05,5.31081142e-03,2.45583761e-05,4.55798427e+00,2.02364269e-02,1.97272767e+04,1.00249871e+02,3.14535213e-03,2.54813638e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.35000000e+00,2.72669658e-03,1.81454310e-05,0.00000000e+00,0.00000000e+00,5.50592442e-04,1.03898255e-05,5.29647423e-03,2.45615672e-05,4.54865266e+00,1.89432516e-02,1.96909345e+04,9.02062040e+01,3.13255047e-03,2.32071936e-05,0.00000000e+00,0.00000000e+00,1.10778400e+01,5.17402793e-02
3.45000000e+00,2.72532754e-03,1.82290141e-05,0.00000000e+00,0.00000000e+00,5.58439766e-04,1.06481171e-05,5.26155939e-03,2.83819214e-05,4.54061438e+00,1.89264295e-02,1.96578179e+04,9.29701771e+01,3.13953248e-03,2.39030777e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.55000000e+00,2.71254090e-03,1.82819902e-05,0.00000000e+00,0.00000000e+00,5.63615211e-04,1.25425648e-05,5.20890560e-03,2.66611307e-05,4.53749438e+00,1.89850582e-02,1.95783162e+04,8.98488490e+01,3.13330484e-03,2.31566651e-05,0.00000000e+00,0.00000000e+00,1.10704200e+01,5.16374486e-02
3.65000000e+00,2.71132965e-03,1.88983100e-05,0.00000000e+00,0.00000000e+00,5.51744102e-04,1.13571702e-05,5.17387314e-03,2.47798420e-05,4.53323597e+00,1.90093568e-02,1.95597213e+04,9.40726057e+01,3.12094641e-03,2.27921129e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.75000000e+00,2.71355896e-03,1.84662470e-05,0.00000000e+00,0.00000000e+00,5.56914976e-04,1.19661736e-05,5.13277148e-03,2.28982883e-05,4.53564659e+00,1.82656715e-02,1.95555136e+04,9.17055358e+01,3.12950628e-03,2.32106510e-05,0.00000000e+00,0.00000000e+00,1.10643600e+01,5.07960599e-02
3.85000000e+00,2.71188378e-03,1.82962377e-05,0.00000000e+00,0.00000000e+00,5.52182302e-04,1.13995462e-05,5.09760422e-03,2.42191125e-05,4.53120095e+00,1.90172334e-02,1.95196167e+04,9.44063456e+01,3.12393092e-03,2.43077814e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.95000000e+00,2.72375024e-03,1.85052363e-05,0.00000000e+00,0.00000000e+00,5.60038948e-04,1.26074847e-05,5.09548338e-03,3.67242047e-05,4.54129850e+00,1.91108629e-02,1.95879677e+04,9.63918469e+01,3.14354754e-03,2.28781163e-05,0.00000000e+00,0.00000000e+00,1.10597600e+01,4.98454216e-02
4.05000000e+00,2.71283340e-03,1.75687879e-05,0.00000000e+00,0.00000000e+00,5.46572718e-04,1.12084844e-05,5.03613964e-03,2.46211128e-05,4.52756059e+00,1.82405440e-02,1.95017547e+04,9.10363460e+01,3.11980603e-03,2.20507749e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.15000000e+00,2.70725168e-03,1.83438772e-05,0.00000000e+00,0.00000000e+00,5.52975423e-04,9.93346805e-06,5.01340131e-03,2.46095646e-05,4.52000763e+00,1.93775830e-02,1.94411724e+04,9.59308082e+01,3.12165042e-03,2.25239908e-05,0.00000000e+00,0.00000000e+00,1.10539200e+01,4.91927879e-02
4.25000000e+00,2.70783209e-03,1.80507059e-05,0.00000000e+00,0.00000000e+00,5.59874611e-04,1.39648135e-05,4.97587934e-03,2.58877295e-05,4.51970920e+00,1.97745742e-02,1.94291127e+04,9.35510259e+01,3.13015737e-03,2.31443387e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.35000000e+00,2.70472486e-03,1.82822678e-05,0.00000000e+00,0.00000000e+00,5.41498343e-04,6.61702682e-06,4.93625858e-03,2.48664270e-05,4.51353575e+00,1.86478598e-02,1.94117312e+04,9.21387578e+01,3.10918222e-03,2.05251289e-05,0.00000000e+00,0.00000000e+00,1.10426000e+01,4.92626520e-02
4.45000000e+00,2.70831200e-03,1.67912355e-05,0.00000000e+00,0.00000000e+00,5.43372007e-04,7.59824726e-06,4.91280316e-03,2.73040678e-05,4.51487139e+00,1.77117115e-02,1.94139868e+04,8.61899663e+01,3.11527671e-03,2.08806661e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.55000000e+00,2.70171488e-03,1.71374403e-05,0.00000000e+00,0.00000000e+00,5.53031327e-04,9.51904143e-06,4.87844791e-03,2.69663025e-05,4.50463229e+00,1.74102898e-02,1.93589637e+04,9.28393240e+01,3.11968298e-03,1.99931831e-05,0.00000000e+00,0.00000000e+00,1.10303600e+01,4.94585678e-02
4.65000000e+00,2.69667626e-03,1.74486967e-05,0.00000000e+00,0.00000000e+00,5.40584625e-04,8.79476733e-06,4.82576623e-03,2.28420614e-05,4.50166359e+00,1.78569666e-02,1.93012518e+04,9.11088949e+01,3.10381569e-03,2.07609267e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.75000000e+00,2.69201600e-03,1.80223535e-05,0.00000000e+00,0.00000000e+00,5.36697012e-04,7.74261649e-06,4.80212361e-03,2.47341144e-05,4.49022033e+00,1.80999363e-02,1.92710431e+04,9.57869777e+01,3.09533618e-03,2.11589905e-05,0.00000000e+00,0.00000000e+00,1.10254000e+01,4.94231533e-02
4.85000000e+00,2.69831093e-03,1.84452141e-05,0.00000000e+00,0.00000000e+00,5.47083840e-04,1.05477315e-05,4.77120166e-03,2.41138828e-05,4.49981571e+00,1.85612221e-02,1.93022426e+04,9.39627538e+01,3.11274687e-03,2.40341241e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.95000000e+00,2.69790052e-03,1.77720691e-05,0.00000000e+00,0.00000000e+00,5.55820380e-04,1.17501053e-05,4.73259355e-03,2.25281990e-05,4.50477693e+00,1.80477593e-02,1.92818366e+04,8.93128031e+01,3.12169207e-03,2.45390587e-05,0.00000000e+00,0.00000000e+00,1.10154000e+01,4.87205686e-02
5.05000000e+00,2.69980468e-03,1.84666256e-05,0.00000000e+00,0.00000000e+00,5.49067656e-04,1.07779436e-05,4.69891239e-03,2.22640438e-05,4.50002659e+00,1.94320655e-02,1.92807878e+04,9.05085785e+01,3.11766250e-03,2.47723190e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
