z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.79447194e-03,6.45232898e-05,0.00000000e+00,0.00000000e+00,5.15667128e-04,2.81575611e-05,6.43674138e-03,7.26182959e-05,4.28752119e+00,5.43759114e-02,1.98369424e+04,3.32691863e+02,3.14045677e-03,6.92001826e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.81817072e-03,6.40226238e-05,0.00000000e+00,0.00000000e+00,5.07122699e-04,2.53518383e-05,6.40836074e-03,6.85054841e-05,4.29478248e+00,5.10485569e-02,1.99447976e+04,3.24106094e+02,3.15627279e-03,6.97505441e-05,0.00000000e+00,0.00000000e+00,1.04162000e+01,1.30655144e-01
2.50000000e-01,2.80359611e-03,6.62863325e-05,0.00000000e+00,0.00000000e+00,5.18768440e-04,2.76344529e-05,6.37112714e-03,6.36967602e-05,4.29608450e+00,5.30365491e-02,1.99285734e+04,3.30929208e+02,3.15162730e-03,7.44367738e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.81257906e-03,6.40872678e-05,0.00000000e+00,0.00000000e+00,5.62916472e-04,4.45697506e-05,6.34276456e-03,7.79376414e-05,4.30663159e+00,5.27481982e-02,1.99734502e+04,3.12234658e+02,3.20346422e-03,8.54098270e-05,0.00000000e+00,0.00000000e+00,1.03996000e+01,1.29391657e-01
4.50000000e-01,2.80356998e-03,6.53119953e-05,0.00000000e+00,0.00000000e+00,5.53590317e-04,3.06524950e-05,6.25348423e-03,3.53361515e-05,4.30458530e+00,5.60537058e-02,1.99110141e+04,3.37584293e+02,3.18792945e-03,7.87597645e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.80381253e-03,6.40797945e-05,0.00000000e+00,0.00000000e+00,5.56807093e-04,3.20263675e-05,6.22325312e-03,3.66542251e-05,4.30240795e+00,5.37421210e-02,1.98851614e+04,3.42183134e+02,3.19242377e-03,7.44885932e-05,0.00000000e+00,0.00000000e+00,1.04002000e+01,1.29100338e-01
6.50000000e-01,2.78981004e-03,6.54172546e-05,0.00000000e+00,0.00000000e+00,5.84729689e-04,3.35159894e-05,6.19894947e-03,3.78068508e-05,4.29729913e+00,5.54252580e-02,1.98044302e+04,3.51472019e+02,3.20775384e-03,7.53899592e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.80321046e-03,6.24819951e-05,0.00000000e+00,0.00000000e+00,5.71466727e-04,2.96821260e-05,6.17220805e-03,3.84247875e-05,4.31223052e+00,5.52440024e-02,1.98821175e+04,3.38689197e+02,3.20821487e-03,7.33899034e-05,0.00000000e+00,0.00000000e+00,1.04026000e+01,1.31097038e-01
8.50000000e-01,2.79951869e-03,6.45994536e-05,0.00000000e+00,0.00000000e+00,6.12120855e-04,4.86228387e-05,6.13553862e-03,3.84980583e-05,4.31447417e+00,5.46596840e-02,1.98664426e+04,3.41210713e+02,3.24564217e-03,8.19838645e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.79854452e-03,7.54614523e-05,0.00000000e+00,0.00000000e+00,5.87006313e-04,3.57577398e-05,6.10350211e-03,4.02166097e-05,4.29193599e+00,5.54554453e-02,1.98533316e+04,3.92423116e+02,3.21975072e-03,8.21949126e-05,0.00000000e+00,0.00000000e+00,1.04048000e+01,1.27945537e-01
1.05000000e+00,2.79578733e-03,7.26248847e-05,0.00000000e+00,0.00000000e+00,6.04520566e-04,3.83552168e-05,6.06724607e-03,3.95787559e-05,4.29779412e+00,5.40294262e-02,1.98378809e+04,3.74220121e+02,3.23510264e-03,8.37590479e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.15000000e+00,2.80805109e-03,7.31860816e-05,0.00000000e+00,0.00000000e+00,5.75559738e-04,3.21623892e-05,6.03256827e-03,3.99879353e-05,4.29850521e+00,5.28079606e-02,1.98827621e+04,3.73874031e+02,3.22086697e-03,7.84963571e-05,0.00000000e+00,0.00000000e+00,1.04120000e+01,1.29612295e-01
1.25000000e+00,2.79401906e-03,6.69166750e-05,0.00000000e+00,0.00000000e+00,5.37725949e-04,2.39594085e-05,6.00735105e-03,4.10203921e-05,4.28595773e+00,5.20543178e-02,1.98018206e+04,3.56096146e+02,3.17016623e-03,7.26842951e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
