z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.63392069e-03,2.02110287e-05,0.00000000e+00,0.00000000e+00,4.91035691e-04,1.13624191e-05,6.55598619e-03,2.29412016e-05,4.15271264e+00,1.98409291e-02,1.94465472e+04,1.07144660e+02,2.94943922e-03,2.62754432e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.62415889e-03,2.02456358e-05,0.00000000e+00,0.00000000e+00,4.95487511e-04,1.14728229e-05,6.52559024e-03,2.55969904e-05,4.14402646e+00,1.96788560e-02,1.94060056e+04,1.12355209e+02,2.94469627e-03,2.65247319e-05,0.00000000e+00,0.00000000e+00,1.00629600e+01,4.63479729e-02
2.50000000e-01,2.62978376e-03,1.98810042e-05,0.00000000e+00,0.00000000e+00,5.05839772e-04,1.10587380e-05,6.52207059e-03,3.88458361e-05,4.14810054e+00,1.98569198e-02,1.94151729e+04,1.04743755e+02,2.96073282e-03,2.65162191e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.62089446e-03,1.98580281e-05,0.00000000e+00,0.00000000e+00,5.03147314e-04,1.11848378e-05,6.45666539e-03,2.90457131e-05,4.13993838e+00,1.97378566e-02,1.93502293e+04,1.06627647e+02,2.95120169e-03,2.73999035e-05,0.00000000e+00,0.00000000e+00,1.00538800e+01,4.58264566e-02
4.50000000e-01,2.62119598e-03,2.07326299e-05,0.00000000e+00,0.00000000e+00,5.00497204e-04,9.07557615e-06,6.37850029e-03,2.42600270e-05,4.14230425e+00,1.98108842e-02,1.93252484e+04,1.09989482e+02,2.95054218e-03,2.60610524e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.62400613e-03,2.05332448e-05,0.00000000e+00,0.00000000e+00,4.96520539e-04,8.94765930e-06,6.35799901e-03,2.61679500e-05,4.14571419e+00,2.14647149e-02,1.93423386e+04,1.10880119e+02,2.94930741e-03,2.58798974e-05,0.00000000e+00,0.00000000e+00,1.00455400e+01,4.52578563e-02
6.50000000e-01,2.62027514e-03,1.96633198e-05,0.00000000e+00,0.00000000e+00,4.97110539e-04,8.86690701e-06,6.33175267e-03,2.75585253e-05,4.13811312e+00,2.09498091e-02,1.93163208e+04,1.09997503e+02,2.94626042e-03,2.46004247e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.61559716e-03,1.91902304e-05,0.00000000e+00,0.00000000e+00,5.14253968e-04,1.17783961e-05,6.28971575e-03,2.64604324e-05,4.13099665e+00,2.02835221e-02,1.92928386e+04,1.07678139e+02,2.95961700e-03,2.62493651e-05,0.00000000e+00,0.00000000e+00,1.00364200e+01,4.47673256e-02
8.50000000e-01,2.60851880e-03,1.93096522e-05,0.00000000e+00,0.00000000e+00,5.10494363e-04,1.05095676e-05,6.29522372e-03,3.65872049e-05,4.13751168e+00,1.96769574e-02,1.92705576e+04,1.07746715e+02,2.94810917e-03,2.43417932e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.60965527e-03,1.89889197e-05,0.00000000e+00,0.00000000e+00,5.22147400e-04,1.20018258e-05,6.21272422e-03,2.40662018e-05,4.13445540e+00,1.97789011e-02,1.92319309e+04,1.01275712e+02,2.96375156e-03,2.51935459e-05,0.00000000e+00,0.00000000e+00,1.00273800e+01,4.48685221e-02
1.05000000e+00,2.61166647e-03,1.81282551e-05,0.00000000e+00,0.00000000e+00,5.16558180e-04,1.15128360e-05,6.18269025e-03,2.96825508e-05,4.14172886e+00,1.91235430e-02,1.92283076e+04,9.78560641e+01,2.96116076e-03,2.51454864e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.15000000e+00,2.62253002e-03,1.84590546e-05,0.00000000e+00,0.00000000e+00,5.20063988e-04,1.13794744e-05,6.13808767e-03,2.12930650e-05,4.14731036e+00,1.88302050e-02,1.92681609e+04,1.02407894e+02,2.97645454e-03,2.51422357e-05,0.00000000e+00,0.00000000e+00,1.00168200e+01,4.44551923e-02
1.25000000e+00,2.62190775e-03,1.86333545e-05,0.00000000e+00,0.00000000e+00,5.18890279e-04,1.17038762e-05,6.09537333e-03,2.36115094e-05,4.14667565e+00,1.93646167e-02,1.92146558e+04,1.04280833e+02,2.97697537e-03,2.54036674e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.35000000e+00,2.61810945e-03,1.89073537e-05,0.00000000e+00,0.00000000e+00,5.13012254e-04,1.23076629e-05,6.06082388e-03,2.39781095e-05,4.14486799e+00,1.93958257e-02,1.91909556e+04,1.05164567e+02,2.96782390e-03,2.51886410e-05,0.00000000e+00,0.00000000e+00,1.00099000e+01,4.40114095e-02
1.45000000e+00,2.61270380e-03,1.91276977e-05,0.00000000e+00,0.00000000e+00,5.10152618e-04,1.08295165e-05,6.02437848e-03,2.26901257e-05,4.14035370e+00,1.86980181e-02,1.91513010e+04,1.04649571e+02,2.96066805e-03,2.45891559e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.55000000e+00,2.60738133e-03,1.92472926e-05,0.00000000e+00,0.00000000e+00,5.19414216e-04,1.09661398e-05,5.97062201e-03,2.05441335e-05,4.13254037e+00,1.82800083e-02,1.91112522e+04,1.05349335e+02,2.96565720e-03,2.39295428e-05,0.00000000e+00,0.00000000e+00,1.00035200e+01,4.38386757e-02
1.65000000e+00,2.60819462e-03,1.87794071e-05,0.00000000e+00,0.00000000e+00,5.25340907e-04,1.30200551e-05,5.92519950e-03,2.21065909e-05,4.13603789e+00,1.74376890e-02,1.91113645e+04,1.02662003e+02,2.97318130e-03,2.41491436e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75000000e+00,2.60780237e-03,1.98176319e-05,0.00000000e+00,0.00000000e+00,5.15289725e-04,1.17972418e-05,5.89426283e-03,2.36822663e-05,4.12720610e+00,1.71593138e-02,1.90659057e+04,1.04779566e+02,2.96385439e-03,2.56262093e-05,0.00000000e+00,0.00000000e+00,9.99301995e+00,4.40103362e-02
