r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_local_mean,heating_local_std,fission_q_recoverable_mean,fission_q_recoverable_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
3.00012519e-01,5.00125188e-02,3.63431740e-04,1.32409993e-06,0.00000000e+00,0.00000000e+00,1.37330932e-05,3.65176334e-07,1.32079396e-02,4.89447469e-05,2.89503655e-01,1.08598957e-03,5.96067018e+04,2.17857390e+02,0.00000000e+00,0.00000000e+00,5.54267784e-05,5.19588768e-07,0.00000000e+00,0.00000000e+00,6.16100000e-02,8.95769519e-04
4.00037556e-01,1.50037556e-01,2.79446790e-04,9.81141838e-07,0.00000000e+00,0.00000000e+00,1.37179011e-05,3.78132985e-07,9.67542028e-03,3.21765406e-05,2.52047393e-01,1.13924663e-03,4.45244795e+04,1.52032689e+02,0.00000000e+00,0.00000000e+00,5.57945698e-05,5.40731719e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00062594e-01,2.50062594e-01,2.65618803e-04,1.06347367e-06,0.00000000e+00,0.00000000e+00,1.51827125e-05,4.54747549e-07,8.88518905e-03,3.06170446e-05,2.59282236e-01,1.20357832e-03,4.14184574e+04,1.45118458e+02,0.00000000e+00,0.00000000e+00,6.19284919e-05,6.54901078e-07,0.00000000e+00,0.00000000e+00,1.28581000e+00,2.08305792e-03
6.00087631e-01,3.50087631e-01,2.62364801e-04,1.03623134e-06,0.00000000e+00,0.00000000e+00,1.66602716e-05,4.17019778e-07,8.47064440e-03,2.82750292e-05,2.73266955e-01,1.15804123e-03,3.99698659e+04,1.40156292e+02,0.00000000e+00,0.00000000e+00,6.94554022e-05,6.99033773e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00112669e-01,4.50112669e-01,2.62081500e-04,9.75769156e-07,0.00000000e+00,0.00000000e+00,1.95187127e-05,1.08646525e-06,8.18572909e-03,2.67488982e-05,2.87874560e-01,1.18852418e-03,3.91275665e+04,1.28289578e+02,0.00000000e+00,0.00000000e+00,7.80540944e-05,1.20797142e-06,0.00000000e+00,0.00000000e+00,1.34639000e+00,2.45866394e-03
8.00137707e-01,5.50137707e-01,2.63228952e-04,9.62307103e-07,0.00000000e+00,0.00000000e+00,2.24985081e-05,1.14649225e-06,7.95698113e-03,2.43442940e-05,3.03901435e-01,1.31601512e-03,3.84879874e+04,1.27754207e+02,0.00000000e+00,0.00000000e+00,8.70340801e-05,1.40064369e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00162744e-01,6.50162744e-01,2.65122888e-04,9.34690955e-07,0.00000000e+00,0.00000000e+00,2.36069233e-05,1.05475522e-06,7.79443143e-03,2.49388577e-05,3.19907088e-01,1.31876308e-03,3.79965643e+04,1.21610978e+02,0.00000000e+00,0.00000000e+00,9.37960985e-05,1.34392984e-06,0.00000000e+00,0.00000000e+00,1.40419000e+00,2.66039755e-03
1.00018778e+00,7.50187782e-01,2.67218439e-04,9.79540291e-07,0.00000000e+00,0.00000000e+00,2.52859997e-05,8.42555081e-07,7.64433855e-03,2.46216262e-05,3.35268642e-01,1.42666663e-03,3.75630105e+04,1.18375167e+02,0.00000000e+00,0.00000000e+00,1.00851346e-04,1.23496603e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10021282e+00,8.50212819e-01,2.69740048e-04,1.04357802e-06,0.00000000e+00,0.00000000e+00,2.64475966e-05,7.59964385e-07,7.48766214e-03,2.05387999e-05,3.52657937e-01,1.56684425e-03,3.71920968e+04,1.07491317e+02,0.00000000e+00,0.00000000e+00,1.07829872e-04,1.23149064e-06,0.00000000e+00,0.00000000e+00,1.46035000e+00,2.76377624e-03
1.20023786e+00,9.50237857e-01,2.73548609e-04,1.06396619e-06,0.00000000e+00,0.00000000e+00,2.80141538e-05,8.10195659e-07,7.36795802e-03,2.22744415e-05,3.69197567e-01,1.55434857e-03,3.69548738e+04,1.04122091e+02,0.00000000e+00,0.00000000e+00,1.15643799e-04,1.25233906e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
