z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,1.76211540e-03,4.03921167e-05,0.00000000e+00,0.00000000e+00,3.87080759e-04,1.69538562e-05,6.44061744e-03,7.26649669e-05,3.54860703e+00,5.82270915e-02,1.47854966e+04,2.17934023e+02,1.97913248e-03,4.90022473e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,1.76861861e-03,4.03347893e-05,0.00000000e+00,0.00000000e+00,4.21042298e-04,2.10401618e-05,6.41203692e-03,6.85701248e-05,3.55564990e+00,5.70788876e-02,1.48054556e+04,2.16132569e+02,2.02015799e-03,5.03886488e-05,0.00000000e+00,0.00000000e+00,8.60200000e+00,1.30255322e-01
2.50000000e-01,1.77018715e-03,3.94639356e-05,0.00000000e+00,0.00000000e+00,4.00611393e-04,1.67454041e-05,6.37470253e-03,6.38165163e-05,3.56371319e+00,5.56841120e-02,1.48590284e+04,2.15163296e+02,1.99979251e-03,4.72597868e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,1.77426921e-03,3.82440688e-05,0.00000000e+00,0.00000000e+00,4.28913509e-04,2.43013525e-05,6.34633995e-03,7.80545320e-05,3.57735410e+00,5.56318228e-02,1.49285603e+04,2.09929337e+02,2.03102720e-03,4.73070293e-05,0.00000000e+00,0.00000000e+00,8.58600000e+00,1.31349976e-01
4.50000000e-01,1.77001515e-03,3.61973911e-05,0.00000000e+00,0.00000000e+00,4.55855197e-04,4.47962911e-05,6.25552738e-03,3.54950530e-05,3.57635525e+00,5.50607864e-02,1.48271939e+04,2.02795110e+02,2.05705494e-03,5.59648823e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,1.75890688e-03,3.53525436e-05,0.00000000e+00,0.00000000e+00,4.41724324e-04,2.81253513e-05,6.22518569e-03,3.67185356e-05,3.57454994e+00,5.54285478e-02,1.47881981e+04,2.08646866e+02,2.03236820e-03,4.73524898e-05,0.00000000e+00,0.00000000e+00,8.57320000e+00,1.29729842e-01
6.50000000e-01,1.76835633e-03,3.75842852e-05,0.00000000e+00,0.00000000e+00,4.49445443e-04,3.16612917e-05,6.20088204e-03,3.78427122e-05,3.59446115e+00,5.59634956e-02,1.48286248e+04,2.15755340e+02,2.05085118e-03,5.20198258e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,1.76277087e-03,3.59706597e-05,0.00000000e+00,0.00000000e+00,4.41597890e-04,2.28718496e-05,6.17414062e-03,3.84407411e-05,3.59328621e+00,5.60766924e-02,1.47891737e+04,2.09572099e+02,2.03781437e-03,4.98460818e-05,0.00000000e+00,0.00000000e+00,8.56500000e+00,1.29545280e-01
8.50000000e-01,1.76598397e-03,3.56791689e-05,0.00000000e+00,0.00000000e+00,4.39198736e-04,2.58025018e-05,6.13747119e-03,3.86779254e-05,3.59554692e+00,5.57854692e-02,1.48199744e+04,2.08151198e+02,2.03882267e-03,5.09297030e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,1.75673483e-03,3.39186603e-05,0.00000000e+00,0.00000000e+00,4.40681415e-04,2.32133039e-05,6.10543468e-03,4.03466335e-05,3.57801235e+00,5.49423617e-02,1.48107002e+04,2.14265089e+02,2.03135961e-03,4.78938660e-05,0.00000000e+00,0.00000000e+00,8.57820000e+00,1.30207900e-01
