nuclide,atoms
Gd169,1.046220e+06
Tc116,1.042703e+06
Br96,1.006636e+06
Pb209,9.292919e+05
Tc96,9.172081e+05
Kr81_m1,8.603170e+05
Rb101,8.426127e+05
Br78,8.002989e+05
Rh121,7.848628e+05
In135,7.607446e+05
I145,7.153375e+05
Co70,6.936460e+05
Ni76,6.396671e+05
Fe66,5.667768e+05
Sm165,5.396158e+05
In113_m1,5.189934e+05
Bi210_m1,5.046837e+05
Br79_m1,4.688069e+05
Tm167,4.506807e+05
Th226,4.502216e+05
Sr104,4.374913e+05
Fe68,4.174772e+05
Nd161,4.122371e+05
Co66,4.095769e+05
As91,3.947259e+05
Ru119,3.882871e+05
In111,3.448312e+05
Mo114,3.405566e+05
Cd107,3.237915e+05
Ga68,3.177673e+05
Pb205,3.143014e+05
Hf177,3.041514e+05
Tb171,2.967567e+05
Ga72_m1,2.821272e+05
Ac226,2.781842e+05
Bi208,2.691700e+05
Pm143,2.653181e+05
Cu80,2.628860e+05
Ce157,2.561038e+05
Kr99,2.523528e+05
Fr223,2.193863e+05
Co71,2.151578e+05
Zn83,2.029353e+05
Eu167,1.952675e+05
Se94,1.918179e+05
Np234,1.772996e+05
Zr109,1.708221e+05
Cd106,1.453754e+05
Cm240,1.432523e+05
Bi213,1.269455e+05
Sr83,1.219158e+05
Cs150,1.159075e+05
Po216,1.158416e+05
Pd124,1.144850e+05
Pr159,1.109124e+05
Sr105,1.108434e+05
In116_m2,1.050407e+05
Pm163,1.033560e+05
Ho162_m1,1.013671e+05
Rb102,9.271948e+04
Ra227,8.913447e+04
Fe69,8.087857e+04
As72,7.493412e+04
Ge89,7.478005e+04
Mo93_m1,6.820558e+04
La155,6.739728e+04
Yb176,6.286157e+04
Nb112,6.234550e+04
Tb158_m1,5.837665e+04
Np241,5.707852e+04
Ba153,5.641061e+04
Rb81,5.461497e+04
Zr108,5.197462e+04
Ag106,5.104206e+04
Co72,5.095391e+04
Rn219,4.741209e+04
Tc95_m1,4.219220e+04
Sb118_m1,4.003186e+04
Pd125,3.964338e+04
Ni77,3.217445e+04
Rh122,3.213517e+04
Kr100,2.968009e+04
Pu245,2.909794e+04
Ho162,2.378076e+04
Pb214,2.287979e+04
As92,2.133894e+04
Cm248,2.107943e+04
Cs151,2.086767e+04
U241,2.053184e+04
Ce136,2.051059e+04
Tl205,2.018961e+04
Co73,1.895425e+04
Ag107_m1,1.878217e+04
Zr90_m1,1.826457e+04
Ge69,1.769799e+04
Bi214,1.699241e+04
Fe70,1.697705e+04
Ag105,1.672277e+04
Br97,1.540398e+04
Ru120,1.369162e+04
Fr221,1.364514e+04
Ho161,1.351035e+04
Co65,1.271416e+04
Cm239,1.264222e+04
No258,1.207942e+04
Ni78,1.028574e+04
Ru96,9.934187e+03
Lu174,9.800425e+03
Tc117,9.527792e+03
Ra222,8.878848e+03
Fe65,8.877994e+03
Er162,8.777544e+03
Mo115,8.543067e+03
Am245,8.449614e+03
Dy156,7.221502e+03
Mn66,6.447345e+03
Mn67,6.137373e+03
Sn113_m1,6.127752e+03
Hf178,4.656926e+03
Cu81,4.230132e+03
Ni61,3.857445e+03
Zr110,3.430344e+03
Br77_m1,3.165823e+03
La136,2.923226e+03
Cu64,2.657735e+03
Po218,2.645384e+03
Fe60,2.644487e+03
Tc118,2.367428e+03
Nb113,2.179283e+03
Lu176_m1,1.893015e+03
Co74,1.892644e+03
Po209,1.779446e+03
Dy157,1.071199e+03
Lu177,1.005854e+03
Ac229,8.713751e+02
Hg204,8.171794e+02
Fe71,7.221669e+02
Mn68,6.855930e+02
Ag126,6.656862e+02
Co60,6.170039e+02
Rh123,6.169700e+02
Ni60,5.255746e+02
Y106,3.957421e+02
Kr78,3.560974e+02
Sb118,3.166982e+02
Co75,2.715438e+02
Kr79_m1,2.365411e+02
Bi207,2.300085e+02
Pb204,2.114025e+02
Te119,1.981586e+02
Sb117,1.811303e+02
Er163,1.400594e+02
Tl209,1.347699e+02
Ag127,1.232229e+02
Y86,1.150060e+02
Ho163_m1,7.605542e+01
Tm173,6.710220e+01
Se73,6.426134e+01
Cf251,5.626984e+01
Ra229,5.559056e+01
Mn69,4.099006e+01
Pd100,3.688331e+01
Sn111,3.209742e+01
Lu173,2.925226e+01
Lu177_m1,2.221601e+01
Po215,2.132348e+01
Ac232,2.114495e+01
Po211,1.705140e+01
Cr67,1.619144e+01
Ag129,1.581621e+01
Hf179,1.382418e+01
Cf246,1.261996e+01
Bk249,1.183491e+01
Y107,1.002202e+01
Rn218,8.591642e+00
Cr66,8.306171e+00
Hf175,8.080415e+00
Y86_m1,6.481645e+00
Tl203,6.238279e+00
Po208,5.812939e+00
Cf250,5.423353e+00
Pu235,5.348723e+00
Tb153,5.217221e+00
Lu172,5.004793e+00
Ag128,4.549524e+00
Bi215,4.468894e+00
Pu246,4.130776e+00
Er160,3.880212e+00
Zr89_m1,3.744491e+00
I121,3.209200e+00
Rh99,3.068575e+00
Ga67,1.833884e+00
Eu147,1.813292e+00
Tm166,1.584953e+00
At217,1.499109e+00
Nb90,1.285818e+00
Cs129,1.235746e+00
Pu237_m1,1.111802e+00
Ge71_m1,9.912538e-01
Sb111,8.154974e-01
Tm165,7.480113e-01
Ge68,6.000025e-01
Co62,5.893926e-01
Lu171,5.809009e-01
At219,5.584378e-01
Co59,4.649955e-01
Y108,4.268934e-01
Bk247,3.997992e-01
Rh99_m1,3.131851e-01
Cf252,2.513726e-01
Tl210,2.331118e-01
Te111,2.098615e-01
Np233,1.793352e-01
Hg203,1.573207e-01
Po212,1.530032e-01
Hf174,1.508368e-01
Fr222,1.344981e-01
Fe58,1.304099e-01
Ac224,1.141866e-01
Tl204,1.046610e-01
Hf180,1.036723e-01
Ce135,1.034536e-01
As71,9.869386e-02
Ho159,9.802067e-02
Co61,9.615594e-02
Gd149,7.250712e-02
Ba131_m1,6.864683e-02
Ho160,5.787266e-02
Dy155,4.784422e-02
Y87_m1,4.630628e-02
Po214,4.266936e-02
Hg205,4.142108e-02
La133,3.614156e-02
Tl206,3.146783e-02
Ag105_m1,3.095008e-02
Y85,3.030639e-02
I111,2.721157e-02
Pd99,2.524836e-02
Tm160,2.261000e-02
In107,2.114030e-02
Er161,2.092181e-02
Pa228,2.019075e-02
Ho161_m1,1.962680e-02
Ce137_m1,1.566520e-02
Yb160,1.154936e-02
Pu234,1.012230e-02
In109,9.388771e-03
Fe59,8.852824e-03
In112_m1,8.751117e-03
Hs273,7.319572e-03
Sg269,7.318823e-03
Sm143,7.152770e-03
Am246_m1,6.615668e-03
Te118,6.357841e-03
Zr87,5.842353e-03
Fe61,5.808246e-03
Yb177,5.497179e-03
Bk248,5.369900e-03
I124,5.301406e-03
Tm174,5.094344e-03
Th225,4.460796e-03
At218,4.269503e-03
Ga66,3.524342e-03
Ag99,2.444614e-03
Cm249,2.397700e-03
Sn107,1.893779e-03
U242,1.859396e-03
Xe125_m1,1.844908e-03
Sn110,1.539700e-03
Nb89,1.526335e-03
Ra221,1.520798e-03
Lu160,1.447927e-03
Lu172_m1,9.624448e-04
Hg202,8.730616e-04
Hg206,8.525919e-04
Cu62,8.396519e-04
B8,7.944164e-04
Pb207_m1,7.218147e-04
Yb167,6.464102e-04
Cr54,5.912225e-04
Bk245,4.709815e-04
In110_m1,4.314326e-04
Ba129,4.249616e-04
Fe72,4.136725e-04
Am238,3.909609e-04
Cd99,3.160502e-04
Cr53,2.745405e-04
Np242,2.434923e-04
Po213,1.906410e-04
Nb91_m1,1.833405e-04
Co63,1.823800e-04
Es249,1.795543e-04
Mn55,1.635159e-04
Cf245,1.485263e-04
Br75,1.255842e-04
Ta181,1.220047e-04
Mo91,9.762001e-05
Yb169_m1,9.365809e-05
Ag102_m1,9.339284e-05
Ni59,8.857457e-05
Ag102,7.654319e-05
Se73_m1,6.086705e-05
Am237,5.848514e-05
Yb166,5.115165e-05
Ho159_m1,4.935404e-05
Cs130,4.359550e-05
Sb107,4.353843e-05
Pd98,3.558632e-05
Lu171_m1,3.234929e-05
Fr220,2.844853e-05
Bk250,2.004008e-05
Pu247,1.771484e-05
Rh98,1.753752e-05
Cf247,1.379830e-05
Dy154,9.893353e-06
Bk241,7.526384e-06
Hf181,7.260632e-06
Fm249,7.098742e-06
Es253,6.357483e-06
Pb203,6.148141e-06
Zn63,6.124120e-06
Ac223,5.872454e-06
Co64,5.804169e-06
Ba128,5.712345e-06
Cf253,5.567508e-06
Es245,4.507634e-06
Bk248_m1,4.010375e-06
Ta180_m1,2.846020e-06
At215,2.753739e-06
Md249,2.733084e-06
Cm250,2.605334e-06
Cd105,2.164736e-06
Rn217,1.783705e-06
U228,1.780782e-06
Hg201,1.391980e-06
Hf177_m1,1.373057e-06
Tc93,7.777334e-07
Pb202,6.828927e-07
W182,5.246241e-07
Tl202,4.857990e-07
Hf180_m1,2.747546e-07
Tc93_m1,2.730743e-07
Pm142,2.478293e-07
Pa227,1.582895e-07
Db257_m1,1.539346e-07
Am247,1.246439e-07
Lr253,1.149714e-07
Ta182,9.398236e-08
Cf254,8.277338e-08
Db257,4.148546e-08
Co60_m1,3.567057e-08
Zn73_m1,3.037589e-08
Sm142,2.913828e-08
Ho156,2.825539e-08
Tm175,1.993134e-08
Xe122,1.940290e-08
Co58,1.223689e-08
Rh98_m1,1.122347e-08
Hf182,1.031626e-08
Er156,9.849256e-09
Po207,7.629977e-09
Gd148,6.997078e-09
Cs128,5.909541e-09
Cr52,3.979551e-09
Th224,3.420918e-09
Ra220,3.073415e-09
Ce134,1.772389e-09
Ti50,1.484843e-09
W183,1.434141e-09
Kr77,1.401946e-09
Es254,1.353661e-09
Fr219,9.321356e-10
Tm156,7.061225e-10
Hf173,6.689158e-10
Lu178,5.175667e-10
At216,3.103901e-10
Cm238,2.216825e-10
Po206,1.918324e-10
Es254_m1,1.754700e-10
Gd147,1.747989e-10
Hf172,1.720532e-10
V51,1.465104e-10
Bi206,1.283693e-10
W180,1.198964e-10
Pm141,1.078233e-10
Ho156_m1,7.820673e-11
Tm176,6.794249e-11
Tl201,6.011094e-11
I122,5.840170e-11
Fe54,5.463041e-11
Ni58,4.383978e-11
Dy152,3.801600e-11
Pr135,2.594730e-11
Mn54,2.411182e-11
Bi215_m1,2.073030e-11
Es252,1.747507e-11
Ta179,1.388014e-11
Lu179,1.251590e-11
Er173,1.137157e-11
Cs127,1.102334e-11
Np232,8.895648e-12
Tb147,7.862274e-12
Rn216,7.683538e-12
Bk251,7.287667e-12
Es255,5.078576e-12
Nd135,4.962343e-12
Ta183,4.363116e-12
W184,4.007082e-12
Rh97,3.849229e-12
Ag104,3.175610e-12
Cd104,2.647932e-12
La134,2.512280e-12
Tb148,2.181538e-12
Ta177,1.864590e-12
Ho152,8.179824e-13
Ho158_m2,6.310778e-13
Ta180,4.509261e-13
W181,4.328163e-13
Pd97,3.947190e-13
I118,3.904676e-13
Pm135,3.269647e-13
Cr55,1.273039e-13
Hg199,1.236637e-13
Xe118,1.083235e-13
Fm255,9.812420e-14
Rh97_m1,9.738406e-14
Au201,8.957105e-14
W177,8.116396e-14
Au204,7.682998e-14
Rb79,6.961082e-14
Cf244,6.560002e-14
Nb88,5.424883e-14
Cm251,5.385905e-14
Mo88,2.989123e-14
Nd141_m1,8.721477e-15
Re177,8.647330e-15
Pt201,8.592398e-15
Cf255,6.859525e-15
Ac222,4.880918e-15
Re185,4.407760e-15
Ti49,2.868548e-15
Pd126,2.730781e-15
Pt200,2.370893e-15
Os177,1.853889e-15
Tm163,1.748663e-15
W185,6.489859e-16
Tb154,6.489035e-16
Hf183,6.031029e-16
Lu180,5.413790e-16
Pt198,5.174342e-16
Es251,3.512666e-16
Ir177,3.091989e-16
Mn58,2.602423e-16
Tm162,2.384572e-16
V53,1.928667e-16
Yb163,1.794316e-16
In106_m1,1.731847e-16
Au200,1.517852e-16
Au203,1.355228e-16
Fm256,1.308692e-16
Au199,1.223832e-16
Ti51,1.170816e-16
Mo90,1.148449e-16
Mn53,1.026517e-16
Ta173,6.943118e-17
Lu163,6.452052e-17
Sn106,6.387238e-17
V50,5.705917e-17
Ti47,4.861691e-17
Hg198,4.321484e-17
Ce132,3.298117e-17
V52,2.929783e-17
Hf171,2.589699e-17
Os186,2.200788e-17
Ho156_m2,2.082567e-17
W183_m1,1.701356e-17
Tm162_m1,1.305243e-17
Cr51,1.187985e-17
Ti48,1.119057e-17
Hf163,1.083801e-17
Hf166,1.008363e-17
W186,4.893391e-18
V54,4.859173e-18
W173,2.818967e-18
Es256,1.677243e-18
Lu166,1.333105e-18
Lu166_m1,1.315034e-18
Lu166_m2,1.180390e-18
Fr218,9.664218e-19
Ta166,8.540045e-19
Pt199,8.357027e-19
Ta171,8.332068e-19
Re173,7.346066e-19
Au197,6.911437e-19
Es256_m1,4.871702e-19
W166,4.768229e-19
Sn109,2.955565e-19
Ta178,2.594671e-19
Pr132,2.570316e-19
Zr85,2.560450e-19
Nd132,2.517252e-19
Bi200,2.309003e-19
Lu167,1.880365e-19
Au202,1.878760e-19
Re186,1.853618e-19
Ca47,1.141803e-19
Nb90_m1,1.004122e-19
W171,8.511528e-20
Sc47,8.426724e-20
Yb178,7.924989e-20
Ru90,6.600068e-20
Eu140_m1,4.911762e-20
Tc90,4.907738e-20
Os187,4.532622e-20
Re186_m1,3.915546e-20
Lu181,2.982777e-20
Pm132,1.660629e-20
W179,1.540453e-20
W178,1.114647e-20
Sc48,1.108770e-20
Ho155,9.285281e-21
Lu167_m1,7.300587e-21
Zr85_m1,6.432726e-21
Sb109,4.652337e-21
Re187,4.554072e-21
Fm252,3.179220e-21
Mn60,2.967353e-21
W185_m1,1.337743e-21
Re184,1.217992e-21
Ca44,1.178238e-21
Er155,1.027723e-21
Mn60_m1,8.955629e-22
Ca46,8.625895e-22
Er159,5.831382e-22
At214,5.392634e-22
Pt196,2.635166e-22
Sb110,2.419407e-22
Os188,2.150594e-22
Tm159,1.483027e-22
Ti46,3.962486e-23
Nb90_m2,3.304375e-23
Sc50,2.870536e-23
Yb159,2.714569e-23
Lu170,2.350827e-23
Ca48,2.276443e-23
Ag100_m1,1.915368e-23
Au198,1.126370e-23
Os185,1.100690e-23
V49,8.929905e-24
W187,8.758474e-24
Cr50,8.717787e-24
Ag100,8.586526e-24
Lu182,7.029062e-24
Yb179,6.782561e-24
Fm253,5.740608e-24
Hg197,4.136072e-24
Re183,3.550466e-24
Hf170,2.534804e-24
La131,2.241493e-24
Ta184,1.845975e-24
Sc45,1.362181e-24
Hg196,1.056764e-24
Fe53,8.421050e-25
No256,6.994587e-25
Dy151,6.936277e-25
Ce131,3.941068e-25
Os189,3.120544e-25
Sc49,2.153006e-25
Ca45,1.901881e-25
Pt195,8.961576e-26
Os184,8.671025e-26
Pr131,5.784850e-26
Re188,3.124794e-26
Au196,2.483302e-26
Hg199_m1,1.806412e-26
Re170,1.469010e-26
Au198_m1,9.533491e-27
Ta170,5.052760e-27
W170,1.776199e-27
Pb201,1.608271e-27
Pt194,1.431044e-27
Au195,1.143818e-27
Os190,1.027372e-27
Ca43,3.145068e-28
Bi201,2.982117e-28
Md259,1.787258e-28
Sc46,1.167262e-28
K41,8.158296e-29
Re188_m1,1.568015e-29
Dy148,1.528496e-29
Ta185,1.080179e-29
Lr263,9.043606e-30
In104,5.381483e-30
Ba127,4.975218e-30
Ir195,3.208451e-30
La127,1.999686e-30
Mn52,1.422228e-30
Pb201_m1,1.326930e-30
Ir191,1.294580e-30
Ca42,8.987388e-31
Mn52_m1,4.658255e-31
Ir194,4.545319e-31
Ta164,3.731298e-31
Ce127,2.026543e-31
Os195,1.925243e-31
Ir193,8.099095e-32
Os191,5.594701e-32
Sc51,4.550302e-32
Os194,4.528017e-32
Es258,3.714124e-32
Pr127,2.745737e-32
Ta186,1.975002e-32
Pt193,1.384344e-32
Bk254,1.237038e-32
Hg197_m1,1.178972e-32
V48,8.209386e-33
Ir198,7.164453e-33
Ar42,6.823327e-33
Ar41,6.361894e-33
Pt192,4.152969e-33
K44,3.211422e-33
Hg194,2.605977e-33
Hg195,1.773301e-33
Ar40,1.207952e-33
Ir192,9.538266e-34
Os192,5.885416e-34
K42,5.131792e-34
Ar44,3.614811e-34
K43,3.248085e-34
Ca49,3.215389e-34
K47,2.390150e-34
Os183,1.867550e-34
Ar38,9.559505e-35
Os193,8.981076e-35
Sc46_m1,7.214227e-35
Ti45,4.846515e-35
Sc44,2.008150e-35
K46,6.066662e-36
Gd145,5.941192e-36
Ar39,2.552048e-36
Ir193_m1,2.496999e-36
Tl198,1.832787e-36
Re189,1.772338e-36
K40,1.638700e-36
Cr48,1.625228e-36
Tl198_m1,1.526843e-36
Ar43,1.298538e-36
Cr49,1.177232e-36
Re182,4.927211e-37
Ho149,4.292220e-37
Gd145_m1,3.877536e-37
Ir191_m1,2.059917e-37
K45,1.924766e-37
Os182,1.691620e-37
Ir190,9.880822e-38
Au197_m1,9.147493e-38
Ir196,8.349762e-38
Sc45_m1,8.179055e-38
Ca41,5.476979e-38
Os189_m1,4.337542e-38
Au195_m1,3.128630e-38
Au194,2.542152e-38
K39,1.564231e-38
Cl38,3.146247e-39
Cl37,9.433202e-40
Cl35,5.371498e-40
Re178,5.266689e-40
Ir189,2.703544e-40
Os178,1.994608e-40
S36,1.809247e-40
V47,1.323827e-40
K48,1.069128e-40
S35,7.415020e-41
Ar45,5.846090e-41
Pt191,4.263679e-41
Ir178,7.511564e-42
Mn48,3.834942e-42
Pt190,3.586144e-42
Os183_m1,2.594813e-42
Re190,2.318865e-42
Ir183,6.951305e-43
Cl36,5.330381e-43
W188,4.182457e-43
Ar37,2.633270e-43
S38,7.955770e-44
Ca40,1.356353e-44
S32,8.907002e-45
S34,1.472311e-45
Re191,7.560304e-46
S37,7.356591e-46
Si32,5.773525e-46
P32,2.476562e-46
Cl41,1.027392e-46
Cl39,5.488032e-47
Sc43,4.971074e-47
Tl195,3.346824e-47
S33,3.134103e-47
Cl40,2.212992e-47
Hg195_m1,5.546220e-48
P33,2.206410e-48
Ar36,1.668176e-48
Si29,9.007650e-49
Pb195,4.616752e-49
W189,2.719145e-49
Bi195,9.416969e-50
Te114,8.263462e-50
Re192,4.486658e-50
Sb114,2.771784e-50
Si30,1.173336e-50
P31,4.051214e-51
V43,9.415654e-52
Ti43,5.990704e-52
Ir194_m1,3.320319e-52
Pb198,1.243544e-52
K38,1.098294e-52
P34,8.527963e-53
Cl38_m1,1.862331e-53
P35,1.510609e-53
Bi198,9.061583e-54
Mg26,1.594227e-54
Si33,1.159669e-54
Si31,8.991619e-55
Ir182,8.933800e-55
Si28,4.118574e-56
Cl34,1.505045e-56
P36,1.192587e-56
Al29,2.972420e-59
Al28,2.075988e-62
Mg27,1.666612e-62
Mg29,1.520628e-62
S31,5.064693e-63
Ca39,3.289602e-63
Mg28,3.343703e-64
P30,3.144463e-65
Al32,2.875527e-65
Al30,2.219060e-65
Ar35,3.032687e-66
Ne23,2.109414e-67
Na26,7.267091e-70
Al31,8.238977e-71
Si27,2.484728e-74
Br71,1.367105e-162
Cl33,1.129713e-212
Te113,1.035365e-248
I113,5.257343e-249
Cd102,1.136168e-249
Sn104,7.077713e-286
In103,7.240874e-287
Sb104,2.548164e-287
Ag103,1.541522e-287
Sn103,3.353429e-288
Rb81_m1,4.221367e-292
Am235,5.175381e-294
Xe114,2.778961e-295
Np231,8.475650e-296
I114,5.571243e-296
Cs114,2.121612e-296
Te110,9.720161e-298
Tm152,1.452968e-298
Er152,1.299359e-298
Yb152,6.468612e-299
I110,4.777217e-300
Sb106,7.407873e-301
Hf156,5.185527e-301
Sn105,8.308015e-302
Sb105,5.905243e-303
Ru93_m1,2.434679e-310
Pr134,1.312227e-315
Nd134,3.222622e-318
