nuclide,atoms
In111,6.469044e+07
Sn137,6.314872e+07
Mo113,6.092925e+07
Tb170,6.025469e+07
Tm167,5.813423e+07
Pm143,5.664056e+07
Dy156,5.308739e+07
Pd123,4.910186e+07
Er162,4.562407e+07
Sr103,4.453500e+07
Ru118,4.334375e+07
Pr158,4.206317e+07
In112,4.056662e+07
Cd107,3.949484e+07
Nd140,3.907743e+07
Xe125,3.801605e+07
Pm162,3.742359e+07
Pd101,3.617495e+07
In113_m1,3.446757e+07
Co67,3.282250e+07
Br95,3.228036e+07
Pb206,2.927250e+07
Br78,2.865391e+07
Ge88,2.773129e+07
La154,2.594999e+07
Eu166,2.417369e+07
Ni75,2.346678e+07
Cu79,2.086160e+07
Zn82,2.074059e+07
U230,2.038881e+07
Lu177_m1,2.012542e+07
Ho162_m1,1.971379e+07
Br79_m1,1.846435e+07
He3,1.822791e+07
Ag105,1.734556e+07
As90,1.705184e+07
Ga85,1.700013e+07
U231,1.672638e+07
Co68,1.658060e+07
Co69,1.655490e+07
Se93,1.632863e+07
Ra225,1.625613e+07
Gd168,1.585045e+07
Lu174,1.581281e+07
Ba152,1.313178e+07
Th227,1.210548e+07
Fe67,1.191443e+07
Ni62,1.092090e+07
Tc96,1.076933e+07
Ac225,1.056381e+07
Po210,1.053406e+07
Tc116,1.022137e+07
Bk247,1.012752e+07
Xe147,9.325541e+06
Zn64,9.324947e+06
Gd169,9.296925e+06
Cs149,8.917070e+06
Ra228,7.997918e+06
Ra223,7.410526e+06
Np234,7.342789e+06
Nd161,6.755742e+06
Ho161,6.418133e+06
Br96,6.312437e+06
Sm165,6.116871e+06
Rh121,6.050938e+06
Tc95_m1,6.014646e+06
I145,5.837156e+06
In135,5.736711e+06
Rb101,5.595577e+06
Ga86,5.518652e+06
Ga68,5.509144e+06
Co70,5.506511e+06
Fm255,5.332434e+06
Ta181,5.072387e+06
Ga72_m1,5.053392e+06
In116_m2,4.908996e+06
Zr108,4.698347e+06
Yb168,4.573802e+06
Ho162,4.524661e+06
Fe66,4.267249e+06
Sr83,3.749237e+06
Sb118_m1,3.568780e+06
Co66,3.482739e+06
Mo114,3.266811e+06
Tb158_m1,3.227228e+06
Sr104,3.223959e+06
Ba130,3.213485e+06
Mo93_m1,3.112608e+06
As72,3.080684e+06
Ru119,3.055304e+06
Fe68,3.034774e+06
Ac228,2.954989e+06
As91,2.797645e+06
Ni76,2.425235e+06
Tb171,2.387304e+06
Hf181,2.376294e+06
Ce157,2.364764e+06
Rb81,2.233230e+06
In112_m1,2.054818e+06
Eu167,1.975801e+06
Kr78,1.928152e+06
Kr99,1.900540e+06
Tl208,1.829358e+06
Cu80,1.815337e+06
Dy157,1.788573e+06
Ag130,1.738419e+06
Pm163,1.689481e+06
Se94,1.640053e+06
Co71,1.560914e+06
Rn220,1.545702e+06
Es252,1.482339e+06
Zn83,1.477460e+06
Ru97,1.454038e+06
Pr159,1.314038e+06
Ge69,1.236517e+06
Ag107_m1,1.150260e+06
Y106,1.140065e+06
Fm256,1.112335e+06
Am247,1.103019e+06
N18,9.275409e+05
Cs150,8.932303e+05
Sr105,8.344331e+05
No258,7.564162e+05
F18,7.311087e+05
Rb102,6.975564e+05
Lu172,6.696180e+05
Pd124,6.422521e+05
Zr109,6.388907e+05
La155,6.163588e+05
Fe69,5.922527e+05
Ge89,5.598405e+05
Ag106,5.519661e+05
F20,5.391842e+05
Zr90_m1,5.306776e+05
Bi210,4.901117e+05
Nb112,4.654267e+05
Cd106,4.374412e+05
Tc95,4.351794e+05
Ba153,4.265989e+05
W183,4.110845e+05
U242,3.976704e+05
Hf175,3.862522e+05
Co72,3.563781e+05
Pd125,2.981765e+05
Tb153,2.931398e+05
Rh122,2.437730e+05
Cm251,2.095842e+05
Li6,1.822594e+05
Tm166,1.819164e+05
Ni77,1.723642e+05
Cf255,1.696307e+05
Rh99,1.686130e+05
Er163,1.665062e+05
Br97,1.650628e+05
As92,1.604171e+05
Cs151,1.570348e+05
Pb209,1.485100e+05
Mo115,1.350162e+05
Br77_m1,1.300491e+05
Sn113_m1,1.297608e+05
Co73,1.283937e+05
Fe70,1.245167e+05
Po209,1.225985e+05
Cs129,1.187518e+05
Xe124,1.162815e+05
Hf182,1.048537e+05
Ru120,1.036027e+05
Eu147,1.008400e+05
Co65,9.490024e+04
Tc117,8.348595e+04
Lu173,7.229266e+04
Ne22,7.187300e+04
Nb90,6.999412e+04
Fe65,6.626655e+04
Ni78,6.616510e+04
Lu171,6.278729e+04
Tm165,6.205379e+04
Ta182,5.843452e+04
Pa229,5.448680e+04
Np242,5.207589e+04
Kr100,5.089642e+04
Mn66,4.812385e+04
Mn67,4.571278e+04
W182,4.295268e+04
Te119,3.776363e+04
Sb117,3.654624e+04
Bi213,3.344092e+04
Cu81,3.202887e+04
Rh100,3.147550e+04
Cu64,3.065904e+04
Ac226,2.812051e+04
Sb118,2.658018e+04
Ta183,2.489026e+04
Bk248_m1,2.461067e+04
W184,2.416938e+04
Ce136,2.312255e+04
Th226,2.124462e+04
Ra227,2.009552e+04
Bi210_m1,1.880499e+04
Tc118,1.799414e+04
Nb113,1.639858e+04
Pb211,1.625337e+04
La136,1.467467e+04
Bi208,1.460987e+04
Es256,1.442996e+04
Ac229,1.432059e+04
Hf180_m1,1.425508e+04
Pu237_m1,1.285885e+04
Co74,1.269019e+04
Yb177,1.065328e+04
Ta180_m1,9.893779e+03
Kr79_m1,9.692982e+03
Ga67,9.144216e+03
Ho163_m1,9.083892e+03
Rn222,8.101330e+03
Fe60,7.245051e+03
Ce135,6.573080e+03
Zr110,6.032207e+03
Ho159,5.811995e+03
Fe71,5.238039e+03
Mn68,5.127047e+03
Cm239,4.876281e+03
Cf246,4.670791e+03
Rh123,4.645525e+03
Es256_m1,4.197493e+03
Ru96,4.129241e+03
Ag126,4.069517e+03
Gd149,4.049756e+03
Po216,4.031058e+03
Ni61,3.989761e+03
Ag129,3.789319e+03
I121,3.759588e+03
Fr221,3.594615e+03
Pu235,3.156331e+03
La133,2.853682e+03
Y107,2.781109e+03
Dy155,2.685959e+03
Y87_m1,2.299632e+03
Tm173,2.214555e+03
Tl207,2.141682e+03
Ag105_m1,1.955907e+03
Ge68,1.838357e+03
Co75,1.797688e+03
Se73,1.679679e+03
As71,1.626796e+03
Y85,1.409759e+03
Cf247,1.277112e+03
Er161,1.188253e+03
Bi211,9.634985e+02
Ra229,9.136012e+02
Hf174,8.768476e+02
In109,6.095836e+02
N13,5.877006e+02
Ag127,5.684713e+02
Ho161_m1,5.459567e+02
Ra222,4.189657e+02
Tc96_m1,3.654717e+02
Co60,3.652291e+02
Ac232,3.307541e+02
Mn69,3.066907e+02
Es250,2.906729e+02
Zr87,2.899794e+02
Es251,2.587890e+02
Tl205,2.420633e+02
Er160,2.227340e+02
Fm250,2.202573e+02
Te117,1.705297e+02
Rh100_m1,1.559015e+02
Lu172_m1,1.301650e+02
Cr67,1.217941e+02
Sn111,1.108457e+02
Nb89,8.480179e+01
Fr223,8.048893e+01
Y108,7.045101e+01
Md254,6.343504e+01
Cr66,6.199364e+01
Te116,5.621403e+01
Ge71_m1,4.098490e+01
Bk246,4.057131e+01
Pb214,3.942374e+01
W185,3.640377e+01
Ni60,3.553895e+01
Tl209,3.550203e+01
Cs127,3.338396e+01
Pu230,3.298661e+01
Rn219,2.971558e+01
Bi214,2.927842e+01
Np233,2.820995e+01
Re185,2.815191e+01
B12,2.402856e+01
Fe57,2.163725e+01
No254,1.941267e+01
Ag128,1.868178e+01
Sb115,1.768492e+01
Yb169_m1,1.517716e+01
Bi207,1.150310e+01
Pu234,1.061763e+01
W180,9.779699e+00
Yb167,8.656077e+00
Br75,8.561324e+00
Co62,7.683968e+00
Xe125_m1,6.669865e+00
I117,6.159539e+00
Sb116,5.888149e+00
Os186,4.877792e+00
Nb91_m1,4.752166e+00
Po218,4.558393e+00
Ga66,4.493196e+00
Lu171_m1,3.539036e+00
Ho160,3.315242e+00
Ho159_m1,2.878404e+00
Xe117,2.821767e+00
Am238,2.671479e+00
Mo91,2.635569e+00
Co59,2.567966e+00
Kr77,2.298960e+00
Hf183,2.259068e+00
Na23,2.087530e+00
Tm174,2.064058e+00
W186,1.511282e+00
Tm160,1.465385e+00
Ba131_m1,1.464816e+00
Se73_m1,1.421938e+00
Hf177_m1,1.243848e+00
Te118,9.065433e-01
Yb160,7.490379e-01
Co61,7.122534e-01
Ce137_m1,5.376281e-01
Fe59,4.968249e-01
W181,4.497186e-01
Ac224,4.308285e-01
Fe58,4.154354e-01
Rn218,4.054134e-01
Xe116,4.034635e-01
At217,3.949186e-01
Cs117,3.886265e-01
Re186,3.124952e-01
Ta179,2.973123e-01
Ni57,2.837467e-01
Ta180,2.749847e-01
Hg204,2.357175e-01
Rb79,2.110803e-01
Sb111,1.882220e-01
Os187,1.609466e-01
U226,1.447712e-01
Dy154,1.387750e-01
Lu179,1.044791e-01
Lu160,9.393833e-02
Re187,8.356704e-02
Ba117,8.096544e-02
Te115,5.523346e-02
Te111,4.890771e-02
Fe61,4.302733e-02
Rf258,3.508319e-02
Lu178,3.412185e-02
Li8,3.324420e-02
Ac221,2.710552e-02
Cs116_m1,2.647027e-02
Os188,2.050239e-02
I116,1.989909e-02
W183_m1,1.523122e-02
Sm143,1.475909e-02
Sg262,1.364790e-02
Fr222,1.359574e-02
Po215,1.336451e-02
Pa228,1.311544e-02
I115,1.242034e-02
Tl203,1.145845e-02
Po211,1.069937e-02
Pd126,8.281200e-03
I111,6.357285e-03
Be11,6.235890e-03
He6,5.873111e-03
Po212,5.322328e-03
Re186_m1,5.073309e-03
Sg266,4.778058e-03
Es249,4.755333e-03
Cf245,4.422637e-03
Co63,4.386065e-03
Tl204,4.003181e-03
Rf262,3.985115e-03
Fm253,3.973746e-03
I124,3.958385e-03
In107,3.604691e-03
Hg205,3.368615e-03
Ba129,3.091738e-03
Fe72,2.946683e-03
Hg203,2.449707e-03
Cu62,2.376626e-03
Xe115,2.243544e-03
Po214,1.907154e-03
Bi215,1.639586e-03
Am237,1.629720e-03
W187,1.367527e-03
Tm175,1.244696e-03
Hs266,1.021281e-03
Th222,9.252948e-04
Cr54,6.817852e-04
Mg24,6.352845e-04
Tl206,5.524557e-04
Dy153,5.063248e-04
Cr53,4.800964e-04
Sn107,4.323621e-04
Tl210,4.016578e-04
Te114,3.832138e-04
Pm142,3.724473e-04
Cs130,3.255258e-04
Os189,3.201921e-04
Cm238,2.681936e-04
Bk241,2.427782e-04
Ag102_m1,2.422436e-04
Fm249,2.303729e-04
At219,2.048840e-04
Ag102,1.973368e-04
Es245,1.467121e-04
Fe55,1.215326e-04
Zn63,1.165238e-04
Fr220,1.073369e-04
Yb166,8.937884e-05
Md249,8.914550e-05
Cd105,8.872823e-05
Sb114,8.781546e-05
Tm176,8.425623e-05
Re184,8.071704e-05
Te112,6.607735e-05
Lu180,5.814369e-05
Hf173,5.611633e-05
Mn55,5.353852e-05
Po213,5.021942e-05
Re188,4.538863e-05
Co64,4.241063e-05
Pu233,3.585527e-05
F21,3.058771e-05
Sb112,2.828925e-05
Tb152_m1,2.363489e-05
Os190,2.126843e-05
Ac223,2.060801e-05
Os185,1.576283e-05
Er173,1.448614e-05
Hg206,1.077832e-05
Ra218,1.042353e-05
Sb107,1.016643e-05
Fr217,9.903941e-06
Ni59,8.986452e-06
At218,7.356993e-06
Cu57,5.992137e-06
Ho156,5.686658e-06
Ne23,5.075448e-06
Zn57,3.314192e-06
Tc93,2.938228e-06
Zn77_m1,2.932178e-06
Co60_m1,2.769795e-06
Na24,2.685908e-06
Pb207_m1,2.675405e-06
Hf172,2.186834e-06
Er156,1.995640e-06
W185_m1,1.925555e-06
Cs116,1.740798e-06
Ru95,1.170047e-06
Tc93_m1,1.109152e-06
U228,1.092486e-06
Rn217,3.882942e-07
Co58,3.732573e-07
Yb178,3.577575e-07
Lu165,3.401956e-07
Yb165,3.133457e-07
Rn212,2.299204e-07
Rh98_m1,1.753991e-07
Re183,1.663447e-07
Ta177,1.575680e-07
Ta184,1.518284e-07
Tm156,1.434081e-07
Tb151,1.398717e-07
Lu181,1.338560e-07
Rn214,1.209336e-07
Ne19,6.591250e-08
Ir191,4.970096e-08
Hf165,4.015603e-08
Re188_m1,2.265816e-08
W177,2.230151e-08
Os191,2.196924e-08
Os184,1.862853e-08
W179,1.818957e-08
Mg25,1.740918e-08
Ta165,1.638105e-08
Ho156_m1,1.584582e-08
Tl202,1.245553e-08
Bi204,1.205097e-08
Ta178,1.127995e-08
Cr52,9.076491e-09
Dy152,7.587696e-09
Ir192,7.042563e-09
Pa227,6.710299e-09
W178,6.302433e-09
Po204,6.273282e-09
Ir193,5.446202e-09
Pt192,3.934479e-09
Np232,3.836470e-09
Fr219,3.271112e-09
W165,2.700446e-09
Os192,2.699868e-09
Re177,2.463687e-09
Nd135,1.997545e-09
Th224,1.995889e-09
Ti50,1.941923e-09
At215,1.742261e-09
Na22,1.662372e-09
Li9,1.304933e-09
At216,1.171108e-09
Lu182,9.671764e-10
Yb179,9.475871e-10
Tm161,6.307340e-10
Os177,5.301945e-10
Pt194,5.249287e-10
Tb148,4.397400e-10
Cf244,4.035566e-10
Mn57,3.231327e-10
Ra220,2.812077e-10
Fe54,2.475389e-10
Ho152,1.660723e-10
V51,1.512678e-10
Pm135,1.317128e-10
Tb154,1.260302e-10
F22,1.032920e-10
Pb200,8.855143e-11
Ir177,8.849971e-11
Yb161,8.772295e-11
Tb151_m1,7.456811e-11
Mn54,4.973140e-11
Pt193,4.636246e-11
Lu161,2.680443e-11
Gd147,2.293852e-11
Ta173,1.882016e-11
Sm140,1.280609e-11
Md252,1.093748e-11
Ir194,1.005253e-11
Ta185,8.135747e-12
Ni58,7.400857e-12
Hf161,6.343854e-12
Pm140,5.143757e-12
Nb88,4.247256e-12
Ho158_m1,3.724499e-12
Cr55,3.335633e-12
Mo88,2.344297e-12
Ho158_m2,2.312676e-12
Tm162,1.546799e-12
Mg26,1.399128e-12
Gd146,1.351295e-12
Ho156_m2,1.011967e-12
Tl201,8.504015e-13
W173,8.047619e-13
Na24_m1,7.740336e-13
Rn216,7.030193e-13
Pt195,4.416977e-13
Pd100,3.395047e-13
Hf168,3.366950e-13
Xe121,2.930627e-13
Re173,2.101484e-13
Eu146,1.663137e-13
Tm162_m1,1.232925e-13
In105,1.223868e-13
Hg199,1.112700e-13
Os193,1.064862e-13
Hf166,9.449598e-14
Ta186,8.193601e-14
Ir191_m1,8.088864e-14
Lu168,7.145059e-14
Es258,6.486412e-14
Es244,4.985102e-14
Ir190,4.578195e-14
Ho155,3.541224e-14
Ta168,2.579619e-14
Re189,2.490526e-14
Eu140,2.172215e-14
Bk254,2.154042e-14
Cs121_m1,1.771648e-14
Sn105,1.371841e-14
Lu166,1.251640e-14
Lu166_m1,1.233126e-14
Bk240,1.227824e-14
Pt196,1.227277e-14
Mn58,1.193165e-14
W168,1.138847e-14
Lu166_m2,1.107220e-14
Ti49,8.831128e-15
Ta166,7.978832e-15
V53,4.698186e-15
W166,4.453736e-15
Er155,3.939652e-15
Zr85,3.672552e-15
Ir193_m1,2.426084e-15
In106_m1,2.122829e-15
Bi215_m1,2.040204e-15
Ti51,1.960951e-15
Th220,1.577207e-15
Hg198,1.017054e-15
Sn106,7.846896e-16
Os189_m1,6.072990e-16
Os183,5.739159e-16
Pt191,5.453224e-16
Sb105,4.973808e-16
Pt200,4.862134e-16
Au201,4.606726e-16
Cr51,3.842698e-16
Au204,2.989859e-16
Ta174,1.848773e-16
Mn53,1.718134e-16
V52,1.457771e-16
Cs121,1.358037e-16
Ir189,1.127082e-16
Ti47,1.060308e-16
Zr85_m1,9.239172e-17
W174,9.096516e-17
V50,8.550037e-17
Sn104,8.478269e-17
V54,7.921936e-17
Pt201,3.387274e-17
Yb164,3.185206e-17
Au200,3.110162e-17
Ra216,2.959296e-17
Au203,2.910993e-17
Al27,2.044575e-17
Ti48,1.850133e-17
Au197,1.358936e-17
Re174,6.619224e-18
Pt190,3.425732e-18
Sr79,2.867563e-18
Dy151,2.653865e-18
Ca47,2.148420e-18
W188,2.081376e-18
Os174,2.023908e-18
Rh96,1.935928e-18
In104,1.853465e-18
Be8,1.821343e-18
Sc47,1.571782e-18
Lu164,1.296887e-18
Hf164,7.635409e-19
Re182,7.042955e-19
Re190,6.534235e-19
Ce132,5.514322e-19
Rh96_m1,4.934195e-19
Na25,4.286502e-19
Y79,3.143693e-19
Os182,2.507064e-19
Mg23,1.777283e-19
Sc48,1.648623e-19
Pt197,1.310064e-19
At212,1.072175e-19
Au198,9.151664e-20
Ir186_m1,5.794442e-20
Ir186,5.576816e-20
Eu140_m1,2.178979e-20
Ac220,8.585210e-21
Ca46,4.656043e-21
Re191,4.127563e-21
Pr132,4.075645e-21
Nd132,3.989858e-21
Ca44,3.376508e-21
Si28,1.648108e-21
Mg27,1.362005e-21
Ca48,1.311033e-21
Sc50,5.396447e-22
Cr50,3.690816e-22
Hg197,2.748705e-22
Pm132,2.631044e-22
Ba127,1.845585e-22
Ti46,1.571025e-22
Au198_m1,7.741089e-23
La127,7.647017e-23
V49,6.960944e-23
Na21,6.923654e-23
Ta170,6.581237e-23
Fe53,5.423439e-23
Hg199_m1,3.742158e-23
W170,2.894665e-23
W189,1.674083e-23
Hg196,1.148087e-23
Sc49,8.203107e-24
Ce127,7.844197e-24
Au196,6.796838e-24
Ca45,3.250034e-24
Re192,2.748977e-24
Sc45,2.523347e-24
Ir195,1.366564e-24
Pr127,1.064104e-24
Os183_m1,4.283432e-25
Fr216,2.390201e-25
Au195,1.645395e-25
Al26,1.413837e-25
La131,1.190338e-25
Ir183,1.179613e-25
Si29,9.033195e-26
Pt189,6.954607e-26
Al28,2.889374e-26
Ce131,2.073959e-26
Sc46,1.395486e-26
Na26,8.973803e-27
Dy148,3.622098e-27
Hg197_m1,3.410031e-27
Pr131,3.039396e-27
Ta164,2.179056e-27
Ca43,1.807146e-27
Re178,5.180686e-28
K41,4.497573e-28
Pt188,2.578725e-28
Os178,1.962878e-28
Os194,9.849857e-29
Ir196,5.184724e-29
Ir188,4.195245e-29
Ca49,3.065099e-29
Ir178,7.703406e-30
Ti52,6.841220e-30
Si30,3.316884e-30
Ca42,2.904246e-30
Gd145,1.472168e-30
V48,7.874604e-31
K44,2.855346e-31
Hg195,2.775544e-31
Ar41,2.650828e-31
Ar42,1.936963e-31
Sc51,1.058425e-31
Ar44,9.661251e-32
Gd145_m1,9.629671e-32
K47,6.413651e-32
Hg194,3.031729e-32
Au197_m1,2.645799e-32
K43,2.396151e-32
Sc46_m1,2.343922e-32
K42,1.440345e-32
Ar40,1.164154e-32
Au193_m1,6.056129e-33
Ir197,3.567017e-33
Ti45,2.619689e-33
Tl197,2.422166e-33
Ar38,9.345413e-34
Cr49,6.725299e-34
Tl198,5.523111e-34
Tl198_m1,5.357291e-34
Sc44,5.074978e-34
K46,4.584056e-34
P31,1.100876e-34
Ar43,9.624785e-35
K45,4.822796e-35
Al29,3.454621e-35
K40,1.630098e-35
Ar39,1.332446e-35
Au195_m1,4.896885e-36
Sc45_m1,1.397680e-36
Nb85,5.142224e-37
Au194,2.931882e-37
Ca41,2.330720e-37
Cl38,2.307148e-37
Si31,1.758119e-37
Nb85_m1,1.624758e-37
K48,6.989228e-38
Ar45,4.045819e-38
S36,3.337487e-38
Cl37,1.058423e-38
K39,9.443565e-39
S35,5.508841e-39
Cl35,4.863306e-39
S32,4.580985e-39
Si27,1.494728e-39
P32,1.041880e-39
Ir185,4.071432e-40
Na27,9.687224e-41
S38,4.600472e-41
Cl36,4.507667e-41
Ar37,2.293264e-41
S34,1.323238e-41
Pb193,6.873045e-42
Si32,6.582079e-42
S33,5.515057e-43
S37,1.028898e-43
Tl195,9.003460e-44
Ca40,8.927383e-44
Al30,8.860605e-44
Cl41,6.187400e-44
P33,2.017896e-44
Mn49,1.009800e-44
Hg195_m1,8.793287e-45
Cl39,3.954011e-45
Cl40,3.052844e-45
Sc43,2.268919e-45
Mg28,9.119974e-46
Ce134,7.095099e-46
Ar36,2.819263e-47
P30,1.145217e-47
La134,1.007128e-48
V43,3.477542e-50
Ti43,2.212576e-50
Cl38_m1,1.642357e-50
P35,1.509606e-50
P34,1.349264e-50
Si33,4.058806e-51
Re179,3.752302e-51
K38,9.181156e-52
Al31,2.327850e-52
Os179,8.639237e-53
Ba128,4.563431e-53
P36,2.978638e-53
Cl34,1.806828e-54
Pm141,7.322289e-55
Sm142,6.749305e-55
S31,2.942246e-56
Mg29,2.368055e-57
Nd141_m1,6.162750e-59
In108_m1,7.861524e-60
Al32,4.341182e-60
Sn108,1.768717e-60
Ca39,2.225802e-61
Ba121,1.604528e-61
Ac222,6.171912e-62
Ar35,6.916668e-64
Cr56,1.302827e-64
Fr218,1.222019e-65
At214,6.818868e-69
Ag103,1.068006e-189
In103,3.775018e-192
Yb156,2.686139e-201
Er152,2.007553e-202
Tm152,1.808215e-202
Yb152,1.243267e-202
Hf156,1.138173e-204
In103_m1,9.385199e-208
Ru93_m1,3.940782e-216
Rh95_m1,6.548865e-217
Pt187,2.869855e-266
Tl187,1.081276e-285
Au183,2.163120e-288
