r_cm,depth_cm,pb_n2n,nXt
1.55238796e+02,1.54988796e+02,0.00000000e+00,2.29220417e-04
1.55338821e+02,1.55088821e+02,0.00000000e+00,2.29110865e-04
1.55438846e+02,1.55188846e+02,0.00000000e+00,2.26686462e-04
1.55538871e+02,1.55288871e+02,0.00000000e+00,2.27609257e-04
1.55638896e+02,1.55388896e+02,0.00000000e+00,2.25817624e-04
1.55738921e+02,1.55488921e+02,0.00000000e+00,2.23572337e-04
1.55838946e+02,1.55588946e+02,0.00000000e+00,2.25101144e-04
1.55938971e+02,1.55688971e+02,0.00000000e+00,2.23081414e-04
1.56038996e+02,1.55788996e+02,0.00000000e+00,2.22684907e-04
1.56139021e+02,1.55889021e+02,0.00000000e+00,2.22032620e-04
1.56239046e+02,1.55989046e+02,0.00000000e+00,2.20835459e-04
1.56339071e+02,1.56089071e+02,0.00000000e+00,2.20924647e-04
1.56439096e+02,1.56189096e+02,0.00000000e+00,2.21482943e-04
1.56539121e+02,1.56289121e+02,0.00000000e+00,2.18106803e-04
1.56639146e+02,1.56389146e+02,0.00000000e+00,2.17840007e-04
1.56739171e+02,1.56489171e+02,0.00000000e+00,2.17165895e-04
1.56839196e+02,1.56589196e+02,0.00000000e+00,2.15749694e-04
1.56939221e+02,1.56689221e+02,0.00000000e+00,2.14065022e-04
1.57039246e+02,1.56789246e+02,0.00000000e+00,2.13088987e-04
1.57139271e+02,1.56889271e+02,0.00000000e+00,2.15257137e-04
1.57239296e+02,1.56989296e+02,0.00000000e+00,2.13873922e-04
1.57339321e+02,1.57089321e+02,0.00000000e+00,2.12968817e-04
1.57439347e+02,1.57189347e+02,0.00000000e+00,2.11231609e-04
1.57539372e+02,1.57289372e+02,0.00000000e+00,2.09508262e-04
1.57639397e+02,1.57389397e+02,0.00000000e+00,2.09137447e-04
1.57739422e+02,1.57489422e+02,0.00000000e+00,2.09525060e-04
1.57839447e+02,1.57589447e+02,0.00000000e+00,2.10561458e-04
1.57939472e+02,1.57689472e+02,0.00000000e+00,2.11093965e-04
1.58039497e+02,1.57789497e+02,0.00000000e+00,2.09974502e-04
1.58139522e+02,1.57889522e+02,0.00000000e+00,2.10141911e-04
1.58239547e+02,1.57989547e+02,0.00000000e+00,2.09707508e-04
1.58339572e+02,1.58089572e+02,0.00000000e+00,2.09426035e-04
1.58439597e+02,1.58189597e+02,0.00000000e+00,2.08645029e-04
1.58539622e+02,1.58289622e+02,0.00000000e+00,2.06507706e-04
1.58639647e+02,1.58389647e+02,0.00000000e+00,2.07340491e-04
1.58739672e+02,1.58489672e+02,0.00000000e+00,2.06992806e-04
1.58839697e+02,1.58589697e+02,0.00000000e+00,2.06880675e-04
1.58939722e+02,1.58689722e+02,0.00000000e+00,2.04773306e-04
1.59039747e+02,1.58789747e+02,0.00000000e+00,2.05217520e-04
1.59139772e+02,1.58889772e+02,0.00000000e+00,2.04255975e-04
1.59239797e+02,1.58989797e+02,0.00000000e+00,2.03835664e-04
1.59339822e+02,1.59089822e+02,0.00000000e+00,2.03402667e-04
1.59439847e+02,1.59189847e+02,0.00000000e+00,2.00914244e-04
1.59539872e+02,1.59289872e+02,0.00000000e+00,1.99454907e-04
1.59639897e+02,1.59389897e+02,0.00000000e+00,1.99657811e-04
1.59739922e+02,1.59489922e+02,0.00000000e+00,1.99045354e-04
1.59839947e+02,1.59589947e+02,0.00000000e+00,1.98090213e-04
1.59939972e+02,1.59689972e+02,0.00000000e+00,1.97336875e-04
1.60039997e+02,1.59789997e+02,0.00000000e+00,1.98048570e-04
1.60140023e+02,1.59890023e+02,0.00000000e+00,1.96261211e-04
1.60240048e+02,1.59990048e+02,0.00000000e+00,1.95361738e-04
1.60340073e+02,1.60090073e+02,0.00000000e+00,1.95619854e-04
1.60440098e+02,1.60190098e+02,0.00000000e+00,1.94063983e-04
1.60540123e+02,1.60290123e+02,0.00000000e+00,1.92570916e-04
1.60640148e+02,1.60390148e+02,0.00000000e+00,1.93198182e-04
1.60740173e+02,1.60490173e+02,0.00000000e+00,1.92800159e-04
1.60840198e+02,1.60590198e+02,0.00000000e+00,1.91083369e-04
1.60940223e+02,1.60690223e+02,0.00000000e+00,1.90657258e-04
1.61040248e+02,1.60790248e+02,0.00000000e+00,1.89427079e-04
1.61140273e+02,1.60890273e+02,0.00000000e+00,1.90053878e-04
1.61240298e+02,1.60990298e+02,0.00000000e+00,1.91147010e-04
1.61340323e+02,1.61090323e+02,0.00000000e+00,1.91330837e-04
1.61440348e+02,1.61190348e+02,0.00000000e+00,1.90513733e-04
1.61540373e+02,1.61290373e+02,0.00000000e+00,1.90261998e-04
1.61640398e+02,1.61390398e+02,0.00000000e+00,1.90473711e-04
1.61740423e+02,1.61490423e+02,0.00000000e+00,1.88785789e-04
1.61840448e+02,1.61590448e+02,0.00000000e+00,1.86221558e-04
1.61940473e+02,1.61690473e+02,0.00000000e+00,1.84919917e-04
1.62040498e+02,1.61790498e+02,0.00000000e+00,1.84962965e-04
1.62140523e+02,1.61890523e+02,0.00000000e+00,1.83817655e-04
1.62240548e+02,1.61990548e+02,0.00000000e+00,1.84962807e-04
1.62340573e+02,1.62090573e+02,0.00000000e+00,1.83984116e-04
1.62440598e+02,1.62190598e+02,0.00000000e+00,1.82598237e-04
1.62540623e+02,1.62290623e+02,0.00000000e+00,1.80553039e-04
1.62640648e+02,1.62390648e+02,0.00000000e+00,1.79784485e-04
1.62740674e+02,1.62490674e+02,0.00000000e+00,1.78890139e-04
1.62840699e+02,1.62590699e+02,0.00000000e+00,1.78600158e-04
1.62940724e+02,1.62690724e+02,0.00000000e+00,1.77810681e-04
1.63040749e+02,1.62790749e+02,0.00000000e+00,1.76224130e-04
1.63140774e+02,1.62890774e+02,0.00000000e+00,1.75543416e-04
1.63240799e+02,1.62990799e+02,0.00000000e+00,1.74804789e-04
1.63340824e+02,1.63090824e+02,0.00000000e+00,1.75272922e-04
1.63440849e+02,1.63190849e+02,0.00000000e+00,1.73967816e-04
1.63540874e+02,1.63290874e+02,0.00000000e+00,1.73235320e-04
1.63640899e+02,1.63390899e+02,0.00000000e+00,1.71577657e-04
1.63740924e+02,1.63490924e+02,0.00000000e+00,1.72298226e-04
1.63840949e+02,1.63590949e+02,0.00000000e+00,1.71996004e-04
1.63940974e+02,1.63690974e+02,0.00000000e+00,1.72268022e-04
1.64040999e+02,1.63790999e+02,0.00000000e+00,1.72971394e-04
1.64141024e+02,1.63891024e+02,0.00000000e+00,1.73532566e-04
1.64241049e+02,1.63991049e+02,0.00000000e+00,1.71369291e-04
1.64341074e+02,1.64091074e+02,0.00000000e+00,1.72131543e-04
1.64441099e+02,1.64191099e+02,0.00000000e+00,1.70450327e-04
1.64541124e+02,1.64291124e+02,0.00000000e+00,1.69904396e-04
1.64641149e+02,1.64391149e+02,0.00000000e+00,1.70667230e-04
1.64741174e+02,1.64491174e+02,0.00000000e+00,1.69641361e-04
1.64841199e+02,1.64591199e+02,0.00000000e+00,1.66061917e-04
1.64941224e+02,1.64691224e+02,0.00000000e+00,1.64216610e-04
1.65041249e+02,1.64791249e+02,0.00000000e+00,1.65661014e-04
1.65141274e+02,1.64891274e+02,0.00000000e+00,1.64088665e-04
1.65241299e+02,1.64991299e+02,0.00000000e+00,1.62274385e-04
1.65341324e+02,1.65091324e+02,0.00000000e+00,1.61260937e-04
1.65441350e+02,1.65191350e+02,0.00000000e+00,1.62300499e-04
1.65541375e+02,1.65291375e+02,0.00000000e+00,1.61565417e-04
1.65641400e+02,1.65391400e+02,0.00000000e+00,1.60865127e-04
1.65741425e+02,1.65491425e+02,0.00000000e+00,1.60836366e-04
1.65841450e+02,1.65591450e+02,0.00000000e+00,1.60386094e-04
1.65941475e+02,1.65691475e+02,0.00000000e+00,1.60825044e-04
1.66041500e+02,1.65791500e+02,0.00000000e+00,1.60079459e-04
1.66141525e+02,1.65891525e+02,0.00000000e+00,1.57833226e-04
1.66241550e+02,1.65991550e+02,0.00000000e+00,1.57229341e-04
1.66341575e+02,1.66091575e+02,0.00000000e+00,1.59583810e-04
1.66441600e+02,1.66191600e+02,0.00000000e+00,1.58851981e-04
1.66541625e+02,1.66291625e+02,0.00000000e+00,1.57100468e-04
1.66641650e+02,1.66391650e+02,0.00000000e+00,1.54818046e-04
1.66741675e+02,1.66491675e+02,0.00000000e+00,1.54251080e-04
1.66841700e+02,1.66591700e+02,0.00000000e+00,1.53660888e-04
1.66941725e+02,1.66691725e+02,0.00000000e+00,1.53806104e-04
1.67041750e+02,1.66791750e+02,0.00000000e+00,1.53855844e-04
1.67141775e+02,1.66891775e+02,0.00000000e+00,1.52694378e-04
1.67241800e+02,1.66991800e+02,0.00000000e+00,1.53093933e-04
1.67341825e+02,1.67091825e+02,0.00000000e+00,1.51227115e-04
1.67441850e+02,1.67191850e+02,0.00000000e+00,1.50617421e-04
1.67541875e+02,1.67291875e+02,0.00000000e+00,1.50850530e-04
1.67641900e+02,1.67391900e+02,0.00000000e+00,1.49638308e-04
1.67741925e+02,1.67491925e+02,0.00000000e+00,1.48411106e-04
1.67841950e+02,1.67591950e+02,0.00000000e+00,1.47907958e-04
1.67941975e+02,1.67691975e+02,0.00000000e+00,1.48794249e-04
1.68042001e+02,1.67792001e+02,0.00000000e+00,1.47634378e-04
1.68142026e+02,1.67892026e+02,0.00000000e+00,1.46805725e-04
1.68242051e+02,1.67992051e+02,0.00000000e+00,1.46533058e-04
1.68342076e+02,1.68092076e+02,0.00000000e+00,1.46237417e-04
1.68442101e+02,1.68192101e+02,0.00000000e+00,1.46254622e-04
1.68542126e+02,1.68292126e+02,0.00000000e+00,1.48352853e-04
1.68642151e+02,1.68392151e+02,0.00000000e+00,1.46200410e-04
1.68742176e+02,1.68492176e+02,0.00000000e+00,1.46296995e-04
1.68842201e+02,1.68592201e+02,0.00000000e+00,1.44344293e-04
1.68942226e+02,1.68692226e+02,0.00000000e+00,1.41769456e-04
1.69042251e+02,1.68792251e+02,0.00000000e+00,1.42140141e-04
1.69142276e+02,1.68892276e+02,0.00000000e+00,1.40922337e-04
1.69242301e+02,1.68992301e+02,0.00000000e+00,1.41114753e-04
1.69342326e+02,1.69092326e+02,0.00000000e+00,1.38576235e-04
1.69442351e+02,1.69192351e+02,0.00000000e+00,1.37980046e-04
1.69542376e+02,1.69292376e+02,0.00000000e+00,1.37384444e-04
1.69642401e+02,1.69392401e+02,0.00000000e+00,1.36556490e-04
1.69742426e+02,1.69492426e+02,0.00000000e+00,1.37581768e-04
1.69842451e+02,1.69592451e+02,0.00000000e+00,1.37184226e-04
1.69942476e+02,1.69692476e+02,0.00000000e+00,1.37116464e-04
1.70042501e+02,1.69792501e+02,0.00000000e+00,1.35972830e-04
1.70142526e+02,1.69892526e+02,0.00000000e+00,1.36341531e-04
1.70242551e+02,1.69992551e+02,0.00000000e+00,1.35056914e-04
1.70342576e+02,1.70092576e+02,0.00000000e+00,1.34967799e-04
1.70442601e+02,1.70192601e+02,0.00000000e+00,1.34300758e-04
1.70542626e+02,1.70292626e+02,0.00000000e+00,1.32200919e-04
1.70642651e+02,1.70392651e+02,0.00000000e+00,1.33013103e-04
1.70742677e+02,1.70492677e+02,0.00000000e+00,1.31525456e-04
1.70842702e+02,1.70592702e+02,0.00000000e+00,1.31576689e-04
1.70942727e+02,1.70692727e+02,0.00000000e+00,1.29869918e-04
1.71042752e+02,1.70792752e+02,0.00000000e+00,1.30372918e-04
1.71142777e+02,1.70892777e+02,0.00000000e+00,1.30511216e-04
1.71242802e+02,1.70992802e+02,0.00000000e+00,1.29158285e-04
1.71342827e+02,1.71092827e+02,0.00000000e+00,1.28947163e-04
1.71442852e+02,1.71192852e+02,0.00000000e+00,1.28614250e-04
1.71542877e+02,1.71292877e+02,0.00000000e+00,1.27327071e-04
1.71642902e+02,1.71392902e+02,0.00000000e+00,1.26612369e-04
1.71742927e+02,1.71492927e+02,0.00000000e+00,1.26071920e-04
1.71842952e+02,1.71592952e+02,0.00000000e+00,1.26824186e-04
1.71942977e+02,1.71692977e+02,0.00000000e+00,1.26810984e-04
1.72043002e+02,1.71793002e+02,0.00000000e+00,1.25260474e-04
1.72143027e+02,1.71893027e+02,0.00000000e+00,1.23786896e-04
1.72243052e+02,1.71993052e+02,0.00000000e+00,1.26452373e-04
1.72343077e+02,1.72093077e+02,0.00000000e+00,1.26014087e-04
1.72443102e+02,1.72193102e+02,0.00000000e+00,1.25441792e-04
1.72543127e+02,1.72293127e+02,0.00000000e+00,1.23297645e-04
1.72643152e+02,1.72393152e+02,0.00000000e+00,1.22901947e-04
1.72743177e+02,1.72493177e+02,0.00000000e+00,1.23015325e-04
1.72843202e+02,1.72593202e+02,0.00000000e+00,1.20459231e-04
1.72943227e+02,1.72693227e+02,0.00000000e+00,1.19489696e-04
1.73043252e+02,1.72793252e+02,0.00000000e+00,1.20575177e-04
1.73143277e+02,1.72893277e+02,0.00000000e+00,1.19625176e-04
1.73243302e+02,1.72993302e+02,0.00000000e+00,1.19562122e-04
1.73343327e+02,1.73093327e+02,0.00000000e+00,1.19567794e-04
1.73443353e+02,1.73193353e+02,0.00000000e+00,1.18572309e-04
1.73543378e+02,1.73293378e+02,0.00000000e+00,1.17228299e-04
1.73643403e+02,1.73393403e+02,0.00000000e+00,1.16679956e-04
1.73743428e+02,1.73493428e+02,0.00000000e+00,1.15881999e-04
1.73843453e+02,1.73593453e+02,0.00000000e+00,1.14692731e-04
1.73943478e+02,1.73693478e+02,0.00000000e+00,1.14415948e-04
1.74043503e+02,1.73793503e+02,0.00000000e+00,1.15402666e-04
1.74143528e+02,1.73893528e+02,0.00000000e+00,1.14323738e-04
1.74243553e+02,1.73993553e+02,0.00000000e+00,1.13598674e-04
1.74343578e+02,1.74093578e+02,0.00000000e+00,1.13952677e-04
1.74443603e+02,1.74193603e+02,0.00000000e+00,1.12235729e-04
1.74543628e+02,1.74293628e+02,0.00000000e+00,1.13545755e-04
1.74643653e+02,1.74393653e+02,0.00000000e+00,1.14141178e-04
1.74743678e+02,1.74493678e+02,0.00000000e+00,1.13622645e-04
1.74843703e+02,1.74593703e+02,0.00000000e+00,1.12159540e-04
1.74943728e+02,1.74693728e+02,0.00000000e+00,1.10174504e-04
1.75043753e+02,1.74793753e+02,0.00000000e+00,1.08905261e-04
1.75143778e+02,1.74893778e+02,0.00000000e+00,1.09410946e-04
1.75243803e+02,1.74993803e+02,0.00000000e+00,1.08726996e-04
1.75343828e+02,1.75093828e+02,0.00000000e+00,1.07778940e-04
1.75443853e+02,1.75193853e+02,0.00000000e+00,1.07666783e-04
1.75543878e+02,1.75293878e+02,0.00000000e+00,1.08858193e-04
1.75643903e+02,1.75393903e+02,0.00000000e+00,1.08678132e-04
1.75743928e+02,1.75493928e+02,0.00000000e+00,1.07061194e-04
1.75843953e+02,1.75593953e+02,0.00000000e+00,1.06460163e-04
1.75943978e+02,1.75693978e+02,0.00000000e+00,1.05452944e-04
1.76044004e+02,1.75794004e+02,0.00000000e+00,1.03558061e-04
1.76144029e+02,1.75894029e+02,0.00000000e+00,1.02749348e-04
1.76244054e+02,1.75994054e+02,0.00000000e+00,1.03178611e-04
1.76344079e+02,1.76094079e+02,0.00000000e+00,1.03212866e-04
1.76444104e+02,1.76194104e+02,0.00000000e+00,1.02993177e-04
1.76544129e+02,1.76294129e+02,0.00000000e+00,1.01837243e-04
1.76644154e+02,1.76394154e+02,0.00000000e+00,1.01315228e-04
1.76744179e+02,1.76494179e+02,0.00000000e+00,1.01116764e-04
1.76844204e+02,1.76594204e+02,0.00000000e+00,1.00454554e-04
1.76944229e+02,1.76694229e+02,0.00000000e+00,9.97802274e-05
1.77044254e+02,1.76794254e+02,0.00000000e+00,9.83444618e-05
1.77144279e+02,1.76894279e+02,0.00000000e+00,1.00074407e-04
1.77244304e+02,1.76994304e+02,0.00000000e+00,1.00141233e-04
1.77344329e+02,1.77094329e+02,0.00000000e+00,9.92753112e-05
1.77444354e+02,1.77194354e+02,0.00000000e+00,9.80646993e-05
1.77544379e+02,1.77294379e+02,0.00000000e+00,9.78998990e-05
1.77644404e+02,1.77394404e+02,0.00000000e+00,9.71410003e-05
1.77744429e+02,1.77494429e+02,0.00000000e+00,9.59279415e-05
1.77844454e+02,1.77594454e+02,0.00000000e+00,9.61731256e-05
1.77944479e+02,1.77694479e+02,0.00000000e+00,9.53647158e-05
1.78044504e+02,1.77794504e+02,0.00000000e+00,9.50566144e-05
1.78144529e+02,1.77894529e+02,0.00000000e+00,9.36782283e-05
1.78244554e+02,1.77994554e+02,0.00000000e+00,9.40530354e-05
1.78344579e+02,1.78094579e+02,0.00000000e+00,9.42597056e-05
1.78444604e+02,1.78194604e+02,0.00000000e+00,9.32271861e-05
1.78544629e+02,1.78294629e+02,0.00000000e+00,9.15239867e-05
1.78644654e+02,1.78394654e+02,0.00000000e+00,9.20307557e-05
1.78744680e+02,1.78494680e+02,0.00000000e+00,9.08081715e-05
1.78844705e+02,1.78594705e+02,0.00000000e+00,9.01611533e-05
1.78944730e+02,1.78694730e+02,0.00000000e+00,8.87510519e-05
1.79044755e+02,1.78794755e+02,0.00000000e+00,8.81050271e-05
1.79144780e+02,1.78894780e+02,0.00000000e+00,8.88088670e-05
1.79244805e+02,1.78994805e+02,0.00000000e+00,8.73235439e-05
1.79344830e+02,1.79094830e+02,0.00000000e+00,8.71241587e-05
1.79444855e+02,1.79194855e+02,0.00000000e+00,8.72671590e-05
1.79544880e+02,1.79294880e+02,0.00000000e+00,8.78330111e-05
1.79644905e+02,1.79394905e+02,0.00000000e+00,8.81304695e-05
1.79744930e+02,1.79494930e+02,0.00000000e+00,8.72401209e-05
1.79844955e+02,1.79594955e+02,0.00000000e+00,8.69617456e-05
1.79944980e+02,1.79694980e+02,0.00000000e+00,8.69574095e-05
1.80045005e+02,1.79795005e+02,0.00000000e+00,8.50052370e-05
1.80145030e+02,1.79895030e+02,0.00000000e+00,8.40602387e-05
1.80245055e+02,1.79995055e+02,0.00000000e+00,8.39279091e-05
1.80345080e+02,1.80095080e+02,0.00000000e+00,8.38093750e-05
1.80445105e+02,1.80195105e+02,0.00000000e+00,8.26750280e-05
1.80545130e+02,1.80295130e+02,0.00000000e+00,8.22716387e-05
1.80645155e+02,1.80395155e+02,0.00000000e+00,8.27501028e-05
1.80745180e+02,1.80495180e+02,0.00000000e+00,8.28307033e-05
1.80845205e+02,1.80595205e+02,0.00000000e+00,8.25526399e-05
1.80945230e+02,1.80695230e+02,0.00000000e+00,8.24771855e-05
1.81045255e+02,1.80795255e+02,0.00000000e+00,8.05551853e-05
1.81145280e+02,1.80895280e+02,0.00000000e+00,7.99688390e-05
1.81245305e+02,1.80995305e+02,0.00000000e+00,7.99320801e-05
1.81345330e+02,1.81095330e+02,0.00000000e+00,7.79911352e-05
1.81445356e+02,1.81195356e+02,0.00000000e+00,7.87099039e-05
1.81545381e+02,1.81295381e+02,0.00000000e+00,7.78365645e-05
1.81645406e+02,1.81395406e+02,0.00000000e+00,7.79130480e-05
1.81745431e+02,1.81495431e+02,0.00000000e+00,7.94800133e-05
1.81845456e+02,1.81595456e+02,0.00000000e+00,7.77407265e-05
1.81945481e+02,1.81695481e+02,0.00000000e+00,7.75689237e-05
1.82045506e+02,1.81795506e+02,0.00000000e+00,7.75833208e-05
1.82145531e+02,1.81895531e+02,0.00000000e+00,7.69632597e-05
1.82245556e+02,1.81995556e+02,0.00000000e+00,7.70486008e-05
1.82345581e+02,1.82095581e+02,0.00000000e+00,7.59542420e-05
1.82445606e+02,1.82195606e+02,0.00000000e+00,7.68237892e-05
1.82545631e+02,1.82295631e+02,0.00000000e+00,7.45819223e-05
1.82645656e+02,1.82395656e+02,0.00000000e+00,7.47283853e-05
1.82745681e+02,1.82495681e+02,0.00000000e+00,7.35457198e-05
1.82845706e+02,1.82595706e+02,0.00000000e+00,7.47919602e-05
1.82945731e+02,1.82695731e+02,0.00000000e+00,7.39198782e-05
1.83045756e+02,1.82795756e+02,0.00000000e+00,7.37330088e-05
1.83145781e+02,1.82895781e+02,0.00000000e+00,7.34901431e-05
1.83245806e+02,1.82995806e+02,0.00000000e+00,7.28521431e-05
1.83345831e+02,1.83095831e+02,0.00000000e+00,7.32821337e-05
1.83445856e+02,1.83195856e+02,0.00000000e+00,7.25115839e-05
1.83545881e+02,1.83295881e+02,0.00000000e+00,7.11456274e-05
1.83645906e+02,1.83395906e+02,0.00000000e+00,7.00119637e-05
1.83745931e+02,1.83495931e+02,0.00000000e+00,7.02146848e-05
1.83845956e+02,1.83595956e+02,0.00000000e+00,6.90471340e-05
1.83945981e+02,1.83695981e+02,0.00000000e+00,6.92069778e-05
1.84046007e+02,1.83796007e+02,0.00000000e+00,6.92106613e-05
1.84146032e+02,1.83896032e+02,0.00000000e+00,6.88068646e-05
1.84246057e+02,1.83996057e+02,0.00000000e+00,6.77778533e-05
1.84346082e+02,1.84096082e+02,0.00000000e+00,6.79214244e-05
1.84446107e+02,1.84196107e+02,0.00000000e+00,6.67403959e-05
1.84546132e+02,1.84296132e+02,0.00000000e+00,6.65480313e-05
1.84646157e+02,1.84396157e+02,0.00000000e+00,6.59279554e-05
1.84746182e+02,1.84496182e+02,0.00000000e+00,6.49707456e-05
1.84846207e+02,1.84596207e+02,0.00000000e+00,6.50092269e-05
1.84946232e+02,1.84696232e+02,0.00000000e+00,6.58771339e-05
1.85046257e+02,1.84796257e+02,0.00000000e+00,6.61870745e-05
1.85146282e+02,1.84896282e+02,0.00000000e+00,6.49660480e-05
1.85246307e+02,1.84996307e+02,0.00000000e+00,6.42969857e-05
1.85346332e+02,1.85096332e+02,0.00000000e+00,6.34719260e-05
1.85446357e+02,1.85196357e+02,0.00000000e+00,6.19708959e-05
1.85546382e+02,1.85296382e+02,0.00000000e+00,6.12974821e-05
1.85646407e+02,1.85396407e+02,0.00000000e+00,6.21014681e-05
1.85746432e+02,1.85496432e+02,0.00000000e+00,6.03359112e-05
1.85846457e+02,1.85596457e+02,0.00000000e+00,6.06119212e-05
1.85946482e+02,1.85696482e+02,0.00000000e+00,6.16179116e-05
1.86046507e+02,1.85796507e+02,0.00000000e+00,6.13426392e-05
1.86146532e+02,1.85896532e+02,0.00000000e+00,6.09121988e-05
1.86246557e+02,1.85996557e+02,0.00000000e+00,6.13531507e-05
1.86346582e+02,1.86096582e+02,0.00000000e+00,6.02812722e-05
1.86446607e+02,1.86196607e+02,0.00000000e+00,5.85745850e-05
1.86546632e+02,1.86296632e+02,0.00000000e+00,5.80962906e-05
1.86646657e+02,1.86396657e+02,0.00000000e+00,5.75061399e-05
1.86746683e+02,1.86496683e+02,0.00000000e+00,5.80238606e-05
1.86846708e+02,1.86596708e+02,0.00000000e+00,5.80133469e-05
1.86946733e+02,1.86696733e+02,0.00000000e+00,5.66641883e-05
1.87046758e+02,1.86796758e+02,0.00000000e+00,5.56320935e-05
1.87146783e+02,1.86896783e+02,0.00000000e+00,5.56173094e-05
1.87246808e+02,1.86996808e+02,0.00000000e+00,5.57520302e-05
1.87346833e+02,1.87096833e+02,0.00000000e+00,5.61120252e-05
1.87446858e+02,1.87196858e+02,0.00000000e+00,5.45610846e-05
1.87546883e+02,1.87296883e+02,0.00000000e+00,5.46076065e-05
1.87646908e+02,1.87396908e+02,0.00000000e+00,5.51483022e-05
1.87746933e+02,1.87496933e+02,0.00000000e+00,5.54251069e-05
1.87846958e+02,1.87596958e+02,0.00000000e+00,5.56014928e-05
1.87946983e+02,1.87696983e+02,0.00000000e+00,5.53487300e-05
1.88047008e+02,1.87797008e+02,0.00000000e+00,5.38261286e-05
1.88147033e+02,1.87897033e+02,0.00000000e+00,5.28755226e-05
1.88247058e+02,1.87997058e+02,0.00000000e+00,5.28423275e-05
1.88347083e+02,1.88097083e+02,0.00000000e+00,5.30906888e-05
1.88447108e+02,1.88197108e+02,0.00000000e+00,5.30285488e-05
1.88547133e+02,1.88297133e+02,0.00000000e+00,5.29044628e-05
1.88647158e+02,1.88397158e+02,0.00000000e+00,5.18864707e-05
1.88747183e+02,1.88497183e+02,0.00000000e+00,5.19085855e-05
1.88847208e+02,1.88597208e+02,0.00000000e+00,5.22148916e-05
1.88947233e+02,1.88697233e+02,0.00000000e+00,5.13443625e-05
1.89047258e+02,1.88797258e+02,0.00000000e+00,5.12111378e-05
1.89147283e+02,1.88897283e+02,0.00000000e+00,5.04869154e-05
1.89247308e+02,1.88997308e+02,0.00000000e+00,5.01539650e-05
1.89347334e+02,1.89097334e+02,0.00000000e+00,4.88898521e-05
1.89447359e+02,1.89197359e+02,0.00000000e+00,4.90906747e-05
1.89547384e+02,1.89297384e+02,0.00000000e+00,4.85556859e-05
1.89647409e+02,1.89397409e+02,0.00000000e+00,4.93960134e-05
1.89747434e+02,1.89497434e+02,0.00000000e+00,4.73178475e-05
1.89847459e+02,1.89597459e+02,0.00000000e+00,4.68302260e-05
1.89947484e+02,1.89697484e+02,0.00000000e+00,4.76138596e-05
1.90047509e+02,1.89797509e+02,0.00000000e+00,4.69215549e-05
1.90147534e+02,1.89897534e+02,0.00000000e+00,4.60911870e-05
1.90247559e+02,1.89997559e+02,0.00000000e+00,4.59700195e-05
1.90347584e+02,1.90097584e+02,0.00000000e+00,4.67678559e-05
1.90447609e+02,1.90197609e+02,0.00000000e+00,4.53199758e-05
1.90547634e+02,1.90297634e+02,0.00000000e+00,4.47651226e-05
1.90647659e+02,1.90397659e+02,0.00000000e+00,4.34865303e-05
1.90747684e+02,1.90497684e+02,0.00000000e+00,4.38493446e-05
1.90847709e+02,1.90597709e+02,0.00000000e+00,4.37764870e-05
1.90947734e+02,1.90697734e+02,0.00000000e+00,4.28282380e-05
1.91047759e+02,1.90797759e+02,0.00000000e+00,4.31441486e-05
1.91147784e+02,1.90897784e+02,0.00000000e+00,4.21649842e-05
1.91247809e+02,1.90997809e+02,0.00000000e+00,4.25246459e-05
1.91347834e+02,1.91097834e+02,0.00000000e+00,4.21410662e-05
1.91447859e+02,1.91197859e+02,0.00000000e+00,4.17005146e-05
1.91547884e+02,1.91297884e+02,0.00000000e+00,4.10916766e-05
1.91647909e+02,1.91397909e+02,0.00000000e+00,4.10042415e-05
1.91747934e+02,1.91497934e+02,0.00000000e+00,4.02674178e-05
1.91847959e+02,1.91597959e+02,0.00000000e+00,4.02440713e-05
1.91947984e+02,1.91697984e+02,0.00000000e+00,3.87740341e-05
1.92048010e+02,1.91798010e+02,0.00000000e+00,3.93026594e-05
1.92148035e+02,1.91898035e+02,0.00000000e+00,3.94986960e-05
1.92248060e+02,1.91998060e+02,0.00000000e+00,3.76032066e-05
1.92348085e+02,1.92098085e+02,0.00000000e+00,3.70404686e-05
1.92448110e+02,1.92198110e+02,0.00000000e+00,3.62733332e-05
1.92548135e+02,1.92298135e+02,0.00000000e+00,3.58467938e-05
1.92648160e+02,1.92398160e+02,0.00000000e+00,3.60381880e-05
1.92748185e+02,1.92498185e+02,0.00000000e+00,3.55512541e-05
1.92848210e+02,1.92598210e+02,0.00000000e+00,3.49295675e-05
1.92948235e+02,1.92698235e+02,0.00000000e+00,3.45336840e-05
1.93048260e+02,1.92798260e+02,0.00000000e+00,3.49177526e-05
1.93148285e+02,1.92898285e+02,0.00000000e+00,3.39524861e-05
1.93248310e+02,1.92998310e+02,0.00000000e+00,3.29687478e-05
1.93348335e+02,1.93098335e+02,0.00000000e+00,3.24156456e-05
1.93448360e+02,1.93198360e+02,0.00000000e+00,3.23691094e-05
1.93548385e+02,1.93298385e+02,0.00000000e+00,3.23871928e-05
1.93648410e+02,1.93398410e+02,0.00000000e+00,3.28449912e-05
1.93748435e+02,1.93498435e+02,0.00000000e+00,3.25014663e-05
1.93848460e+02,1.93598460e+02,0.00000000e+00,3.14820370e-05
1.93948485e+02,1.93698485e+02,0.00000000e+00,3.15234237e-05
