z_cm,pb_n2n,nXt
5.17500000e+01,7.81974083e-05,1.29325575e-03
5.18500000e+01,7.41716986e-05,1.29394885e-03
5.19500000e+01,6.82154119e-05,1.28982834e-03
5.20500000e+01,6.74782830e-05,1.28210393e-03
5.21500000e+01,6.74782830e-05,1.27054170e-03
5.22500000e+01,6.75753914e-05,1.26255928e-03
5.23500000e+01,6.76829702e-05,1.28564345e-03
5.24500000e+01,6.76829702e-05,1.27758509e-03
5.25500000e+01,6.76844565e-05,1.27039979e-03
5.26500000e+01,6.77028397e-05,1.26807134e-03
5.27500000e+01,6.74626579e-05,1.29344841e-03
5.28500000e+01,6.65218911e-05,1.27206262e-03
5.29500000e+01,6.65262539e-05,1.29188273e-03
5.30500000e+01,6.65211285e-05,1.28809598e-03
5.31500000e+01,6.65211285e-05,1.27116466e-03
5.32500000e+01,6.65211285e-05,1.27463212e-03
5.33500000e+01,6.67938383e-05,1.27481434e-03
5.34500000e+01,6.68281875e-05,1.27045413e-03
5.35500000e+01,6.57000503e-05,1.27733058e-03
5.36500000e+01,6.41897342e-05,1.27370966e-03
5.37500000e+01,6.40899508e-05,1.26453522e-03
5.38500000e+01,8.24221301e-05,1.26836841e-03
5.39500000e+01,7.45670380e-05,1.26426582e-03
5.40500000e+01,5.98697494e-05,1.25007452e-03
5.41500000e+01,5.89561902e-05,1.24518499e-03
5.42500000e+01,5.83794308e-05,1.23717597e-03
5.43500000e+01,5.83777905e-05,1.24786959e-03
5.44500000e+01,5.83777905e-05,1.25164616e-03
5.45500000e+01,5.74738428e-05,1.24047152e-03
5.46500000e+01,5.48315519e-05,1.23629592e-03
5.47500000e+01,5.46500245e-05,1.24548049e-03
5.48500000e+01,5.46319073e-05,1.23245339e-03
5.49500000e+01,5.46319073e-05,1.23098044e-03
5.50500000e+01,5.48056570e-05,1.20988671e-03
5.51500000e+01,5.52482922e-05,1.20770384e-03
5.52500000e+01,5.58522552e-05,1.21248950e-03
5.53500000e+01,5.58441738e-05,1.20331031e-03
5.54500000e+01,5.58246953e-05,1.21206820e-03
5.55500000e+01,5.58246953e-05,1.22409949e-03
5.56500000e+01,5.59329482e-05,1.22172813e-03
5.57500000e+01,5.49443783e-05,1.21915484e-03
5.58500000e+01,5.34282781e-05,1.22600213e-03
5.59500000e+01,5.34256167e-05,1.21405021e-03
5.60500000e+01,5.34033060e-05,1.20843300e-03
5.61500000e+01,5.31894583e-05,1.21977110e-03
5.62500000e+01,5.08398481e-05,1.23038562e-03
5.63500000e+01,5.05511910e-05,1.25369078e-03
5.64500000e+01,5.04583932e-05,1.23400477e-03
5.65500000e+01,4.92559897e-05,1.24866211e-03
5.66500000e+01,4.89970839e-05,1.23105898e-03
5.67500000e+01,4.80092558e-05,1.23435988e-03
5.68500000e+01,4.80268106e-05,1.21153036e-03
5.69500000e+01,4.79089899e-05,1.21144629e-03
5.70500000e+01,4.65654720e-05,1.21006526e-03
5.71500000e+01,4.56539581e-05,1.22118534e-03
5.72500000e+01,4.50480413e-05,1.21205307e-03
5.73500000e+01,4.49824402e-05,1.20297519e-03
5.74500000e+01,4.49824402e-05,1.20063347e-03
5.75500000e+01,4.49824402e-05,1.19070203e-03
5.76500000e+01,4.49824402e-05,1.19919694e-03
5.77500000e+01,4.49824402e-05,1.17647038e-03
5.78500000e+01,4.49472050e-05,1.17027552e-03
5.79500000e+01,4.48433532e-05,1.17465962e-03
5.80500000e+01,4.50066270e-05,1.17798887e-03
5.81500000e+01,4.50614774e-05,1.19673774e-03
5.82500000e+01,4.48852960e-05,1.19059534e-03
5.83500000e+01,4.42588161e-05,1.18243902e-03
5.84500000e+01,4.42588161e-05,1.19177713e-03
5.85500000e+01,4.42588161e-05,1.18869065e-03
5.86500000e+01,4.42588161e-05,1.16782549e-03
5.87500000e+01,4.42588161e-05,1.16167396e-03
5.88500000e+01,4.42588161e-05,1.16679738e-03
5.89500000e+01,4.42588161e-05,1.15663951e-03
5.90500000e+01,4.30142246e-05,1.15850418e-03
5.91500000e+01,4.30224108e-05,1.16175025e-03
5.92500000e+01,4.27423115e-05,1.17638703e-03
5.93500000e+01,4.18192776e-05,1.18268953e-03
5.94500000e+01,4.17156707e-05,1.17829824e-03
5.95500000e+01,4.16963046e-05,1.19693919e-03
5.96500000e+01,4.16963046e-05,1.19859986e-03
5.97500000e+01,4.16963046e-05,1.20461275e-03
5.98500000e+01,4.06479906e-05,1.18379282e-03
5.99500000e+01,4.03106327e-05,1.16003736e-03
6.00500000e+01,3.92005284e-05,1.16989909e-03
6.01500000e+01,3.92005284e-05,1.15912274e-03
6.02500000e+01,3.92005284e-05,1.16796305e-03
6.03500000e+01,3.92005284e-05,1.15692405e-03
6.04500000e+01,3.92005284e-05,1.13425502e-03
6.05500000e+01,3.92005284e-05,1.13906315e-03
6.06500000e+01,3.88619532e-05,1.15064833e-03
6.07500000e+01,3.86124361e-05,1.13192789e-03
6.08500000e+01,3.86496881e-05,1.15156040e-03
6.09500000e+01,3.78494494e-05,1.16481092e-03
6.10500000e+01,3.74227185e-05,1.14764012e-03
6.11500000e+01,3.74184006e-05,1.12016287e-03
6.12500000e+01,3.73236647e-05,1.12428413e-03
6.13500000e+01,3.73236647e-05,1.15512079e-03
6.14500000e+01,3.73236647e-05,1.16266088e-03
6.15500000e+01,3.73236647e-05,1.13683398e-03
6.16500000e+01,3.73236647e-05,1.11957457e-03
6.17500000e+01,3.73236647e-05,1.12419234e-03
6.18500000e+01,3.73236647e-05,1.12870045e-03
6.19500000e+01,3.73236647e-05,1.13551329e-03
6.20500000e+01,3.73236647e-05,1.13653951e-03
6.21500000e+01,3.61262545e-05,1.13616044e-03
6.22500000e+01,3.60978508e-05,1.11927559e-03
6.23500000e+01,3.60978508e-05,1.11659406e-03
6.24500000e+01,3.60978508e-05,1.11575281e-03
6.25500000e+01,3.60978508e-05,1.12047434e-03
6.26500000e+01,3.61112466e-05,1.12185240e-03
6.27500000e+01,3.62230686e-05,1.11413540e-03
6.28500000e+01,3.52169803e-05,1.10737492e-03
6.29500000e+01,3.48123720e-05,1.09758974e-03
6.30500000e+01,3.48121216e-05,1.09091105e-03
6.31500000e+01,3.48055149e-05,1.09057687e-03
6.32500000e+01,3.48055149e-05,1.07288811e-03
6.33500000e+01,3.47701572e-05,1.08513630e-03
6.34500000e+01,3.35903814e-05,1.07826759e-03
6.35500000e+01,3.28829705e-05,1.06772095e-03
6.36500000e+01,3.16872250e-05,1.08082028e-03
6.37500000e+01,3.00981159e-05,1.11061170e-03
6.38500000e+01,3.00775146e-05,1.07429431e-03
6.39500000e+01,2.99922052e-05,1.07628095e-03
6.40500000e+01,2.99922052e-05,1.08087225e-03
6.41500000e+01,2.99922052e-05,1.05948553e-03
6.42500000e+01,2.89655315e-05,1.07129563e-03
6.43500000e+01,2.86808359e-05,1.09298852e-03
6.44500000e+01,2.85309844e-05,1.09068717e-03
6.45500000e+01,2.74713210e-05,1.06997333e-03
6.46500000e+01,2.74713210e-05,1.07021712e-03
6.47500000e+01,2.69157643e-05,1.09353887e-03
6.48500000e+01,2.50988623e-05,1.05673731e-03
6.49500000e+01,2.45072813e-05,1.06138245e-03
6.50500000e+01,2.37309475e-05,1.07144695e-03
6.51500000e+01,2.37309475e-05,1.08386951e-03
6.52500000e+01,2.37457023e-05,1.06851627e-03
6.53500000e+01,2.37702785e-05,1.06918680e-03
6.54500000e+01,2.37702785e-05,1.06617644e-03
6.55500000e+01,2.37702785e-05,1.06286455e-03
6.56500000e+01,2.37702785e-05,1.06466035e-03
6.57500000e+01,2.37702785e-05,1.05731905e-03
6.58500000e+01,2.37702785e-05,1.06006722e-03
6.59500000e+01,2.37702785e-05,1.05375555e-03
6.60500000e+01,2.37702785e-05,1.05662960e-03
6.61500000e+01,2.37702785e-05,1.04683475e-03
6.62500000e+01,2.37702785e-05,1.04393130e-03
6.63500000e+01,2.37688003e-05,1.03458262e-03
6.64500000e+01,2.35816103e-05,1.03117896e-03
6.65500000e+01,2.35816103e-05,1.03690366e-03
6.66500000e+01,2.35816103e-05,1.06121184e-03
6.67500000e+01,2.35816103e-05,1.04223889e-03
6.68500000e+01,2.35816103e-05,1.03300703e-03
6.69500000e+01,2.34530738e-05,1.03531124e-03
6.70500000e+01,2.34076103e-05,1.04017031e-03
6.71500000e+01,2.34076103e-05,1.04225645e-03
6.72500000e+01,2.37801424e-05,1.04821856e-03
6.73500000e+01,2.39170635e-05,1.04424869e-03
6.74500000e+01,2.39170635e-05,1.04408787e-03
6.75500000e+01,2.39170635e-05,1.05198159e-03
6.76500000e+01,2.39170635e-05,1.04498160e-03
6.77500000e+01,2.39170635e-05,1.04616389e-03
6.78500000e+01,2.39216436e-05,1.03945351e-03
6.79500000e+01,2.29077310e-05,1.02498408e-03
6.80500000e+01,2.26383358e-05,1.03637328e-03
6.81500000e+01,2.25875623e-05,1.02761108e-03
6.82500000e+01,2.25651683e-05,1.01225542e-03
6.83500000e+01,2.25651683e-05,1.01192123e-03
6.84500000e+01,2.25651683e-05,1.01737408e-03
6.85500000e+01,2.25651683e-05,1.01329952e-03
6.86500000e+01,2.25651683e-05,1.01418717e-03
6.87500000e+01,2.25651683e-05,1.00363976e-03
6.88500000e+01,2.25651683e-05,1.01677123e-03
6.89500000e+01,2.25651683e-05,9.99089762e-04
6.90500000e+01,2.15713468e-05,1.00484868e-03
6.91500000e+01,2.13354792e-05,1.01578734e-03
6.92500000e+01,2.11232897e-05,1.03272275e-03
6.93500000e+01,2.10298386e-05,1.01343411e-03
6.94500000e+01,2.10298386e-05,9.99938807e-04
6.95500000e+01,2.10095749e-05,1.02926628e-03
6.96500000e+01,2.10075579e-05,1.00483939e-03
6.97500000e+01,2.10347799e-05,9.99520762e-04
6.98500000e+01,2.10447484e-05,9.94025151e-04
6.99500000e+01,2.10447484e-05,9.81725629e-04
7.00500000e+01,2.10447484e-05,9.77618733e-04
7.01500000e+01,2.10447484e-05,9.82851395e-04
7.02500000e+01,2.10447484e-05,1.00114659e-03
7.03500000e+01,2.54148710e-05,9.91932439e-04
7.04500000e+01,2.56734091e-05,9.75849489e-04
7.05500000e+01,1.84928382e-05,9.73421611e-04
7.06500000e+01,1.73327397e-05,9.76457850e-04
7.07500000e+01,1.73327397e-05,9.63980367e-04
7.08500000e+01,1.60558951e-05,9.62722892e-04
7.09500000e+01,1.60491689e-05,9.77171504e-04
7.10500000e+01,4.20266340e-05,9.76739815e-04
7.11500000e+01,1.48164470e-05,9.57133283e-04
7.12500000e+01,1.48164470e-05,9.65608808e-04
7.13500000e+01,1.48164470e-05,9.60458964e-04
7.14500000e+01,1.48164470e-05,9.58133283e-04
7.15500000e+01,1.48164470e-05,9.38080642e-04
7.16500000e+01,1.48164470e-05,9.43669238e-04
7.17500000e+01,1.48316776e-05,9.65853575e-04
7.18500000e+01,1.48658583e-05,9.57791989e-04
7.19500000e+01,1.48658583e-05,9.36471977e-04
7.20500000e+01,1.48658583e-05,9.38222244e-04
7.21500000e+01,1.48658583e-05,9.37604847e-04
7.22500000e+01,1.48658583e-05,9.20979673e-04
7.23500000e+01,1.48658583e-05,9.31578051e-04
7.24500000e+01,1.48658583e-05,9.29388508e-04
7.25500000e+01,1.43977604e-05,9.24639149e-04
7.26500000e+01,1.35596040e-05,9.35578741e-04
7.27500000e+01,1.35596040e-05,9.39384535e-04
7.28500000e+01,1.35596040e-05,9.24419181e-04
7.29500000e+01,1.35596040e-05,9.19897535e-04
7.30500000e+01,1.35596040e-05,9.21007704e-04
7.31500000e+01,1.35596040e-05,9.42801405e-04
7.32500000e+01,1.36604839e-05,9.35032937e-04
7.33500000e+01,1.40210341e-05,9.34104913e-04
7.34500000e+01,1.40210341e-05,9.45466464e-04
7.35500000e+01,1.33703832e-05,9.43618450e-04
7.36500000e+01,1.25416657e-05,9.43335377e-04
7.37500000e+01,1.25416657e-05,9.14742411e-04
7.38500000e+01,1.25416657e-05,8.90456689e-04
7.39500000e+01,1.25416657e-05,8.81540194e-04
7.40500000e+01,1.25416657e-05,9.04426320e-04
7.41500000e+01,1.25416657e-05,9.10320652e-04
7.42500000e+01,1.16986347e-05,8.93052694e-04
7.43500000e+01,1.13463502e-05,8.94995489e-04
7.44500000e+01,1.13463502e-05,8.91771635e-04
7.45500000e+01,1.13463502e-05,8.98120152e-04
7.46500000e+01,1.13463502e-05,8.87768774e-04
7.47500000e+01,1.14046211e-05,8.98389001e-04
7.48500000e+01,1.15241829e-05,9.07454448e-04
7.49500000e+01,1.15241829e-05,9.06282594e-04
7.50500000e+01,1.15241829e-05,9.05166635e-04
7.51500000e+01,1.15241829e-05,9.00701837e-04
7.52500000e+01,1.15241829e-05,8.96897646e-04
7.53500000e+01,1.15241829e-05,8.99816494e-04
7.54500000e+01,1.15241829e-05,8.94490197e-04
7.55500000e+01,1.15241829e-05,9.00869182e-04
7.56500000e+01,1.15241829e-05,9.11345210e-04
7.57500000e+01,1.15241829e-05,9.04048256e-04
7.58500000e+01,1.05804011e-05,9.12949815e-04
7.59500000e+01,1.00598929e-05,9.05930978e-04
7.60500000e+01,1.00598929e-05,8.85617481e-04
7.61500000e+01,1.00598929e-05,8.65110267e-04
7.62500000e+01,1.01188683e-05,8.79092155e-04
7.63500000e+01,1.02418082e-05,8.73375322e-04
7.64500000e+01,1.02658103e-05,8.76079543e-04
7.65500000e+01,1.02658103e-05,8.82985364e-04
7.66500000e+01,1.02658103e-05,8.91386987e-04
7.67500000e+01,1.02658103e-05,8.80658421e-04
7.68500000e+01,1.02658103e-05,8.73884603e-04
7.69500000e+01,1.02658103e-05,8.60349326e-04
7.70500000e+01,1.02658103e-05,8.53321947e-04
7.71500000e+01,1.02658103e-05,8.52114106e-04
7.72500000e+01,1.02658103e-05,8.30258314e-04
7.73500000e+01,1.02658103e-05,8.43432093e-04
7.74500000e+01,1.02658103e-05,8.40827770e-04
7.75500000e+01,1.02658103e-05,8.29820811e-04
7.76500000e+01,1.02658103e-05,8.41675664e-04
7.77500000e+01,1.02658103e-05,8.36908367e-04
7.78500000e+01,1.02658103e-05,8.31998525e-04
7.79500000e+01,1.02658103e-05,8.17172667e-04
7.80500000e+01,1.02658103e-05,8.16172376e-04
7.81500000e+01,1.04265364e-05,8.16808039e-04
7.82500000e+01,1.04693753e-05,8.10085544e-04
7.83500000e+01,1.04693753e-05,8.06980904e-04
7.84500000e+01,1.04693753e-05,8.12168283e-04
7.85500000e+01,1.04693753e-05,8.18543148e-04
7.86500000e+01,1.04693753e-05,8.05373120e-04
7.87500000e+01,1.04693753e-05,8.03588693e-04
7.88500000e+01,1.04693753e-05,8.00387840e-04
7.89500000e+01,1.04693753e-05,8.00818644e-04
7.90500000e+01,1.04693753e-05,8.05666895e-04
7.91500000e+01,9.74134227e-06,8.05732118e-04
7.92500000e+01,9.01115167e-06,7.97040018e-04
7.93500000e+01,9.01115167e-06,7.98690933e-04
7.94500000e+01,9.01115167e-06,8.18750906e-04
7.95500000e+01,9.01115167e-06,8.12872788e-04
7.96500000e+01,9.01115167e-06,7.95740321e-04
7.97500000e+01,7.41633482e-06,7.92761017e-04
7.98500000e+01,7.25604898e-06,7.80572160e-04
7.99500000e+01,7.25604898e-06,7.80179274e-04
8.00500000e+01,7.25604898e-06,7.95095261e-04
8.01500000e+01,7.25604898e-06,7.90678251e-04
8.02500000e+01,7.25604898e-06,8.13035935e-04
8.03500000e+01,7.25604898e-06,7.91027839e-04
8.04500000e+01,7.25604898e-06,7.96211275e-04
8.05500000e+01,7.25604898e-06,7.93819933e-04
8.06500000e+01,7.25604898e-06,7.91258009e-04
8.07500000e+01,7.25604898e-06,7.78404216e-04
8.08500000e+01,7.25604898e-06,7.70891468e-04
8.09500000e+01,7.25604898e-06,7.81742093e-04
8.10500000e+01,7.25604898e-06,7.85820368e-04
8.11500000e+01,7.31074834e-06,7.74102250e-04
8.12500000e+01,7.34471576e-06,7.75709113e-04
8.13500000e+01,7.13012170e-06,7.52904707e-04
8.14500000e+01,5.93515947e-06,7.59204776e-04
8.15500000e+01,5.93515947e-06,7.53068325e-04
8.16500000e+01,5.93515947e-06,7.65767005e-04
8.17500000e+01,5.93515947e-06,7.61888597e-04
8.18500000e+01,5.93515947e-06,7.56900962e-04
8.19500000e+01,5.93515947e-06,7.37293080e-04
8.20500000e+01,7.71399275e-06,7.53844449e-04
8.21500000e+01,7.97539781e-06,7.45911442e-04
8.22500000e+01,7.97539781e-06,7.43625769e-04
8.23500000e+01,7.97539781e-06,7.52091622e-04
8.24500000e+01,7.98652427e-06,7.36382165e-04
8.25500000e+01,8.06075314e-06,7.33386740e-04
8.26500000e+01,8.06075314e-06,7.30913715e-04
8.27500000e+01,8.06075314e-06,7.29788812e-04
8.28500000e+01,8.06075314e-06,7.17672294e-04
8.29500000e+01,8.06075314e-06,7.27111870e-04
8.30500000e+01,8.06075314e-06,7.20455151e-04
8.31500000e+01,8.06075314e-06,7.14825938e-04
8.32500000e+01,8.06075314e-06,7.20021896e-04
8.33500000e+01,8.06075314e-06,7.26472714e-04
8.34500000e+01,6.98826256e-06,7.13568999e-04
8.35500000e+01,4.64134514e-06,6.99584896e-04
8.36500000e+01,2.75257785e-06,6.82991105e-04
8.37500000e+01,2.51036723e-06,6.95337781e-04
8.38500000e+01,2.51036723e-06,6.96478333e-04
8.39500000e+01,2.51036723e-06,6.91758473e-04
8.40500000e+01,2.51036723e-06,7.09144263e-04
8.41500000e+01,2.51036723e-06,7.01407792e-04
8.42500000e+01,2.51036723e-06,6.85451083e-04
8.43500000e+01,2.51036723e-06,6.84985085e-04
8.44500000e+01,2.51036723e-06,6.93879212e-04
8.45500000e+01,2.51036723e-06,7.06568957e-04
8.46500000e+01,2.51036723e-06,7.21370687e-04
8.47500000e+01,2.51036723e-06,6.95096963e-04
8.48500000e+01,2.51036723e-06,6.82347897e-04
8.49500000e+01,2.51036723e-06,6.84397593e-04
8.50500000e+01,2.51036723e-06,6.95789816e-04
8.51500000e+01,2.51036723e-06,6.87571946e-04
8.52500000e+01,3.55836162e-06,6.84436409e-04
8.53500000e+01,4.13675701e-06,6.74718551e-04
8.54500000e+01,4.13675701e-06,6.82520421e-04
8.55500000e+01,4.13675701e-06,6.85842668e-04
8.56500000e+01,4.13675701e-06,6.85817334e-04
8.57500000e+01,4.13675701e-06,6.79891321e-04
8.58500000e+01,4.13675701e-06,6.90558572e-04
8.59500000e+01,4.13675701e-06,6.84589870e-04
8.60500000e+01,4.12925277e-06,6.89960524e-04
8.61500000e+01,2.44832730e-06,6.99950507e-04
8.62500000e+01,1.18983396e-06,6.85973524e-04
8.63500000e+01,1.18983396e-06,6.80101919e-04
8.64500000e+01,1.18983396e-06,6.77470205e-04
8.65500000e+01,1.25846594e-06,6.69579325e-04
8.66500000e+01,1.30517737e-06,6.76673457e-04
8.67500000e+01,1.30517737e-06,6.83304039e-04
8.68500000e+01,1.30517737e-06,6.81268746e-04
8.69500000e+01,1.30517737e-06,6.71275461e-04
8.70500000e+01,1.30517737e-06,6.67364170e-04
8.71500000e+01,1.30517737e-06,6.68997071e-04
8.72500000e+01,1.30517737e-06,6.57410248e-04
8.73500000e+01,1.30517737e-06,6.61709804e-04
8.74500000e+01,1.30517737e-06,6.71564923e-04
8.75500000e+01,1.30517737e-06,6.87973853e-04
8.76500000e+01,1.30517737e-06,6.69866563e-04
8.77500000e+01,1.30517737e-06,6.70412439e-04
8.78500000e+01,1.30517737e-06,6.62671861e-04
8.79500000e+01,1.30517737e-06,6.75381942e-04
8.80500000e+01,1.30517737e-06,6.73812648e-04
8.81500000e+01,1.30517737e-06,6.66895052e-04
8.82500000e+01,1.30517737e-06,6.60325399e-04
8.83500000e+01,1.30517737e-06,6.60157917e-04
8.84500000e+01,1.30517737e-06,6.59542152e-04
8.85500000e+01,1.30517737e-06,6.66638371e-04
8.86500000e+01,1.30517737e-06,6.63794712e-04
8.87500000e+01,1.30517737e-06,6.61301706e-04
8.88500000e+01,1.30517737e-06,6.49915557e-04
8.89500000e+01,1.30517737e-06,6.50219567e-04
8.90500000e+01,1.30517737e-06,6.82958097e-04
8.91500000e+01,1.30517737e-06,6.88145342e-04
8.92500000e+01,1.30517737e-06,6.68037558e-04
8.93500000e+01,1.30517737e-06,6.57120378e-04
8.94500000e+01,1.30517737e-06,6.49811823e-04
8.95500000e+01,1.30517737e-06,6.51081005e-04
8.96500000e+01,1.30517737e-06,6.41677916e-04
8.97500000e+01,1.30517737e-06,6.44298535e-04
8.98500000e+01,1.30517737e-06,6.47959967e-04
8.99500000e+01,1.30517737e-06,6.47106429e-04
9.00500000e+01,1.30517737e-06,6.48422993e-04
9.01500000e+01,1.30517737e-06,6.37680870e-04
9.02500000e+01,1.30517737e-06,6.39609306e-04
9.03500000e+01,1.30517737e-06,6.23647104e-04
9.04500000e+01,1.30517737e-06,6.30648166e-04
9.05500000e+01,1.30517737e-06,6.29944973e-04
9.06500000e+01,1.30517737e-06,6.30830142e-04
9.07500000e+01,1.30517737e-06,6.25724139e-04
9.08500000e+01,1.30517737e-06,6.18727734e-04
9.09500000e+01,1.30517737e-06,6.08758332e-04
9.10500000e+01,1.30517737e-06,6.24029543e-04
9.11500000e+01,1.30517737e-06,6.12831050e-04
9.12500000e+01,1.30517737e-06,6.16543053e-04
9.13500000e+01,1.30517737e-06,5.99183368e-04
9.14500000e+01,1.30517737e-06,5.97868002e-04
9.15500000e+01,1.30517737e-06,5.97437543e-04
9.16500000e+01,1.30517737e-06,6.02676507e-04
9.17500000e+01,1.30517737e-06,6.01271143e-04
9.18500000e+01,1.30517737e-06,5.96679848e-04
9.19500000e+01,1.30517737e-06,5.79633499e-04
9.20500000e+01,1.30517737e-06,5.78271188e-04
9.21500000e+01,1.30517737e-06,5.99897798e-04
9.22500000e+01,1.30517737e-06,6.15553590e-04
9.23500000e+01,1.30517737e-06,5.96246968e-04
9.24500000e+01,1.30517737e-06,5.90252913e-04
9.25500000e+01,1.30517737e-06,5.92953612e-04
9.26500000e+01,1.30517737e-06,5.84532474e-04
9.27500000e+01,1.30517737e-06,5.80326276e-04
9.28500000e+01,1.30517737e-06,5.82407386e-04
9.29500000e+01,1.30517737e-06,5.93763217e-04
9.30500000e+01,1.30517737e-06,5.97710238e-04
9.31500000e+01,1.30517737e-06,6.01961574e-04
9.32500000e+01,1.32166308e-06,5.92353862e-04
9.33500000e+01,6.94056625e-07,5.78954493e-04
9.34500000e+01,0.00000000e+00,5.78931256e-04
9.35500000e+01,0.00000000e+00,5.72721677e-04
9.36500000e+01,0.00000000e+00,5.76137502e-04
9.37500000e+01,0.00000000e+00,5.74407890e-04
9.38500000e+01,0.00000000e+00,5.85519726e-04
9.39500000e+01,0.00000000e+00,5.69486252e-04
9.40500000e+01,0.00000000e+00,5.70462684e-04
9.41500000e+01,0.00000000e+00,5.86327752e-04
9.42500000e+01,0.00000000e+00,5.84128659e-04
9.43500000e+01,0.00000000e+00,5.87423451e-04
9.44500000e+01,0.00000000e+00,5.79439693e-04
9.45500000e+01,0.00000000e+00,5.70087667e-04
9.46500000e+01,0.00000000e+00,5.57762347e-04
9.47500000e+01,0.00000000e+00,5.46849599e-04
9.48500000e+01,0.00000000e+00,5.50594375e-04
9.49500000e+01,0.00000000e+00,5.46539654e-04
9.50500000e+01,0.00000000e+00,5.52593715e-04
9.51500000e+01,0.00000000e+00,5.56535201e-04
9.52500000e+01,0.00000000e+00,5.51534644e-04
9.53500000e+01,0.00000000e+00,5.38179400e-04
9.54500000e+01,0.00000000e+00,5.40899856e-04
9.55500000e+01,0.00000000e+00,5.41565960e-04
9.56500000e+01,0.00000000e+00,5.51272248e-04
9.57500000e+01,0.00000000e+00,5.45320398e-04
9.58500000e+01,0.00000000e+00,5.30087019e-04
9.59500000e+01,0.00000000e+00,5.19936706e-04
9.60500000e+01,0.00000000e+00,5.25940331e-04
9.61500000e+01,0.00000000e+00,5.28447459e-04
9.62500000e+01,0.00000000e+00,5.15128695e-04
9.63500000e+01,0.00000000e+00,5.11854337e-04
9.64500000e+01,0.00000000e+00,5.20113695e-04
9.65500000e+01,0.00000000e+00,5.23092543e-04
9.66500000e+01,0.00000000e+00,5.14369696e-04
9.67500000e+01,0.00000000e+00,5.17680917e-04
9.68500000e+01,0.00000000e+00,5.16420688e-04
9.69500000e+01,0.00000000e+00,5.06973132e-04
9.70500000e+01,0.00000000e+00,5.16774413e-04
9.71500000e+01,0.00000000e+00,5.15144257e-04
9.72500000e+01,0.00000000e+00,5.16313300e-04
9.73500000e+01,0.00000000e+00,5.19964307e-04
9.74500000e+01,0.00000000e+00,5.16882855e-04
9.75500000e+01,0.00000000e+00,5.11869632e-04
9.76500000e+01,0.00000000e+00,5.13072948e-04
9.77500000e+01,0.00000000e+00,5.06618226e-04
9.78500000e+01,0.00000000e+00,5.17754076e-04
9.79500000e+01,0.00000000e+00,5.23571888e-04
9.80500000e+01,0.00000000e+00,5.17583317e-04
9.81500000e+01,0.00000000e+00,5.05277691e-04
9.82500000e+01,0.00000000e+00,4.96831850e-04
9.83500000e+01,0.00000000e+00,4.94116157e-04
9.84500000e+01,0.00000000e+00,4.98642999e-04
9.85500000e+01,0.00000000e+00,4.98134078e-04
9.86500000e+01,0.00000000e+00,5.06672364e-04
9.87500000e+01,0.00000000e+00,4.98398713e-04
9.88500000e+01,0.00000000e+00,5.00108870e-04
9.89500000e+01,0.00000000e+00,4.90901704e-04
9.90500000e+01,0.00000000e+00,4.85744685e-04
9.91500000e+01,0.00000000e+00,4.91825968e-04
9.92500000e+01,0.00000000e+00,4.84749753e-04
9.93500000e+01,0.00000000e+00,4.80388051e-04
9.94500000e+01,0.00000000e+00,4.84907942e-04
9.95500000e+01,0.00000000e+00,4.89665057e-04
9.96500000e+01,0.00000000e+00,4.88008768e-04
9.97500000e+01,0.00000000e+00,4.99149268e-04
9.98500000e+01,0.00000000e+00,4.98099449e-04
9.99500000e+01,0.00000000e+00,4.84478756e-04
1.00050000e+02,0.00000000e+00,4.83063314e-04
1.00150000e+02,0.00000000e+00,4.79796907e-04
1.00250000e+02,0.00000000e+00,4.66802059e-04
1.00350000e+02,0.00000000e+00,4.69008900e-04
1.00450000e+02,0.00000000e+00,4.73299406e-04
1.00550000e+02,0.00000000e+00,4.81359400e-04
1.00650000e+02,0.00000000e+00,4.72752197e-04
1.00750000e+02,0.00000000e+00,4.64873815e-04
1.00850000e+02,0.00000000e+00,4.64063622e-04
1.00950000e+02,0.00000000e+00,4.71087671e-04
1.01050000e+02,0.00000000e+00,4.69816276e-04
1.01150000e+02,0.00000000e+00,4.64367162e-04
1.01250000e+02,0.00000000e+00,4.69585080e-04
1.01350000e+02,0.00000000e+00,4.72451426e-04
1.01450000e+02,0.00000000e+00,4.58485048e-04
1.01550000e+02,0.00000000e+00,4.55968781e-04
1.01650000e+02,0.00000000e+00,4.81062475e-04
1.01750000e+02,0.00000000e+00,4.75917429e-04
1.01850000e+02,0.00000000e+00,4.55348631e-04
1.01950000e+02,0.00000000e+00,4.48068450e-04
1.02050000e+02,0.00000000e+00,4.45122943e-04
1.02150000e+02,0.00000000e+00,4.43317487e-04
1.02250000e+02,0.00000000e+00,4.34961615e-04
1.02350000e+02,0.00000000e+00,4.40612818e-04
1.02450000e+02,0.00000000e+00,4.41281266e-04
1.02550000e+02,0.00000000e+00,4.44952089e-04
1.02650000e+02,0.00000000e+00,4.39511212e-04
1.02750000e+02,0.00000000e+00,4.39326437e-04
1.02850000e+02,0.00000000e+00,4.26495516e-04
1.02950000e+02,0.00000000e+00,4.30660114e-04
1.03050000e+02,0.00000000e+00,4.39104789e-04
1.03150000e+02,0.00000000e+00,4.29832937e-04
1.03250000e+02,0.00000000e+00,4.22046643e-04
1.03350000e+02,0.00000000e+00,4.11773540e-04
