r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
3.00012519e-01,5.00125188e-02,3.70428100e-04,1.35458082e-06,0.00000000e+00,0.00000000e+00,1.55648923e-05,3.28300625e-07,1.32077032e-02,4.89639572e-05,3.12080283e-01,1.12147520e-03,6.46551377e+03,2.26117599e+01,6.42483409e-05,4.73924413e-07,0.00000000e+00,0.00000000e+00,8.34000000e-02,9.09545341e-04
4.00037556e-01,1.50037556e-01,2.89003741e-04,1.02939108e-06,0.00000000e+00,0.00000000e+00,1.69080523e-05,7.42129591e-07,9.67530720e-03,3.21876353e-05,2.82001906e-01,1.24032955e-03,4.96197815e+03,1.65860346e+01,6.85834754e-05,8.82401901e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00062594e-01,2.50062594e-01,2.77553210e-04,1.01592875e-06,0.00000000e+00,0.00000000e+00,1.82131039e-05,3.90688896e-07,8.88520667e-03,3.06128133e-05,2.96351511e-01,1.27706595e-03,4.71004686e+03,1.63776181e+01,7.68834770e-05,6.31977207e-07,0.00000000e+00,0.00000000e+00,1.38342722e+00,2.36969526e-03
6.00087631e-01,3.50087631e-01,2.76385292e-04,1.00826226e-06,0.00000000e+00,0.00000000e+00,2.06924884e-05,5.01488324e-07,8.47062709e-03,2.82807898e-05,3.17865272e-01,1.36534414e-03,4.63806611e+03,1.53074112e+01,8.74250498e-05,7.88364675e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00112669e-01,4.50112669e-01,2.78863762e-04,9.51591551e-07,0.00000000e+00,0.00000000e+00,2.51495640e-05,8.00084101e-07,8.18574631e-03,2.67456903e-05,3.40713565e-01,1.37746440e-03,4.61845023e+03,1.42847416e+01,1.00368369e-04,1.05270308e-06,0.00000000e+00,0.00000000e+00,1.46450886e+00,2.77948038e-03
8.00137707e-01,5.50137707e-01,2.81784883e-04,9.46807061e-07,0.00000000e+00,0.00000000e+00,2.70874685e-05,7.72321945e-07,7.95706888e-03,2.43448118e-05,3.62968346e-01,1.47291464e-03,4.61560050e+03,1.43638736e+01,1.10081679e-04,1.04135297e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00162744e-01,6.50162744e-01,2.85958954e-04,9.24727938e-07,0.00000000e+00,0.00000000e+00,2.88631482e-05,7.21620734e-07,7.79489782e-03,2.49272294e-05,3.85726351e-01,1.49513463e-03,4.63500023e+03,1.37804640e+01,1.19768256e-04,1.02826025e-06,0.00000000e+00,0.00000000e+00,1.54409727e+00,3.08508314e-03
1.00018778e+00,7.50187782e-01,2.91592055e-04,1.01389483e-06,0.00000000e+00,0.00000000e+00,3.11622317e-05,6.09787727e-07,7.64456135e-03,2.46321366e-05,4.10706641e-01,1.69799636e-03,4.67071984e+03,1.40057349e+01,1.30963026e-04,1.05591225e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10021282e+00,8.50212819e-01,2.97033607e-04,9.99732599e-07,0.00000000e+00,0.00000000e+00,3.57082549e-05,1.37394300e-06,7.48788877e-03,2.05532972e-05,4.36438135e-01,1.70948039e-03,4.71013733e+03,1.36789220e+01,1.44151672e-04,1.58135065e-06,0.00000000e+00,0.00000000e+00,1.62302336e+00,3.23251449e-03
1.20023786e+00,9.50237857e-01,3.02539901e-04,1.01439408e-06,0.00000000e+00,0.00000000e+00,3.74076544e-05,1.08466593e-06,7.36822114e-03,2.22716701e-05,4.59886050e-01,1.83919664e-03,4.74524022e+03,1.27446179e+01,1.53833938e-04,1.43896128e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.30026289e+00,1.05026289e+00,3.08089619e-04,1.02621724e-06,0.00000000e+00,0.00000000e+00,4.00228300e-05,9.54827140e-07,7.24621709e-03,2.02192305e-05,4.83376594e-01,1.93165821e-03,4.78538837e+03,1.27826305e+01,1.64480860e-04,1.37197386e-06,0.00000000e+00,0.00000000e+00,1.69918815e+00,3.54777164e-03
1.40028793e+00,1.15028793e+00,3.15384137e-04,1.16387867e-06,0.00000000e+00,0.00000000e+00,4.29646933e-05,1.17645915e-06,7.15706400e-03,2.24933677e-05,5.07570358e-01,2.12260451e-03,4.84029483e+03,1.42673915e+01,1.76409925e-04,1.66727133e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50031297e+00,1.25031297e+00,3.20871442e-04,1.11685529e-06,0.00000000e+00,0.00000000e+00,4.55733005e-05,1.11194606e-06,7.05404335e-03,2.29676331e-05,5.31511374e-01,2.12453629e-03,4.88317000e+03,1.43511958e+01,1.86834466e-04,1.59963428e-06,0.00000000e+00,0.00000000e+00,1.77549497e+00,3.81328886e-03
1.60033801e+00,1.35033801e+00,3.26033429e-04,1.15748199e-06,0.00000000e+00,0.00000000e+00,4.89847926e-05,1.10827638e-06,6.94755015e-03,2.19749895e-05,5.53592193e-01,2.14752498e-03,4.92024005e+03,1.41886881e+01,1.97620916e-04,1.54259916e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.70036304e+00,1.45036304e+00,3.32831798e-04,1.16214521e-06,0.00000000e+00,0.00000000e+00,5.06823901e-05,1.13914678e-06,6.85122588e-03,1.88989988e-05,5.77119980e-01,2.25188161e-03,4.97075587e+03,1.25513386e+01,2.08124601e-04,1.54417457e-06,0.00000000e+00,0.00000000e+00,1.85058727e+00,4.10790238e-03
1.80038808e+00,1.55038808e+00,3.39450990e-04,1.20120107e-06,0.00000000e+00,0.00000000e+00,5.36647982e-05,1.31572623e-06,6.77545228e-03,2.26459765e-05,5.99411042e-01,2.39577257e-03,5.01822729e+03,1.41027524e+01,2.19257118e-04,1.67741992e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.90041312e+00,1.65041312e+00,3.45501380e-04,1.27361080e-06,0.00000000e+00,0.00000000e+00,5.59230598e-05,1.23274364e-06,6.66578922e-03,2.18668231e-05,6.22960688e-01,2.56125156e-03,5.05261672e+03,1.34421890e+01,2.30087972e-04,1.70983398e-06,0.00000000e+00,0.00000000e+00,1.92361178e+00,4.23263497e-03
2.00043816e+00,1.75043816e+00,3.52423945e-04,1.30174138e-06,0.00000000e+00,0.00000000e+00,5.76010929e-05,9.76549919e-07,6.59726561e-03,2.40433106e-05,6.47071213e-01,2.40238734e-03,5.11191278e+03,1.39138994e+01,2.39959395e-04,1.54217460e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.10046319e+00,1.85046319e+00,3.59430220e-04,1.38763183e-06,0.00000000e+00,0.00000000e+00,6.04141035e-05,9.99272378e-07,6.50080735e-03,2.44584832e-05,6.71867134e-01,2.48431716e-03,5.16556090e+03,1.58676343e+01,2.51859304e-04,1.64492823e-06,0.00000000e+00,0.00000000e+00,1.99526650e+00,4.42898637e-03
2.20048823e+00,1.95048823e+00,3.67147731e-04,1.34091980e-06,0.00000000e+00,0.00000000e+00,6.23975004e-05,9.15468498e-07,6.41918161e-03,2.27682249e-05,6.95976643e-01,2.49941820e-03,5.22335502e+03,1.54718944e+01,2.62658125e-04,1.56257306e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.30051327e+00,2.05051327e+00,3.75465755e-04,1.42538775e-06,0.00000000e+00,0.00000000e+00,6.68394541e-05,1.70212663e-06,6.35880937e-03,2.54378591e-05,7.22341127e-01,2.63118601e-03,5.28474717e+03,1.67627623e+01,2.76717346e-04,2.22585121e-06,0.00000000e+00,0.00000000e+00,2.06760491e+00,4.72538128e-03
2.40053831e+00,2.15053831e+00,3.81078608e-04,1.53744100e-06,0.00000000e+00,0.00000000e+00,6.81666235e-05,1.25205915e-06,6.26607217e-03,2.38596436e-05,7.45223391e-01,2.89111280e-03,5.32287210e+03,1.69098800e+01,2.85748672e-04,1.95589455e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.50056335e+00,2.25056335e+00,3.86615373e-04,1.49372456e-06,0.00000000e+00,0.00000000e+00,6.99671264e-05,1.11725358e-06,6.18440614e-03,2.46856931e-05,7.68140518e-01,3.09581464e-03,5.37028723e+03,1.72579073e+01,2.95122782e-04,1.88540125e-06,0.00000000e+00,0.00000000e+00,2.14025426e+00,5.10828173e-03
2.60058838e+00,2.35058838e+00,3.93815351e-04,1.56450071e-06,0.00000000e+00,0.00000000e+00,7.16139503e-05,1.12892683e-06,6.13847575e-03,2.64921139e-05,7.90299861e-01,3.02348243e-03,5.42657444e+03,1.71813387e+01,3.04895766e-04,1.97351929e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.70061342e+00,2.45061342e+00,4.00238216e-04,1.54751866e-06,0.00000000e+00,0.00000000e+00,7.52121624e-05,1.36114259e-06,6.04674803e-03,2.23937602e-05,8.12800011e-01,3.05734995e-03,5.46607580e+03,1.61133154e+01,3.16830761e-04,2.09563239e-06,0.00000000e+00,0.00000000e+00,2.21190426e+00,5.40422391e-03
2.80063846e+00,2.55063846e+00,4.07140611e-04,1.58772072e-06,0.00000000e+00,0.00000000e+00,7.88639862e-05,1.89389595e-06,5.97576748e-03,2.31238659e-05,8.35376619e-01,3.08613675e-03,5.51355152e+03,1.66054963e+01,3.29220495e-04,2.38218799e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.90066350e+00,2.65066350e+00,4.14376408e-04,1.58589932e-06,0.00000000e+00,0.00000000e+00,8.10672698e-05,1.53544374e-06,5.92893806e-03,2.32924701e-05,8.57764793e-01,3.23985045e-03,5.56719981e+03,1.59493912e+01,3.39796353e-04,2.28970710e-06,0.00000000e+00,0.00000000e+00,2.28157905e+00,5.54816952e-03
3.00068853e+00,2.75068853e+00,4.21639157e-04,1.76394289e-06,0.00000000e+00,0.00000000e+00,8.57167845e-05,1.96158578e-06,5.88491737e-03,2.52601661e-05,8.80302374e-01,3.70876218e-03,5.63597910e+03,1.87153958e+01,3.52208466e-04,2.87547440e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.10071357e+00,2.85071357e+00,4.27443558e-04,1.75523636e-06,0.00000000e+00,0.00000000e+00,9.01436885e-05,2.53592587e-06,5.79966988e-03,2.22456690e-05,9.01681005e-01,3.58698649e-03,5.67573505e+03,1.71872252e+01,3.64406157e-04,3.32312028e-06,0.00000000e+00,0.00000000e+00,2.35143746e+00,5.73451388e-03
3.20073861e+00,2.95073861e+00,4.34180729e-04,1.74502132e-06,0.00000000e+00,0.00000000e+00,9.36495128e-05,2.79335512e-06,5.72700274e-03,2.14362517e-05,9.23925184e-01,3.72240009e-03,5.72032960e+03,1.75640985e+01,3.76218469e-04,3.53005985e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.30076365e+00,3.05076365e+00,4.40473421e-04,1.81019956e-06,0.00000000e+00,0.00000000e+00,9.55073476e-05,2.49285634e-06,5.66732358e-03,2.22999662e-05,9.45126946e-01,3.83833091e-03,5.76129584e+03,1.77320888e+01,3.85765049e-04,3.26849635e-06,0.00000000e+00,0.00000000e+00,2.41944746e+00,5.89876298e-03
3.40078868e+00,3.15078868e+00,4.46190474e-04,1.93250257e-06,0.00000000e+00,0.00000000e+00,9.66684660e-05,1.90560340e-06,5.59632613e-03,1.97472564e-05,9.65880932e-01,3.96733749e-03,5.79555724e+03,1.76978947e+01,3.94390421e-04,2.96461326e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50081372e+00,3.25081372e+00,4.54341599e-04,1.90809125e-06,0.00000000e+00,0.00000000e+00,9.68515974e-05,1.51245729e-06,5.55754967e-03,2.24653798e-05,9.89437693e-01,3.93536846e-03,5.85500273e+03,1.81002919e+01,4.03629597e-04,2.67839728e-06,0.00000000e+00,0.00000000e+00,2.48714666e+00,6.17005685e-03
