r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
3.00012519e-01,5.00125188e-02,3.67094032e-04,1.27916488e-06,0.00000000e+00,0.00000000e+00,1.37046650e-05,4.61169755e-07,1.32079396e-02,4.89447469e-05,2.92059413e-01,1.01358061e-03,6.42428437e+03,2.25226384e+01,5.89555761e-05,6.20481216e-07,0.00000000e+00,0.00000000e+00,6.43000000e-02,9.71877284e-04
4.00037556e-01,1.50037556e-01,2.84751050e-04,1.02249388e-06,0.00000000e+00,0.00000000e+00,1.34064883e-05,4.66136808e-07,9.67542028e-03,3.21765406e-05,2.55453185e-01,1.06113027e-03,4.90950041e+03,1.65210361e+01,6.07394488e-05,7.04926573e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00062594e-01,2.50062594e-01,2.72350489e-04,1.00154573e-06,0.00000000e+00,0.00000000e+00,1.53962988e-05,6.59497843e-07,8.88518905e-03,3.06170446e-05,2.63734535e-01,1.04512805e-03,4.64720610e+03,1.55692915e+01,6.87734459e-05,8.52890454e-07,0.00000000e+00,0.00000000e+00,1.29793000e+00,2.15389030e-03
6.00087631e-01,3.50087631e-01,2.70286078e-04,9.45480967e-07,0.00000000e+00,0.00000000e+00,1.74286864e-05,7.63619099e-07,8.47064440e-03,2.82750292e-05,2.78381016e-01,1.06093953e-03,4.55499187e+03,1.45073963e+01,7.81208348e-05,9.43484540e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00112669e-01,4.50112669e-01,2.71493833e-04,9.33217051e-07,0.00000000e+00,0.00000000e+00,1.91078558e-05,6.35269962e-07,8.18572909e-03,2.67488982e-05,2.94666599e-01,1.13467077e-03,4.52141172e+03,1.38781630e+01,8.70688098e-05,8.99258716e-07,0.00000000e+00,0.00000000e+00,1.36000000e+00,2.39308761e-03
8.00137707e-01,5.50137707e-01,2.72969790e-04,9.39755781e-07,0.00000000e+00,0.00000000e+00,2.09701108e-05,6.83758225e-07,7.95698113e-03,2.43442940e-05,3.11383235e-01,1.31275229e-03,4.50581863e+03,1.40125631e+01,9.52857616e-05,9.76743383e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00162744e-01,6.50162744e-01,2.76659398e-04,1.04206618e-06,0.00000000e+00,0.00000000e+00,2.26992059e-05,6.18072088e-07,7.79443143e-03,2.49388577e-05,3.28258501e-01,1.31393133e-03,4.51654058e+03,1.34923181e+01,1.04412805e-04,1.02076408e-06,0.00000000e+00,0.00000000e+00,1.42049000e+00,2.50419821e-03
1.00018778e+00,7.50187782e-01,2.79999779e-04,1.03859752e-06,0.00000000e+00,0.00000000e+00,2.61477308e-05,1.01425345e-06,7.64433855e-03,2.46216262e-05,3.43980591e-01,1.34186556e-03,4.52697615e+03,1.30104495e+01,1.14472637e-04,1.28649593e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10021282e+00,8.50212819e-01,2.84634789e-04,1.00996045e-06,0.00000000e+00,0.00000000e+00,2.89783691e-05,1.87366914e-06,7.48766214e-03,2.05387999e-05,3.63945069e-01,1.44753437e-03,4.55460667e+03,1.23283698e+01,1.25217996e-04,2.08520462e-06,0.00000000e+00,0.00000000e+00,1.48040000e+00,2.64517859e-03
1.20023786e+00,9.50237857e-01,2.90116448e-04,1.03504290e-06,0.00000000e+00,0.00000000e+00,3.08388052e-05,1.53859203e-06,7.36795802e-03,2.22744415e-05,3.80676622e-01,1.44462474e-03,4.57961912e+03,1.12237370e+01,1.35048198e-04,1.93600293e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.30026289e+00,1.05026289e+00,2.94596103e-04,1.01971099e-06,0.00000000e+00,0.00000000e+00,3.38693426e-05,1.95979680e-06,7.24592963e-03,2.02293054e-05,3.98192675e-01,1.43369395e-03,4.60677318e+03,1.11748054e+01,1.44916761e-04,2.17161064e-06,0.00000000e+00,0.00000000e+00,1.53842000e+00,2.98556051e-03
1.40028793e+00,1.15028793e+00,2.99640957e-04,1.20442613e-06,0.00000000e+00,0.00000000e+00,3.65256247e-05,1.99701428e-06,7.15671773e-03,2.24956966e-05,4.15661620e-01,1.57137964e-03,4.64428919e+03,1.32213073e+01,1.54472950e-04,2.25318423e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50031297e+00,1.25031297e+00,3.04274127e-04,1.17956526e-06,0.00000000e+00,0.00000000e+00,3.81561516e-05,1.94289173e-06,7.05436434e-03,2.29455575e-05,4.32639662e-01,1.69887946e-03,4.66965130e+03,1.34842182e+01,1.63108358e-04,2.23240540e-06,0.00000000e+00,0.00000000e+00,1.59535000e+00,3.08113759e-03
1.60033801e+00,1.35033801e+00,3.08843679e-04,1.20009513e-06,0.00000000e+00,0.00000000e+00,3.77434644e-05,1.25198130e-06,6.94760817e-03,2.19592482e-05,4.48328293e-01,1.62536698e-03,4.69770803e+03,1.36338529e+01,1.69370542e-04,1.77206727e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.70036304e+00,1.45036304e+00,3.13666922e-04,1.25396192e-06,0.00000000e+00,0.00000000e+00,3.82205260e-05,1.29080021e-06,6.85119442e-03,1.89048528e-05,4.63608432e-01,1.71778853e-03,4.73126213e+03,1.33826349e+01,1.76632319e-04,1.84538988e-06,0.00000000e+00,0.00000000e+00,1.64943000e+00,3.19273965e-03
1.80038808e+00,1.55038808e+00,3.19169361e-04,1.29554049e-06,0.00000000e+00,0.00000000e+00,4.08765636e-05,1.45024086e-06,6.77532952e-03,2.26542149e-05,4.79404143e-01,1.68068463e-03,4.76843903e+03,1.42323487e+01,1.86230690e-04,1.95398439e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.90041312e+00,1.65041312e+00,3.23303326e-04,1.38274359e-06,0.00000000e+00,0.00000000e+00,4.16626040e-05,1.34826123e-06,6.66558154e-03,2.18734331e-05,4.94966218e-01,1.85738997e-03,4.78440298e+03,1.39163643e+01,1.93737524e-04,1.81280540e-06,0.00000000e+00,0.00000000e+00,1.70494000e+00,3.21281582e-03
2.00043816e+00,1.75043816e+00,3.30229937e-04,1.46676506e-06,0.00000000e+00,0.00000000e+00,4.26658285e-05,1.18511005e-06,6.59777073e-03,2.39408142e-05,5.12472226e-01,1.88122463e-03,4.83339298e+03,1.52009468e+01,2.02928420e-04,1.74257940e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.10046319e+00,1.85046319e+00,3.34721851e-04,1.40587059e-06,0.00000000e+00,0.00000000e+00,4.62415945e-05,1.44512289e-06,6.50098668e-03,2.44121324e-05,5.29658407e-01,1.96171281e-03,4.86596869e+03,1.48999153e+01,2.13116649e-04,2.04403461e-06,0.00000000e+00,0.00000000e+00,1.75768000e+00,3.43793094e-03
2.20048823e+00,1.95048823e+00,3.41098371e-04,1.53248578e-06,0.00000000e+00,0.00000000e+00,4.90885885e-05,1.40927782e-06,6.41925463e-03,2.27417846e-05,5.47659720e-01,2.00677746e-03,4.90793199e+03,1.50597744e+01,2.23542061e-04,2.06470696e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.30051327e+00,2.05051327e+00,3.47275783e-04,1.62421686e-06,0.00000000e+00,0.00000000e+00,5.37011960e-05,2.73328108e-06,6.35864100e-03,2.54144106e-05,5.64503315e-01,2.08695997e-03,4.94792699e+03,1.67093609e+01,2.35618714e-04,3.06489884e-06,0.00000000e+00,0.00000000e+00,1.81204000e+00,3.62360161e-03
2.40053831e+00,2.15053831e+00,3.52832319e-04,1.81271502e-06,0.00000000e+00,0.00000000e+00,5.69730266e-05,3.85700300e-06,6.26521059e-03,2.39108689e-05,5.81038504e-01,2.20816446e-03,4.98159178e+03,1.69287111e+01,2.46713776e-04,4.20313137e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.50056335e+00,2.25056335e+00,3.57887137e-04,1.77647489e-06,0.00000000e+00,0.00000000e+00,5.77272721e-05,2.11309995e-06,6.18365955e-03,2.46903967e-05,5.96624132e-01,2.20470152e-03,5.01212217e+03,1.72313711e+01,2.54492173e-04,2.74150695e-06,0.00000000e+00,0.00000000e+00,1.86555000e+00,3.84267310e-03
