z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.55601176e-03,5.35511441e-05,0.00000000e+00,0.00000000e+00,5.08664897e-04,3.13869717e-05,6.43674138e-03,7.26182959e-05,4.03243071e+00,5.01233970e-02,1.86198836e+04,2.69214108e+02,2.89488769e-03,5.76056728e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.55369257e-03,4.83478324e-05,0.00000000e+00,0.00000000e+00,4.81336036e-04,2.66468328e-05,6.40836074e-03,6.85054841e-05,4.02812085e+00,4.74186779e-02,1.85978968e+04,2.42242960e+02,2.86581011e-03,5.63578502e-05,0.00000000e+00,0.00000000e+00,9.75720000e+00,1.22115382e-01
2.50000000e-01,2.55112099e-03,5.03721743e-05,0.00000000e+00,0.00000000e+00,5.00447568e-04,3.09107238e-05,6.37112714e-03,6.36967602e-05,4.04383748e+00,5.06883014e-02,1.86492924e+04,2.50934990e+02,2.88062413e-03,6.39021716e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.57119171e-03,5.12634478e-05,0.00000000e+00,0.00000000e+00,5.23334376e-04,4.56379256e-05,6.34276456e-03,7.79376414e-05,4.04923123e+00,5.07264704e-02,1.87476979e+04,2.42461115e+02,2.92228750e-03,7.60316408e-05,0.00000000e+00,0.00000000e+00,9.74620000e+00,1.21564593e-01
4.50000000e-01,2.55006468e-03,5.16644830e-05,0.00000000e+00,0.00000000e+00,5.31924113e-04,3.32097562e-05,6.25348423e-03,3.53361515e-05,4.03867250e+00,5.17602486e-02,1.86386478e+04,2.62994008e+02,2.91256130e-03,6.57961357e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.54556108e-03,5.16153670e-05,0.00000000e+00,0.00000000e+00,5.37638854e-04,3.47850482e-05,6.22325312e-03,3.66542251e-05,4.03571150e+00,4.88977457e-02,1.85793978e+04,2.67608630e+02,2.91472469e-03,6.51849213e-05,0.00000000e+00,0.00000000e+00,9.74740000e+00,1.23035024e-01
6.50000000e-01,2.52823083e-03,5.00554765e-05,0.00000000e+00,0.00000000e+00,5.45693087e-04,3.41859664e-05,6.19894947e-03,3.78068508e-05,4.03698734e+00,4.95469582e-02,1.84801278e+04,2.69897907e+02,2.90682959e-03,6.47120745e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.54818827e-03,4.88109330e-05,0.00000000e+00,0.00000000e+00,5.30230574e-04,3.04428027e-05,6.17220805e-03,3.84247875e-05,4.04686023e+00,5.06649335e-02,1.85782931e+04,2.59650904e+02,2.91164227e-03,6.26742511e-05,0.00000000e+00,0.00000000e+00,9.74900000e+00,1.22552529e-01
8.50000000e-01,2.55578503e-03,5.12019544e-05,0.00000000e+00,0.00000000e+00,5.69432490e-04,4.78340800e-05,6.13553862e-03,3.84980583e-05,4.04834815e+00,5.05821561e-02,1.86236448e+04,2.63238133e+02,2.95890689e-03,7.56887492e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.54175419e-03,5.23684663e-05,0.00000000e+00,0.00000000e+00,5.42068106e-04,3.47317003e-05,6.10350211e-03,4.02166097e-05,4.04386789e+00,5.17753253e-02,1.85733463e+04,2.73300837e+02,2.91771546e-03,6.54729634e-05,0.00000000e+00,0.00000000e+00,9.74580000e+00,1.21011077e-01
