z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.77217501e-03,2.03993895e-05,0.00000000e+00,0.00000000e+00,5.39674305e-04,1.30251009e-05,6.55598643e-03,2.29412239e-05,4.37926242e+00,1.92580593e-02,2.02025959e+04,1.08097177e+02,3.13622949e-03,2.54876863e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.76068666e-03,2.04929915e-05,0.00000000e+00,0.00000000e+00,5.36420473e-04,1.16503109e-05,6.52559048e-03,2.55970158e-05,4.37548689e+00,2.02459971e-02,2.01642979e+04,1.17717018e+02,3.12194918e-03,2.63362712e-05,0.00000000e+00,0.00000000e+00,1.06162999e+01,4.73623781e-02
2.50000000e-01,2.75950015e-03,2.06301891e-05,0.00000000e+00,0.00000000e+00,5.62067090e-04,1.47134099e-05,6.52207083e-03,3.88458496e-05,4.37692764e+00,2.06634839e-02,2.01563641e+04,1.14132605e+02,3.14630565e-03,2.96582496e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.74948739e-03,2.08239925e-05,0.00000000e+00,0.00000000e+00,5.49186980e-04,1.52219881e-05,6.45666563e-03,2.90457258e-05,4.36329928e+00,2.13421896e-02,2.00745372e+04,1.15890193e+02,3.12544229e-03,2.98678882e-05,0.00000000e+00,0.00000000e+00,1.06054999e+01,4.70669058e-02
4.50000000e-01,2.74834857e-03,2.08286091e-05,0.00000000e+00,0.00000000e+00,5.37775337e-04,9.15481695e-06,6.37850053e-03,2.42600470e-05,4.36251298e+00,2.05396219e-02,2.00291444e+04,1.13804549e+02,3.11469056e-03,2.53228235e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.75313296e-03,2.15571653e-05,0.00000000e+00,0.00000000e+00,5.33693060e-04,9.83385651e-06,6.35799948e-03,2.61679799e-05,4.36411227e+00,2.22136890e-02,2.00526554e+04,1.19387420e+02,3.11553542e-03,2.65009490e-05,0.00000000e+00,0.00000000e+00,1.05967999e+01,4.74949921e-02
6.50000000e-01,2.75045540e-03,2.01742922e-05,0.00000000e+00,0.00000000e+00,5.24979328e-04,8.93262456e-06,6.33175318e-03,2.75585523e-05,4.35974087e+00,2.20062453e-02,2.00334151e+04,1.13508440e+02,3.10425417e-03,2.48159180e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.74586259e-03,1.95403544e-05,0.00000000e+00,0.00000000e+00,5.30791767e-04,1.14354088e-05,6.28971620e-03,2.64604607e-05,4.35471189e+00,2.04913382e-02,2.00196317e+04,1.08518306e+02,3.10631874e-03,2.60651756e-05,0.00000000e+00,0.00000000e+00,1.05836599e+01,4.72979539e-02
8.50000000e-01,2.74712122e-03,1.93701806e-05,0.00000000e+00,0.00000000e+00,5.25886694e-04,1.06875050e-05,6.29522417e-03,3.65872054e-05,4.36271329e+00,1.97937693e-02,2.00263377e+04,1.08783839e+02,3.10196613e-03,2.45398542e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.73514961e-03,1.88508057e-05,0.00000000e+00,0.00000000e+00,5.46737896e-04,1.25860623e-05,6.21272467e-03,2.40662360e-05,4.34926835e+00,1.95798925e-02,1.99187799e+04,1.01019154e+02,3.11368025e-03,2.65385044e-05,0.00000000e+00,0.00000000e+00,1.05736799e+01,4.72597161e-02
1.05000000e+00,2.73777013e-03,1.82712743e-05,0.00000000e+00,0.00000000e+00,5.51858989e-04,1.33508079e-05,6.18269070e-03,2.96825842e-05,4.35445053e+00,1.95581876e-02,1.99168791e+04,1.00264822e+02,3.12244084e-03,2.61087233e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.15000000e+00,2.74721677e-03,1.90875710e-05,0.00000000e+00,0.00000000e+00,5.53994728e-04,1.20025390e-05,6.13808812e-03,2.12931317e-05,4.35898044e+00,1.97411268e-02,1.99477035e+04,1.02693358e+02,3.13503776e-03,2.59960515e-05,0.00000000e+00,0.00000000e+00,1.05648799e+01,4.74823719e-02
1.25000000e+00,2.74863058e-03,1.87896002e-05,0.00000000e+00,0.00000000e+00,5.56644457e-04,1.32698686e-05,6.09537378e-03,2.36116550e-05,4.36092431e+00,2.06903918e-02,1.99147060e+04,1.05489846e+02,3.14142703e-03,2.49532046e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.35000000e+00,2.74274299e-03,2.03127777e-05,0.00000000e+00,0.00000000e+00,5.45042866e-04,1.05929577e-05,6.06082433e-03,2.39781732e-05,4.36036276e+00,2.05429543e-02,1.98781977e+04,1.13643266e+02,3.12446416e-03,2.53122512e-05,0.00000000e+00,0.00000000e+00,1.05537599e+01,4.65214813e-02
1.45000000e+00,2.73060030e-03,2.03381917e-05,0.00000000e+00,0.00000000e+00,5.47121334e-04,1.14165023e-05,6.02437893e-03,2.26901854e-05,4.35378212e+00,1.98109433e-02,1.98107673e+04,1.11917948e+02,3.11548353e-03,2.53819062e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.55000000e+00,2.73018071e-03,2.08858241e-05,0.00000000e+00,0.00000000e+00,5.62952861e-04,1.23710224e-05,5.97062246e-03,2.05442086e-05,4.34717445e+00,1.92900381e-02,1.97963460e+04,1.12064197e+02,3.13191853e-03,2.74587097e-05,0.00000000e+00,0.00000000e+00,1.05474199e+01,4.59931282e-02
1.65000000e+00,2.73313383e-03,2.09739820e-05,0.00000000e+00,0.00000000e+00,5.68032657e-04,1.34733423e-05,5.92519995e-03,2.21066896e-05,4.35324242e+00,1.87618077e-02,1.98134539e+04,1.11966806e+02,3.14070618e-03,2.66736352e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75000000e+00,2.73589970e-03,2.04841296e-05,0.00000000e+00,0.00000000e+00,5.71287810e-04,1.78859271e-05,5.89426328e-03,2.36823770e-05,4.34726854e+00,1.85505532e-02,1.97845302e+04,1.07965255e+02,3.14784393e-03,2.97155136e-05,0.00000000e+00,0.00000000e+00,1.05382199e+01,4.56233720e-02
1.85000000e+00,2.74283731e-03,2.06607065e-05,0.00000000e+00,0.00000000e+00,5.44125499e-04,9.98154757e-06,5.88412649e-03,2.97611317e-05,4.35209972e+00,1.90312353e-02,1.98439154e+04,1.11348186e+02,3.12655404e-03,2.40667949e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.95000000e+00,2.73190221e-03,2.05084817e-05,0.00000000e+00,0.00000000e+00,5.32622894e-04,8.83229325e-06,5.83640189e-03,2.04970120e-05,4.34671818e+00,1.89889688e-02,1.97673797e+04,1.09629877e+02,3.10600531e-03,2.40164336e-05,0.00000000e+00,0.00000000e+00,1.05325999e+01,4.51169233e-02
2.05000000e+00,2.72830823e-03,2.14224697e-05,0.00000000e+00,0.00000000e+00,5.27061878e-04,9.43085695e-06,5.78346347e-03,2.22463643e-05,4.33747033e+00,1.88999867e-02,1.97266521e+04,1.12135658e+02,3.09810584e-03,2.38652505e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.15000000e+00,2.72686861e-03,2.01069249e-05,0.00000000e+00,0.00000000e+00,5.31328687e-04,9.50673661e-06,5.74573474e-03,2.52842097e-05,4.33704505e+00,1.86828292e-02,1.97005180e+04,1.04497656e+02,3.10166757e-03,2.27418604e-05,0.00000000e+00,0.00000000e+00,1.05222599e+01,4.47566876e-02
2.25000000e+00,2.72613158e-03,2.03284462e-05,0.00000000e+00,0.00000000e+00,5.48769433e-04,1.18139182e-05,5.68531746e-03,2.18351042e-05,4.33273626e+00,1.79050546e-02,1.96789943e+04,1.02724583e+02,3.11951867e-03,2.54201634e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.35000000e+00,2.72106187e-03,1.91215201e-05,0.00000000e+00,0.00000000e+00,5.48576825e-04,1.17747060e-05,5.64733621e-03,2.33782026e-05,4.33329273e+00,1.80559414e-02,1.96221365e+04,9.88398731e+01,3.11553478e-03,2.43469928e-05,0.00000000e+00,0.00000000e+00,1.05172399e+01,4.53530824e-02
2.45000000e+00,2.71752032e-03,1.89497694e-05,0.00000000e+00,0.00000000e+00,5.33046858e-04,9.40066933e-06,5.61637467e-03,2.48760147e-05,4.32845194e+00,1.87072391e-02,1.95840275e+04,9.97156773e+01,3.09752745e-03,2.25667460e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.55000000e+00,2.71222540e-03,1.99240764e-05,0.00000000e+00,0.00000000e+00,5.37732613e-04,1.00611310e-05,5.56622845e-03,2.34489073e-05,4.31658983e+00,1.86763581e-02,1.95396105e+04,1.06075262e+02,3.09809871e-03,2.16828447e-05,0.00000000e+00,0.00000000e+00,1.05102999e+01,4.55194128e-02
2.65000000e+00,2.72139689e-03,2.02115176e-05,0.00000000e+00,0.00000000e+00,5.37234148e-04,1.07797958e-05,5.51905398e-03,2.25363171e-05,4.32476690e+00,1.87618564e-02,1.95593783e+04,1.05059923e+02,3.10800267e-03,2.33478475e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.75000000e+00,2.71322882e-03,1.93315333e-05,0.00000000e+00,0.00000000e+00,5.33532819e-04,1.68106757e-05,5.49481862e-03,2.28869762e-05,4.31497481e+00,1.83100889e-02,1.95062225e+04,1.01731430e+02,3.09668378e-03,2.77427633e-05,0.00000000e+00,0.00000000e+00,1.05034799e+01,4.57333596e-02
2.85000000e+00,2.69942429e-03,1.93746101e-05,0.00000000e+00,0.00000000e+00,5.19830582e-04,9.31250995e-06,5.47297990e-03,2.44719906e-05,4.30888520e+00,1.78702071e-02,1.94380183e+04,1.01945222e+02,3.06948494e-03,2.34127351e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.95000000e+00,2.70128864e-03,1.93331516e-05,0.00000000e+00,0.00000000e+00,5.22805671e-04,1.13352539e-05,5.43503595e-03,2.58769423e-05,4.31354208e+00,1.82761903e-02,1.94402362e+04,1.01491340e+02,3.07531841e-03,2.50446383e-05,0.00000000e+00,0.00000000e+00,1.04954799e+01,4.53766517e-02
3.05000000e+00,2.69444122e-03,1.95521806e-05,0.00000000e+00,0.00000000e+00,5.33603528e-04,1.29248022e-05,5.39061875e-03,2.57519724e-05,4.30706380e+00,1.83507420e-02,1.93747084e+04,1.00008366e+02,3.08058531e-03,2.34586547e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
