r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
1.30026289e+00,1.05026289e+00,2.88525444e-04,1.02524968e-06,0.00000000e+00,0.00000000e+00,3.23491708e-05,1.65975851e-06,7.24592963e-03,2.02293054e-05,3.92131500e-01,1.51741027e-03,4.57693890e+03,1.11626901e+01,1.37351021e-04,2.11167637e-06,0.00000000e+00,0.00000000e+00,1.52599000e+00,3.02739981e-03
1.40028793e+00,1.15028793e+00,2.93753361e-04,1.18798489e-06,0.00000000e+00,0.00000000e+00,3.43806906e-05,1.74707385e-06,7.15671773e-03,2.24956966e-05,4.09683471e-01,1.64742630e-03,4.61555233e+03,1.30874660e+01,1.46415602e-04,2.14454108e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50031297e+00,1.25031297e+00,2.97631738e-04,1.22332133e-06,0.00000000e+00,0.00000000e+00,3.65163841e-05,2.15286050e-06,7.05436434e-03,2.29455575e-05,4.26048118e-01,1.77586368e-03,4.64207260e+03,1.39679537e+01,1.54708716e-04,2.50670098e-06,0.00000000e+00,0.00000000e+00,1.58146000e+00,3.05582458e-03
1.60033801e+00,1.35033801e+00,3.02204789e-04,1.25629280e-06,0.00000000e+00,0.00000000e+00,3.64248052e-05,1.33357174e-06,6.94760817e-03,2.19592482e-05,4.41286258e-01,1.72897045e-03,4.66662803e+03,1.39862557e+01,1.61426322e-04,1.99885809e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.70036304e+00,1.45036304e+00,3.07022165e-04,1.33365577e-06,0.00000000e+00,0.00000000e+00,3.67806121e-05,1.27034795e-06,6.85119442e-03,1.89048528e-05,4.56011989e-01,1.76213695e-03,4.69981536e+03,1.34976063e+01,1.68540643e-04,2.00357294e-06,0.00000000e+00,0.00000000e+00,1.63391000e+00,3.28769023e-03
1.80038808e+00,1.55038808e+00,3.11624438e-04,1.35647126e-06,0.00000000e+00,0.00000000e+00,3.98204575e-05,1.46042471e-06,6.77532952e-03,2.26542149e-05,4.70481934e-01,1.78847566e-03,4.72866701e+03,1.45786345e+01,1.77622445e-04,2.14937600e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.90041312e+00,1.65041312e+00,3.16531866e-04,1.52612365e-06,0.00000000e+00,0.00000000e+00,4.03342311e-05,1.25631345e-06,6.66558154e-03,2.18734331e-05,4.87008640e-01,1.88874471e-03,4.75118959e+03,1.46315491e+01,1.85630457e-04,1.99012669e-06,0.00000000e+00,0.00000000e+00,1.68830000e+00,3.33401495e-03
2.00043816e+00,1.75043816e+00,3.22511919e-04,1.57415289e-06,0.00000000e+00,0.00000000e+00,4.09355212e-05,1.09034780e-06,6.59777073e-03,2.39408142e-05,5.03650588e-01,1.93959835e-03,4.79620782e+03,1.52829823e+01,1.93467098e-04,1.88776568e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.10046319e+00,1.85046319e+00,3.26850154e-04,1.44631891e-06,0.00000000e+00,0.00000000e+00,4.35039438e-05,1.14232472e-06,6.50098668e-03,2.44121324e-05,5.20517311e-01,1.99699301e-03,4.82706612e+03,1.46639645e+01,2.02452999e-04,1.86727935e-06,0.00000000e+00,0.00000000e+00,1.73993000e+00,3.59961420e-03
2.20048823e+00,1.95048823e+00,3.33328580e-04,1.63485420e-06,0.00000000e+00,0.00000000e+00,4.55867852e-05,1.05628367e-06,6.41925463e-03,2.27417846e-05,5.38092081e-01,2.04631320e-03,4.86889240e+03,1.53356639e+01,2.12225749e-04,2.02985250e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.30051327e+00,2.05051327e+00,3.38444235e-04,1.72946538e-06,0.00000000e+00,0.00000000e+00,4.81903018e-05,1.51203348e-06,6.35864100e-03,2.54144106e-05,5.54204629e-01,2.14803062e-03,4.90548904e+03,1.68951652e+01,2.21259233e-04,2.40715264e-06,0.00000000e+00,0.00000000e+00,1.79367000e+00,3.85591638e-03
2.40053831e+00,2.15053831e+00,3.43525163e-04,1.82151368e-06,0.00000000e+00,0.00000000e+00,5.23955343e-05,3.70518562e-06,6.26521059e-03,2.39108689e-05,5.71890543e-01,2.32364277e-03,4.93891154e+03,1.68902231e+01,2.32830483e-04,4.06641013e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.50056335e+00,2.25056335e+00,3.49010446e-04,1.93067149e-06,0.00000000e+00,0.00000000e+00,5.44701239e-05,2.21143698e-06,6.18365955e-03,2.46903967e-05,5.87667707e-01,2.39857358e-03,4.96956830e+03,1.75023886e+01,2.42415425e-04,3.07791234e-06,0.00000000e+00,0.00000000e+00,1.84628000e+00,4.08065348e-03
2.60058838e+00,2.35058838e+00,3.54069757e-04,2.01711296e-06,0.00000000e+00,0.00000000e+00,5.29532162e-05,1.22876861e-06,6.13793579e-03,2.65241527e-05,6.01797281e-01,2.59562876e-03,5.00783781e+03,1.78591813e+01,2.46860120e-04,2.61574516e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.70061342e+00,2.45061342e+00,3.58679265e-04,1.93459341e-06,0.00000000e+00,0.00000000e+00,6.34271087e-05,7.42209446e-06,6.04627063e-03,2.24188325e-05,6.18192484e-01,2.52275184e-03,5.02727331e+03,1.66315446e+01,2.63891031e-04,7.29773323e-06,0.00000000e+00,0.00000000e+00,1.89807000e+00,4.33969819e-03
2.80063846e+00,2.55063846e+00,3.63137924e-04,1.94165565e-06,0.00000000e+00,0.00000000e+00,6.25575080e-05,4.10202518e-06,5.97529246e-03,2.31507817e-05,6.29899525e-01,2.44204471e-03,5.04739496e+03,1.62832373e+01,2.69269563e-04,4.43014701e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.90066350e+00,2.65066350e+00,3.68967653e-04,1.98291944e-06,0.00000000e+00,0.00000000e+00,6.23992623e-05,3.02866759e-06,5.92848731e-03,2.33069274e-05,6.45120780e-01,2.37252848e-03,5.08824276e+03,1.49161450e+01,2.76060578e-04,3.67126622e-06,0.00000000e+00,0.00000000e+00,1.94833000e+00,4.40293870e-03
3.00068853e+00,2.75068853e+00,3.75267583e-04,2.15875854e-06,0.00000000e+00,0.00000000e+00,6.36821770e-05,3.25219695e-06,5.88449648e-03,2.53051658e-05,6.59156413e-01,2.43279762e-03,5.13586008e+03,1.67885469e+01,2.84267720e-04,4.05999466e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.10071357e+00,2.85071357e+00,3.79170493e-04,2.05694993e-06,0.00000000e+00,0.00000000e+00,6.14568072e-05,2.35040272e-06,5.79921361e-03,2.22699355e-05,6.73419217e-01,2.47559985e-03,5.15805500e+03,1.50764103e+01,2.87944683e-04,3.41751608e-06,0.00000000e+00,0.00000000e+00,1.99615000e+00,4.45820934e-03
3.20073861e+00,2.95073861e+00,3.84325201e-04,2.14293112e-06,0.00000000e+00,0.00000000e+00,6.44101262e-05,2.32658077e-06,5.72679662e-03,2.14070666e-05,6.86854534e-01,2.43271256e-03,5.18216522e+03,1.54344612e+01,2.97618419e-04,3.32403279e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.30076365e+00,3.05076365e+00,3.88723780e-04,2.26640736e-06,0.00000000e+00,0.00000000e+00,6.57376494e-05,1.94971490e-06,5.66712615e-03,2.22889263e-05,7.01519399e-01,2.63481595e-03,5.20676337e+03,1.57861237e+01,3.04656215e-04,3.09547892e-06,0.00000000e+00,0.00000000e+00,2.04302000e+00,4.66235683e-03
3.40078868e+00,3.15078868e+00,3.93919047e-04,2.35689835e-06,0.00000000e+00,0.00000000e+00,6.63397688e-05,1.29718188e-06,5.59610420e-03,1.97328116e-05,7.16158335e-01,2.82068552e-03,5.23194899e+03,1.60920212e+01,3.12137847e-04,2.87692548e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50081372e+00,3.25081372e+00,4.00466351e-04,2.42716730e-06,0.00000000e+00,0.00000000e+00,6.66655660e-05,1.18938662e-06,5.55626951e-03,2.23758922e-05,7.30200172e-01,2.81328886e-03,5.27838383e+03,1.75924007e+01,3.19951448e-04,2.96988500e-06,0.00000000e+00,0.00000000e+00,2.09176000e+00,4.70478197e-03
3.60083876e+00,3.35083876e+00,4.05199338e-04,2.53635584e-06,0.00000000e+00,0.00000000e+00,6.85712847e-05,1.35063833e-06,5.48632931e-03,1.96291410e-05,7.46020754e-01,2.77417396e-03,5.30600020e+03,1.71954400e+01,3.28004869e-04,3.12631549e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.70086380e+00,3.45086380e+00,4.10944398e-04,2.44090471e-06,0.00000000e+00,0.00000000e+00,7.19398944e-05,1.79949469e-06,5.42411134e-03,1.93465862e-05,7.57820063e-01,2.79595408e-03,5.33371011e+03,1.74302880e+01,3.38105300e-04,3.27166490e-06,0.00000000e+00,0.00000000e+00,2.13886000e+00,4.70581025e-03
3.80088883e+00,3.55088883e+00,4.18528290e-04,2.47734079e-06,0.00000000e+00,0.00000000e+00,7.34663729e-05,1.70201616e-06,5.38757681e-03,1.96273676e-05,7.74993595e-01,2.79281906e-03,5.39580362e+03,1.81219498e+01,3.48070520e-04,3.09999982e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.90091387e+00,3.65091387e+00,4.24556239e-04,2.42790195e-06,0.00000000e+00,0.00000000e+00,7.49608425e-05,1.69440841e-06,5.34156318e-03,2.26984085e-05,7.89862821e-01,2.76065698e-03,5.43341562e+03,1.81342309e+01,3.56666876e-04,3.11577598e-06,0.00000000e+00,0.00000000e+00,2.18662000e+00,4.99666108e-03
4.00093891e+00,3.75093891e+00,4.29291521e-04,2.53634879e-06,0.00000000e+00,0.00000000e+00,8.07347641e-05,3.03646111e-06,5.28042501e-03,1.99808285e-05,8.03380179e-01,2.73300544e-03,5.46166411e+03,1.72210360e+01,3.68265559e-04,4.19730754e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.10096395e+00,3.85096395e+00,4.33980471e-04,2.68395425e-06,0.00000000e+00,0.00000000e+00,7.83258348e-05,1.62035681e-06,5.19523006e-03,1.80767266e-05,8.16666659e-01,2.85905908e-03,5.48312588e+03,1.74838731e+01,3.72460492e-04,3.38527892e-06,0.00000000e+00,0.00000000e+00,2.23199000e+00,5.23373855e-03
4.20098898e+00,3.95098898e+00,4.39451729e-04,2.70012668e-06,0.00000000e+00,0.00000000e+00,8.16812660e-05,2.34502004e-06,5.13314682e-03,1.86716979e-05,8.32373772e-01,2.89575271e-03,5.51521015e+03,1.77133958e+01,3.82881260e-04,4.05396610e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.30101402e+00,4.05101402e+00,4.44470914e-04,2.63671533e-06,0.00000000e+00,0.00000000e+00,8.54579096e-05,3.42200767e-06,5.08094596e-03,1.93940423e-05,8.47959162e-01,3.08076934e-03,5.54131549e+03,1.83821403e+01,3.92976962e-04,4.66996569e-06,0.00000000e+00,0.00000000e+00,2.27735000e+00,5.23367833e-03
4.40103906e+00,4.15103906e+00,4.51494053e-04,2.83797420e-06,0.00000000e+00,0.00000000e+00,8.72339277e-05,2.05105058e-06,5.04299592e-03,2.05783348e-05,8.65345398e-01,3.24718400e-03,5.58635336e+03,1.97533163e+01,4.02615227e-04,3.56136983e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.50106410e+00,4.25106410e+00,4.56925093e-04,2.93174554e-06,0.00000000e+00,0.00000000e+00,8.75458848e-05,2.53189853e-06,4.98752963e-03,2.02755042e-05,8.79301028e-01,3.23108341e-03,5.61861755e+03,2.05073554e+01,4.09330381e-04,3.87995324e-06,0.00000000e+00,0.00000000e+00,2.32369000e+00,5.40795703e-03
4.60108913e+00,4.35108913e+00,4.61779554e-04,3.11437397e-06,0.00000000e+00,0.00000000e+00,8.83487671e-05,1.91324486e-06,4.97052097e-03,3.37213930e-05,8.92350445e-01,3.25864085e-03,5.65734029e+03,2.32420785e+01,4.15611974e-04,3.83714366e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.70111417e+00,4.45111417e+00,4.64030422e-04,2.99809825e-06,0.00000000e+00,0.00000000e+00,8.88193695e-05,1.77148278e-06,4.90290236e-03,1.91698457e-05,9.03242771e-01,3.28402838e-03,5.66816499e+03,1.98679634e+01,4.19813242e-04,3.73831210e-06,0.00000000e+00,0.00000000e+00,2.37035000e+00,5.53864979e-03
4.80113921e+00,4.55113921e+00,4.68731161e-04,3.04738588e-06,0.00000000e+00,0.00000000e+00,9.11766893e-05,1.84154674e-06,4.85711814e-03,1.97202948e-05,9.15706484e-01,3.38670014e-03,5.69146846e+03,2.10654567e+01,4.27876683e-04,3.74527877e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.90116425e+00,4.65116425e+00,4.76192944e-04,3.12918108e-06,0.00000000e+00,0.00000000e+00,9.54008101e-05,2.85783195e-06,4.79891155e-03,1.80452118e-05,9.33143724e-01,3.42052548e-03,5.73711519e+03,2.16460125e+01,4.41064310e-04,4.30614985e-06,0.00000000e+00,0.00000000e+00,2.41609000e+00,5.86017364e-03
5.00118928e+00,4.75118928e+00,4.83214695e-04,3.10699720e-06,0.00000000e+00,0.00000000e+00,9.54313303e-05,2.20661478e-06,4.75116679e-03,1.91581234e-05,9.47403616e-01,3.65909990e-03,5.77339351e+03,2.12091231e+01,4.49047244e-04,4.09476121e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.10121432e+00,4.85121432e+00,4.89676655e-04,3.35607893e-06,0.00000000e+00,0.00000000e+00,1.01707263e-04,5.04795419e-06,4.71055507e-03,1.87833101e-05,9.61270812e-01,3.91960741e-03,5.80724734e+03,2.13525361e+01,4.62851781e-04,6.17213589e-06,0.00000000e+00,0.00000000e+00,2.45936000e+00,5.94842342e-03
5.20123936e+00,4.95123936e+00,4.91968322e-04,3.25121604e-06,0.00000000e+00,0.00000000e+00,1.03410741e-04,3.89202848e-06,4.65943949e-03,1.92898121e-05,9.70470458e-01,3.59480747e-03,5.81585519e+03,2.11980148e+01,4.68206497e-04,5.04035486e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.30126440e+00,5.05126440e+00,4.98942361e-04,3.48771487e-06,0.00000000e+00,0.00000000e+00,1.05797047e-04,3.76953469e-06,4.61727347e-03,1.95908285e-05,9.85364044e-01,3.72698115e-03,5.85568378e+03,2.14102420e+01,4.78367240e-04,5.21024469e-06,0.00000000e+00,0.00000000e+00,2.50140000e+00,6.02612162e-03
5.40128943e+00,5.15128943e+00,5.02411289e-04,3.35022398e-06,0.00000000e+00,0.00000000e+00,1.03807006e-04,2.49627417e-06,4.56689888e-03,1.97637571e-05,9.96277589e-01,3.75908094e-03,5.86659632e+03,2.13409132e+01,4.81175778e-04,4.36364112e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50131447e+00,5.25131447e+00,5.07676806e-04,3.45569816e-06,0.00000000e+00,0.00000000e+00,1.01225714e-04,2.10152109e-06,4.51302989e-03,1.88505210e-05,1.00866093e+00,3.94154507e-03,5.88929983e+03,2.24004030e+01,4.85213442e-04,4.17035241e-06,0.00000000e+00,0.00000000e+00,2.54418000e+00,6.16066669e-03
5.60133951e+00,5.35133951e+00,5.14197435e-04,3.41052641e-06,0.00000000e+00,0.00000000e+00,1.00437900e-04,1.94538812e-06,4.45778327e-03,1.76729056e-05,1.02063040e+00,3.92877888e-03,5.92185419e+03,2.22931556e+01,4.92043531e-04,4.24573090e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.70136455e+00,5.45136455e+00,5.19135855e-04,3.34957052e-06,0.00000000e+00,0.00000000e+00,1.04201390e-04,2.44806336e-06,4.41965550e-03,1.60058993e-05,1.03386756e+00,3.78998239e-03,5.95197780e+03,2.10021712e+01,5.01880855e-04,4.55627895e-06,0.00000000e+00,0.00000000e+00,2.58668000e+00,6.20387433e-03
5.80138958e+00,5.55138958e+00,5.24238771e-04,3.15187641e-06,0.00000000e+00,0.00000000e+00,1.08079052e-04,2.22259293e-06,4.39519497e-03,1.79100988e-05,1.04716157e+00,3.64382573e-03,5.98246285e+03,1.96536811e+01,5.11196728e-04,4.31535657e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.90141462e+00,5.65141462e+00,5.29247540e-04,3.16069122e-06,0.00000000e+00,0.00000000e+00,1.07745250e-04,2.26324303e-06,4.35303686e-03,1.88672642e-05,1.05936636e+00,3.81368074e-03,6.00442582e+03,1.99075027e+01,5.17264570e-04,4.15712998e-06,0.00000000e+00,0.00000000e+00,2.62767000e+00,6.16585671e-03
6.00143966e+00,5.75143966e+00,5.35075865e-04,3.18352574e-06,0.00000000e+00,0.00000000e+00,1.09378487e-04,2.14206773e-06,4.30731570e-03,1.73407548e-05,1.06971805e+00,3.81746875e-03,6.02980122e+03,2.02419973e+01,5.25781399e-04,4.04575774e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.10146470e+00,5.85146470e+00,5.38700669e-04,3.33579267e-06,0.00000000e+00,0.00000000e+00,1.10159623e-04,2.20384589e-06,4.26034078e-03,1.75007881e-05,1.08385310e+00,4.04360337e-03,6.06695900e+03,2.38591409e+01,5.31147113e-04,4.26904308e-06,0.00000000e+00,0.00000000e+00,2.66999000e+00,6.30930843e-03
6.20148973e+00,5.95148973e+00,5.43594117e-04,3.47778269e-06,0.00000000e+00,0.00000000e+00,1.09390170e-04,2.05479015e-06,4.21727546e-03,1.79315486e-05,1.09553827e+00,3.92612155e-03,6.07922549e+03,2.25508268e+01,5.36737430e-04,4.28304386e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.30151477e+00,6.05151477e+00,5.49433830e-04,3.50010985e-06,0.00000000e+00,0.00000000e+00,1.11204302e-04,2.07167693e-06,4.16814645e-03,1.71268860e-05,1.10746851e+00,4.02893790e-03,6.10400650e+03,2.20899637e+01,5.45658226e-04,4.22902417e-06,0.00000000e+00,0.00000000e+00,2.71098000e+00,6.37105165e-03
6.40153981e+00,6.15153981e+00,5.53963692e-04,3.49617972e-06,0.00000000e+00,0.00000000e+00,1.16231762e-04,3.27049874e-06,4.12705550e-03,1.70520428e-05,1.11975499e+00,3.90797595e-03,6.12750179e+03,2.18438507e+01,5.56509062e-04,5.41293067e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.50156485e+00,6.25156485e+00,5.59545935e-04,3.45247445e-06,0.00000000e+00,0.00000000e+00,1.16872861e-04,2.50028899e-06,4.10116642e-03,1.82520551e-05,1.12952302e+00,3.85397850e-03,6.15883282e+03,2.12066166e+01,5.63018616e-04,4.91304995e-06,0.00000000e+00,0.00000000e+00,2.75157000e+00,6.49099229e-03
6.60158988e+00,6.35158988e+00,5.64264915e-04,3.47750753e-06,0.00000000e+00,0.00000000e+00,1.19990065e-04,2.70619048e-06,4.04883092e-03,1.77696068e-05,1.14039315e+00,3.97623150e-03,6.18268674e+03,2.18222396e+01,5.71988209e-04,4.91663564e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.70161492e+00,6.45161492e+00,5.69401766e-04,3.55680818e-06,0.00000000e+00,0.00000000e+00,1.23144052e-04,3.12048221e-06,4.02331858e-03,1.85563134e-05,1.15347692e+00,4.02031691e-03,6.21479985e+03,2.26842189e+01,5.80985746e-04,5.25940349e-06,0.00000000e+00,0.00000000e+00,2.79295000e+00,6.84867275e-03
6.80163996e+00,6.55163996e+00,5.77108823e-04,3.81962022e-06,0.00000000e+00,0.00000000e+00,1.25355324e-04,3.00262269e-06,4.00539147e-03,2.10494796e-05,1.16645577e+00,3.82281893e-03,6.26384003e+03,2.40580046e+01,5.91072255e-04,5.31859017e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.90166500e+00,6.65166500e+00,5.80549716e-04,3.84147626e-06,0.00000000e+00,0.00000000e+00,1.23693792e-04,2.78863097e-06,3.94602542e-03,2.00818678e-05,1.17487810e+00,4.11493384e-03,6.26678626e+03,2.55250770e+01,5.94612795e-04,5.40998188e-06,0.00000000e+00,0.00000000e+00,2.83320000e+00,6.79363935e-03
7.00169004e+00,6.75169004e+00,5.85307637e-04,3.87515829e-06,0.00000000e+00,0.00000000e+00,1.22043892e-04,2.28610149e-06,3.89713585e-03,1.76132527e-05,1.18510388e+00,3.91724238e-03,6.28241439e+03,2.45617292e+01,5.98822624e-04,4.97919365e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.10171507e+00,6.85171507e+00,5.90315581e-04,3.81343871e-06,0.00000000e+00,0.00000000e+00,1.25770300e-04,2.78133616e-06,3.86798955e-03,1.89310740e-05,1.19718890e+00,3.99907958e-03,6.31397185e+03,2.54053383e+01,6.08324190e-04,4.89670750e-06,0.00000000e+00,0.00000000e+00,2.87303000e+00,6.92139791e-03
7.20174011e+00,6.95174011e+00,5.94153975e-04,3.85503923e-06,0.00000000e+00,0.00000000e+00,1.27384465e-04,2.61697402e-06,3.81845163e-03,1.85820400e-05,1.20672908e+00,3.86384047e-03,6.32733427e+03,2.43645339e+01,6.14753342e-04,5.02836426e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.30176515e+00,7.05176515e+00,6.00303015e-04,3.94068285e-06,0.00000000e+00,0.00000000e+00,1.28847526e-04,2.75676875e-06,3.79208654e-03,1.83084727e-05,1.21866484e+00,4.28349549e-03,6.36452935e+03,2.47545380e+01,6.22943319e-04,5.29514894e-06,0.00000000e+00,0.00000000e+00,2.91457000e+00,7.01823394e-03
7.40179019e+00,7.15179019e+00,6.04934958e-04,3.77843368e-06,0.00000000e+00,0.00000000e+00,1.29292051e-04,2.60605199e-06,3.74536217e-03,1.83619200e-05,1.22872338e+00,4.22339887e-03,6.37989591e+03,2.38799316e+01,6.29198819e-04,4.84508739e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50181522e+00,7.25181522e+00,6.09075243e-04,3.79254710e-06,0.00000000e+00,0.00000000e+00,1.34127126e-04,2.92540646e-06,3.69865839e-03,1.68695530e-05,1.24171607e+00,4.30749781e-03,6.40331988e+03,2.44095519e+01,6.39317183e-04,4.99290407e-06,0.00000000e+00,0.00000000e+00,2.95569000e+00,6.97007600e-03
7.60184026e+00,7.35184026e+00,6.13436535e-04,3.81238006e-06,0.00000000e+00,0.00000000e+00,1.33541628e-04,2.65807325e-06,3.65960503e-03,1.76537468e-05,1.25222319e+00,4.34657817e-03,6.41682271e+03,2.38090151e+01,6.44326243e-04,4.94914221e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.70186530e+00,7.45186530e+00,6.17338495e-04,3.69173961e-06,0.00000000e+00,0.00000000e+00,1.36398299e-04,3.47842204e-06,3.62787959e-03,1.95411735e-05,1.25987292e+00,4.29317503e-03,6.42676574e+03,2.38949516e+01,6.51780609e-04,5.60954442e-06,0.00000000e+00,0.00000000e+00,2.99565000e+00,7.01305253e-03
7.80189034e+00,7.55189034e+00,6.22908227e-04,3.89613238e-06,0.00000000e+00,0.00000000e+00,1.39147236e-04,3.12527803e-06,3.59818817e-03,1.77465278e-05,1.27065271e+00,4.41383991e-03,6.45885799e+03,2.56474109e+01,6.60480176e-04,5.40463255e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
