r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_local_mean,heating_local_std,fission_q_recoverable_mean,fission_q_recoverable_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
3.00012519e-01,5.00125188e-02,3.65742385e-04,1.32215643e-06,0.00000000e+00,0.00000000e+00,1.35036222e-05,4.53779848e-07,1.32079396e-02,4.89447469e-05,2.90511524e-01,1.01737887e-03,5.96403155e+04,2.18301466e+02,0.00000000e+00,0.00000000e+00,5.74183186e-05,6.41408348e-07,0.00000000e+00,0.00000000e+00,6.32500000e-02,9.59942654e-04
4.00037556e-01,1.50037556e-01,2.82936625e-04,1.03190721e-06,0.00000000e+00,0.00000000e+00,1.32138978e-05,4.39341490e-07,9.67542028e-03,3.21765406e-05,2.53477691e-01,1.11255975e-03,4.45518229e+04,1.54001251e+02,0.00000000e+00,0.00000000e+00,5.87402927e-05,6.95023927e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00062594e-01,2.50062594e-01,2.69744204e-04,1.00453062e-06,0.00000000e+00,0.00000000e+00,1.53723417e-05,6.92027781e-07,8.88518905e-03,3.06170446e-05,2.61003656e-01,1.11163542e-03,4.14704420e+04,1.45952633e+02,0.00000000e+00,0.00000000e+00,6.61354689e-05,9.16175847e-07,0.00000000e+00,0.00000000e+00,1.29164000e+00,2.18773071e-03
6.00087631e-01,3.50087631e-01,2.67554031e-04,9.31608626e-07,0.00000000e+00,0.00000000e+00,1.74618209e-05,7.89263884e-07,8.47064440e-03,2.82750292e-05,2.75480873e-01,1.12484781e-03,4.00227727e+04,1.41460560e+02,0.00000000e+00,0.00000000e+00,7.53883042e-05,9.67537253e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00112669e-01,4.50112669e-01,2.68329020e-04,9.09210532e-07,0.00000000e+00,0.00000000e+00,1.89097200e-05,6.29404501e-07,8.18572909e-03,2.67488982e-05,2.91066398e-01,1.15009827e-03,3.91616377e+04,1.33525978e+02,0.00000000e+00,0.00000000e+00,8.36550868e-05,8.92867411e-07,0.00000000e+00,0.00000000e+00,1.35183000e+00,2.50442242e-03
8.00137707e-01,5.50137707e-01,2.69255355e-04,9.30811506e-07,0.00000000e+00,0.00000000e+00,2.08640035e-05,6.46583810e-07,7.95698113e-03,2.43442940e-05,3.06847150e-01,1.28504450e-03,3.84987038e+04,1.28067264e+02,0.00000000e+00,0.00000000e+00,9.14465725e-05,9.90534872e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00162744e-01,6.50162744e-01,2.72183556e-04,9.18171159e-07,0.00000000e+00,0.00000000e+00,2.20902004e-05,5.63217476e-07,7.79443143e-03,2.49388577e-05,3.23015305e-01,1.28022689e-03,3.80407226e+04,1.23232704e+02,0.00000000e+00,0.00000000e+00,9.93191522e-05,9.49864868e-07,0.00000000e+00,0.00000000e+00,1.41090000e+00,2.70601639e-03
1.00018778e+00,7.50187782e-01,2.75113098e-04,9.38168217e-07,0.00000000e+00,0.00000000e+00,2.51573958e-05,9.23172278e-07,7.64433855e-03,2.46216262e-05,3.38792750e-01,1.33688068e-03,3.76081627e+04,1.18267046e+02,0.00000000e+00,0.00000000e+00,1.08606854e-04,1.27334517e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10021282e+00,8.50212819e-01,2.79011429e-04,8.87020650e-07,0.00000000e+00,0.00000000e+00,2.82827342e-05,1.91150617e-06,7.48766214e-03,2.05387999e-05,3.57436586e-01,1.45006581e-03,3.72585987e+04,1.05665992e+02,0.00000000e+00,0.00000000e+00,1.18918240e-04,2.16793706e-06,0.00000000e+00,0.00000000e+00,1.46924000e+00,2.85919106e-03
1.20023786e+00,9.50237857e-01,2.84164560e-04,9.77315695e-07,0.00000000e+00,0.00000000e+00,3.03564688e-05,1.57259704e-06,7.36795802e-03,2.22744415e-05,3.74152174e-01,1.43635973e-03,3.70105711e+04,1.02282916e+02,0.00000000e+00,0.00000000e+00,1.28605357e-04,2.06525107e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
