z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.76138748e-03,2.08142344e-05,0.00000000e+00,0.00000000e+00,5.94458897e-04,1.76901819e-05,6.55673051e-03,2.28040209e-05,4.77803512e+00,2.12020123e-02,2.05839028e+04,1.09721485e+02,3.17989425e-03,3.08072102e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.75703715e-03,1.92558841e-05,0.00000000e+00,0.00000000e+00,5.76396374e-04,1.25861744e-05,6.52626767e-03,2.54803465e-05,4.77794086e+00,1.99016177e-02,2.05646807e+04,1.00337301e+02,3.15814565e-03,2.71375400e-05,0.00000000e+00,0.00000000e+00,1.16158800e+01,5.07502221e-02
2.50000000e-01,2.75677985e-03,1.89435651e-05,0.00000000e+00,0.00000000e+00,5.79605850e-04,1.13889985e-05,6.52274807e-03,3.87699287e-05,4.76972481e+00,2.04099985e-02,2.05441866e+04,9.98097337e+01,3.16104743e-03,2.52341951e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.75298773e-03,1.95290455e-05,0.00000000e+00,0.00000000e+00,5.82865478e-04,1.65107101e-05,6.45734534e-03,2.89658432e-05,4.76467405e+00,1.98818375e-02,2.05044891e+04,1.00308273e+02,3.16252748e-03,2.93769734e-05,0.00000000e+00,0.00000000e+00,1.16094000e+01,5.03504538e-02
4.50000000e-01,2.74981346e-03,1.92471726e-05,0.00000000e+00,0.00000000e+00,5.76157312e-04,1.11024212e-05,6.37918023e-03,2.41920984e-05,4.76483265e+00,2.06575740e-02,2.04415437e+04,9.82220250e+01,3.15446654e-03,2.48980891e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.74704533e-03,1.92271733e-05,0.00000000e+00,0.00000000e+00,5.71772495e-04,1.15255401e-05,6.35868705e-03,2.60889843e-05,4.76440007e+00,2.13049076e-02,2.04399553e+04,1.00088675e+02,3.14723543e-03,2.54447717e-05,0.00000000e+00,0.00000000e+00,1.15992800e+01,5.02973206e-02
6.50000000e-01,2.74512904e-03,1.91999322e-05,0.00000000e+00,0.00000000e+00,5.84602327e-04,1.27726342e-05,6.33253632e-03,2.74634129e-05,4.76094306e+00,2.14016758e-02,2.04306819e+04,1.02751197e+02,3.15823440e-03,2.61826111e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.74309448e-03,1.86573945e-05,0.00000000e+00,0.00000000e+00,5.88173849e-04,1.22877866e-05,6.29049934e-03,2.63676848e-05,4.76083330e+00,2.14672419e-02,2.04241047e+04,9.93978522e+01,3.16070530e-03,2.61263948e-05,0.00000000e+00,0.00000000e+00,1.15905400e+01,5.07810363e-02
8.50000000e-01,2.75049123e-03,1.95508158e-05,0.00000000e+00,0.00000000e+00,6.08343049e-04,1.80471243e-05,6.29600725e-03,3.65044070e-05,4.76687901e+00,2.23275387e-02,2.04695265e+04,1.06627154e+02,3.18742989e-03,2.82647133e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.74293773e-03,1.94434676e-05,0.00000000e+00,0.00000000e+00,6.06701120e-04,1.22750572e-05,6.21350767e-03,2.39782000e-05,4.75831555e+00,2.13499045e-02,2.03892024e+04,1.02091138e+02,3.18092571e-03,2.39837349e-05,0.00000000e+00,0.00000000e+00,1.15876800e+01,5.09300877e-02
1.05000000e+00,2.75134065e-03,1.97600969e-05,0.00000000e+00,0.00000000e+00,6.01354329e-04,1.05517051e-05,6.18347366e-03,2.96310558e-05,4.76141600e+00,2.10416431e-02,2.04074909e+04,1.01164264e+02,3.18503967e-03,2.51890718e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.15000000e+00,2.74704589e-03,1.93595041e-05,0.00000000e+00,0.00000000e+00,6.05459253e-04,1.13696268e-05,6.13887109e-03,2.12176515e-05,4.76235122e+00,2.17582359e-02,2.03679119e+04,1.05269965e+02,3.18586619e-03,2.57489400e-05,0.00000000e+00,0.00000000e+00,1.15801600e+01,5.10355727e-02
1.25000000e+00,2.74741245e-03,1.85112833e-05,0.00000000e+00,0.00000000e+00,5.97245415e-04,1.15484448e-05,6.09615678e-03,2.35278778e-05,4.76576682e+00,2.25791941e-02,2.03407298e+04,1.01039022e+02,3.18037567e-03,2.39169339e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.35000000e+00,2.74259052e-03,1.83810310e-05,0.00000000e+00,0.00000000e+00,5.96667090e-04,1.27932122e-05,6.06160733e-03,2.38944210e-05,4.76103883e+00,2.15928256e-02,2.03056052e+04,9.72869645e+01,3.17547245e-03,2.49080235e-05,0.00000000e+00,0.00000000e+00,1.15766400e+01,5.01953226e-02
1.45000000e+00,2.73894218e-03,1.89233967e-05,0.00000000e+00,0.00000000e+00,5.99194005e-04,1.25296399e-05,6.02516192e-03,2.26156206e-05,4.75041411e+00,1.96599151e-02,2.02763977e+04,9.44414229e+01,3.17544287e-03,2.53702074e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
