z_cm,pb_n2n,nXt
5.15500000e+01,7.96619869e-05,1.25627851e-03
5.16500000e+01,7.96619869e-05,1.26820739e-03
5.17500000e+01,7.88541231e-05,1.26186455e-03
5.18500000e+01,7.80926031e-05,1.27527661e-03
5.19500000e+01,7.78677214e-05,1.25768727e-03
5.20500000e+01,7.57348883e-05,1.25267064e-03
5.21500000e+01,7.47593149e-05,1.23979921e-03
5.22500000e+01,7.40317548e-05,1.23971556e-03
5.23500000e+01,6.86239072e-05,1.23945422e-03
5.24500000e+01,6.08835280e-05,1.23416574e-03
5.25500000e+01,7.40873519e-05,1.23527726e-03
5.26500000e+01,7.43410404e-05,1.22410038e-03
5.27500000e+01,5.54349746e-05,1.23147620e-03
5.28500000e+01,5.54349746e-05,1.22193635e-03
5.29500000e+01,5.52123191e-05,1.23925603e-03
5.30500000e+01,5.46396618e-05,1.21880240e-03
5.31500000e+01,5.50500873e-05,1.21326669e-03
5.32500000e+01,5.34864645e-05,1.23484591e-03
5.33500000e+01,5.26415346e-05,1.21717101e-03
5.34500000e+01,5.23664704e-05,1.21478088e-03
5.35500000e+01,5.23094828e-05,1.21594817e-03
5.36500000e+01,5.23580105e-05,1.22191961e-03
5.37500000e+01,5.23374818e-05,1.22183366e-03
5.38500000e+01,5.23713174e-05,1.23941472e-03
5.39500000e+01,5.31644937e-05,1.23164130e-03
5.40500000e+01,5.09123709e-05,1.21813797e-03
5.41500000e+01,4.95287601e-05,1.19968080e-03
5.42500000e+01,4.83536583e-05,1.20176921e-03
5.43500000e+01,4.83621155e-05,1.19161036e-03
5.44500000e+01,4.78518243e-05,1.19230010e-03
5.45500000e+01,4.76439161e-05,1.20346420e-03
5.46500000e+01,4.74638416e-05,1.19020622e-03
5.47500000e+01,4.63124607e-05,1.18403503e-03
5.48500000e+01,4.63124607e-05,1.17829328e-03
5.49500000e+01,4.63124607e-05,1.18999556e-03
5.50500000e+01,4.64318200e-05,1.17206335e-03
5.51500000e+01,4.84148167e-05,1.16399100e-03
5.52500000e+01,4.88678802e-05,1.16685354e-03
5.53500000e+01,4.88678802e-05,1.16761885e-03
5.54500000e+01,4.88678802e-05,1.16265514e-03
5.55500000e+01,4.88678802e-05,1.17783516e-03
5.56500000e+01,4.88678802e-05,1.18896255e-03
5.57500000e+01,4.85800610e-05,1.20369080e-03
5.58500000e+01,4.61024845e-05,1.17469297e-03
5.59500000e+01,4.61017128e-05,1.17491957e-03
5.60500000e+01,4.60985131e-05,1.17045826e-03
5.61500000e+01,4.60985131e-05,1.17644027e-03
5.62500000e+01,4.42881804e-05,1.17487211e-03
5.63500000e+01,4.42451484e-05,1.16192096e-03
5.64500000e+01,4.45372497e-05,1.15273435e-03
5.65500000e+01,4.45372497e-05,1.16408235e-03
5.66500000e+01,4.35212969e-05,1.15198618e-03
5.67500000e+01,4.28403805e-05,1.15960249e-03
5.68500000e+01,4.28403805e-05,1.15016752e-03
5.69500000e+01,4.28403805e-05,1.14830209e-03
5.70500000e+01,4.28403805e-05,1.14486856e-03
5.71500000e+01,4.28403805e-05,1.13711522e-03
5.72500000e+01,4.28403805e-05,1.14830032e-03
5.73500000e+01,4.28403805e-05,1.14112382e-03
5.74500000e+01,4.28403805e-05,1.13270169e-03
5.75500000e+01,4.22920432e-05,1.14715983e-03
5.76500000e+01,4.06681071e-05,1.13985983e-03
5.77500000e+01,3.99170247e-05,1.13293629e-03
5.78500000e+01,3.93455234e-05,1.12329069e-03
5.79500000e+01,3.93455234e-05,1.12460753e-03
5.80500000e+01,3.90021640e-05,1.10272722e-03
5.81500000e+01,3.79948403e-05,1.11600647e-03
5.82500000e+01,3.79961576e-05,1.11249640e-03
5.83500000e+01,3.80974078e-05,1.13046937e-03
5.84500000e+01,3.80974078e-05,1.13554443e-03
5.85500000e+01,3.80974078e-05,1.13328154e-03
5.86500000e+01,3.77473250e-05,1.14384978e-03
5.87500000e+01,3.67720737e-05,1.13847164e-03
5.88500000e+01,3.58021439e-05,1.11079591e-03
5.89500000e+01,3.58021439e-05,1.11260539e-03
5.90500000e+01,3.49189030e-05,1.12589537e-03
5.91500000e+01,3.46286622e-05,1.13617458e-03
5.92500000e+01,3.47021613e-05,1.10470752e-03
5.93500000e+01,3.46914430e-05,1.08142237e-03
5.94500000e+01,3.46641045e-05,1.09307228e-03
5.95500000e+01,3.46641045e-05,1.08873167e-03
5.96500000e+01,3.46641045e-05,1.08628656e-03
5.97500000e+01,3.46641045e-05,1.09432343e-03
5.98500000e+01,3.46641045e-05,1.08017580e-03
5.99500000e+01,3.63425590e-05,1.09280810e-03
6.00500000e+01,3.66313612e-05,1.08661811e-03
6.01500000e+01,3.66910708e-05,1.08004063e-03
6.02500000e+01,3.66910708e-05,1.08189746e-03
6.03500000e+01,3.66910708e-05,1.08205026e-03
6.04500000e+01,3.47355479e-05,1.09498798e-03
6.05500000e+01,3.24861380e-05,1.09035698e-03
6.06500000e+01,3.24849777e-05,1.09392731e-03
6.07500000e+01,3.24839969e-05,1.09798576e-03
6.08500000e+01,3.24839969e-05,1.09633961e-03
6.09500000e+01,3.24839969e-05,1.10614761e-03
6.10500000e+01,3.24839969e-05,1.07854628e-03
6.11500000e+01,3.25133836e-05,1.07101913e-03
6.12500000e+01,3.25307160e-05,1.07420827e-03
6.13500000e+01,3.14810537e-05,1.07126329e-03
6.14500000e+01,2.93602637e-05,1.07541265e-03
6.15500000e+01,2.93557907e-05,1.07816911e-03
6.16500000e+01,2.93557907e-05,1.07285980e-03
6.17500000e+01,2.93557907e-05,1.07437481e-03
6.18500000e+01,2.93557907e-05,1.06829172e-03
6.19500000e+01,3.06133833e-05,1.06299290e-03
6.20500000e+01,2.99288246e-05,1.05749043e-03
6.21500000e+01,2.99288246e-05,1.04712375e-03
6.22500000e+01,2.99288246e-05,1.04850029e-03
6.23500000e+01,3.00577654e-05,1.05929152e-03
6.24500000e+01,3.01291853e-05,1.05586595e-03
6.25500000e+01,2.75627177e-05,1.07849693e-03
6.26500000e+01,2.73798528e-05,1.07311487e-03
6.27500000e+01,2.65860141e-05,1.05008003e-03
6.28500000e+01,2.65526239e-05,1.04887837e-03
6.29500000e+01,2.65526239e-05,1.05300213e-03
6.30500000e+01,2.65526239e-05,1.02706892e-03
6.31500000e+01,2.65526239e-05,1.01882999e-03
6.32500000e+01,2.65526239e-05,1.03236458e-03
6.33500000e+01,2.65616858e-05,1.05274217e-03
6.34500000e+01,2.64702774e-05,1.05887074e-03
6.35500000e+01,2.59471828e-05,1.04442924e-03
6.36500000e+01,2.59471828e-05,1.03195058e-03
6.37500000e+01,2.59471828e-05,1.02772060e-03
6.38500000e+01,2.59471828e-05,1.03366579e-03
6.39500000e+01,2.59471828e-05,1.03525543e-03
6.40500000e+01,2.59471828e-05,1.04831965e-03
6.41500000e+01,2.58049867e-05,1.02102104e-03
6.42500000e+01,2.45519126e-05,1.03339438e-03
6.43500000e+01,2.43710839e-05,1.05051512e-03
6.44500000e+01,2.26860630e-05,1.04035753e-03
6.45500000e+01,2.17297250e-05,1.04435937e-03
6.46500000e+01,2.08068588e-05,1.04873152e-03
6.47500000e+01,2.07035444e-05,1.02135084e-03
6.48500000e+01,1.91762114e-05,1.03755298e-03
6.49500000e+01,1.83346742e-05,1.03184736e-03
6.50500000e+01,1.83346742e-05,1.02907850e-03
6.51500000e+01,1.83346742e-05,1.04756384e-03
6.52500000e+01,1.83346742e-05,1.03488585e-03
6.53500000e+01,1.83346742e-05,1.03138624e-03
6.54500000e+01,1.83346742e-05,1.03814520e-03
6.55500000e+01,1.83346742e-05,1.03670963e-03
6.56500000e+01,1.83346742e-05,1.03730088e-03
6.57500000e+01,1.83397672e-05,1.02743527e-03
6.58500000e+01,1.83852468e-05,1.02278193e-03
6.59500000e+01,1.81978722e-05,1.03702664e-03
6.60500000e+01,1.69293544e-05,1.04665076e-03
6.61500000e+01,1.69293544e-05,1.03535567e-03
6.62500000e+01,1.69293544e-05,1.02647778e-03
6.63500000e+01,1.69293544e-05,1.00562897e-03
6.64500000e+01,1.69293544e-05,9.89050183e-04
6.65500000e+01,1.69293544e-05,9.85222837e-04
6.66500000e+01,1.69293544e-05,9.82907908e-04
6.67500000e+01,1.69293544e-05,9.74533903e-04
6.68500000e+01,1.69293544e-05,9.80004732e-04
6.69500000e+01,1.69101276e-05,9.84486857e-04
6.70500000e+01,1.68766995e-05,1.00309861e-03
6.71500000e+01,1.68766995e-05,9.64466463e-04
6.72500000e+01,1.68766995e-05,9.71235374e-04
6.73500000e+01,1.68766995e-05,9.77723822e-04
6.74500000e+01,1.68848634e-05,9.84017435e-04
6.75500000e+01,1.68851807e-05,9.61797674e-04
6.76500000e+01,1.68851807e-05,9.56451267e-04
6.77500000e+01,1.68851807e-05,9.53252858e-04
6.78500000e+01,1.68851807e-05,9.49745497e-04
6.79500000e+01,1.68851807e-05,9.39863867e-04
6.80500000e+01,1.68851807e-05,9.49232772e-04
6.81500000e+01,1.68851807e-05,9.48190673e-04
6.82500000e+01,1.68851807e-05,9.56021089e-04
6.83500000e+01,1.68851807e-05,9.53863286e-04
6.84500000e+01,1.68851807e-05,9.52725551e-04
6.85500000e+01,1.68851807e-05,9.44313056e-04
6.86500000e+01,1.68851807e-05,9.67120490e-04
6.87500000e+01,1.68851807e-05,9.60113658e-04
6.88500000e+01,1.68851807e-05,9.39312730e-04
6.89500000e+01,2.15356675e-05,9.38846427e-04
6.90500000e+01,2.22429116e-05,9.41755073e-04
6.91500000e+01,2.22429116e-05,9.43348189e-04
6.92500000e+01,2.22429116e-05,9.56311843e-04
6.93500000e+01,2.22429116e-05,9.48874258e-04
6.94500000e+01,2.19205230e-05,9.18248216e-04
6.95500000e+01,2.09425242e-05,9.27280530e-04
6.96500000e+01,2.09425242e-05,9.14678372e-04
6.97500000e+01,2.07253054e-05,9.35908071e-04
6.98500000e+01,1.97179809e-05,9.53782176e-04
6.99500000e+01,1.97179809e-05,9.32395470e-04
7.00500000e+01,2.83668452e-05,9.35609023e-04
7.01500000e+01,3.60709828e-05,9.41437815e-04
7.02500000e+01,3.92153741e-05,9.27665105e-04
7.03500000e+01,1.25164784e-05,9.24080135e-04
7.04500000e+01,1.25164784e-05,9.31741594e-04
7.05500000e+01,1.25164784e-05,9.12631334e-04
7.06500000e+01,1.25164784e-05,9.04885756e-04
7.07500000e+01,1.25164784e-05,9.08770299e-04
7.08500000e+01,1.25164784e-05,9.23263975e-04
7.09500000e+01,1.25164784e-05,9.28694968e-04
7.10500000e+01,1.25164784e-05,9.18379030e-04
7.11500000e+01,1.25164784e-05,9.22827849e-04
7.12500000e+01,1.25167119e-05,9.20072730e-04
7.13500000e+01,1.25188667e-05,9.15036760e-04
7.14500000e+01,1.25188667e-05,9.14897768e-04
7.15500000e+01,1.25188667e-05,9.00036357e-04
7.16500000e+01,1.25188667e-05,8.96534014e-04
7.17500000e+01,1.25188667e-05,9.04780227e-04
7.18500000e+01,1.25188667e-05,9.03059920e-04
7.19500000e+01,1.25188667e-05,9.21983588e-04
7.20500000e+01,1.24088454e-05,9.05154635e-04
7.21500000e+01,1.10647351e-05,8.98482799e-04
7.22500000e+01,1.10647351e-05,9.02336508e-04
7.23500000e+01,1.10647351e-05,8.96985385e-04
7.24500000e+01,1.10647351e-05,8.90937246e-04
7.25500000e+01,1.10647351e-05,8.86547967e-04
7.26500000e+01,1.10647351e-05,8.87516509e-04
7.27500000e+01,1.10647351e-05,8.67611801e-04
7.28500000e+01,1.10647351e-05,8.55069031e-04
7.29500000e+01,1.10647351e-05,8.79345084e-04
7.30500000e+01,1.10647351e-05,8.75818290e-04
7.31500000e+01,1.02976875e-05,8.77294510e-04
7.32500000e+01,9.68850134e-06,9.00896121e-04
7.33500000e+01,9.68850134e-06,8.86049796e-04
7.34500000e+01,9.68850134e-06,8.78883044e-04
7.35500000e+01,9.68850134e-06,8.97085329e-04
7.36500000e+01,9.68850134e-06,8.84414385e-04
7.37500000e+01,9.68850134e-06,8.70364510e-04
7.38500000e+01,9.68850134e-06,8.71499828e-04
7.39500000e+01,9.68850134e-06,8.79913415e-04
7.40500000e+01,9.68850134e-06,8.95051585e-04
7.41500000e+01,9.68850134e-06,8.90060105e-04
7.42500000e+01,9.68850134e-06,8.84988511e-04
7.43500000e+01,9.68850134e-06,8.76918635e-04
7.44500000e+01,9.68850134e-06,8.70383159e-04
7.45500000e+01,9.68850134e-06,8.65716885e-04
7.46500000e+01,9.68850134e-06,8.68477944e-04
7.47500000e+01,9.68850134e-06,8.64590697e-04
7.48500000e+01,9.68850134e-06,8.54022190e-04
7.49500000e+01,8.97573881e-06,8.53842149e-04
7.50500000e+01,8.37995685e-06,8.49787863e-04
7.51500000e+01,8.37995685e-06,8.51544581e-04
7.52500000e+01,8.37995685e-06,8.45792415e-04
7.53500000e+01,8.37995685e-06,8.49961247e-04
7.54500000e+01,8.37995685e-06,8.53284825e-04
7.55500000e+01,8.37995685e-06,8.49664909e-04
7.56500000e+01,8.37995685e-06,8.57955952e-04
7.57500000e+01,8.37995685e-06,8.49144942e-04
7.58500000e+01,7.62282786e-06,8.37333037e-04
7.59500000e+01,7.12267775e-06,8.27797185e-04
7.60500000e+01,7.12267775e-06,8.40979811e-04
7.61500000e+01,7.12267775e-06,8.28993740e-04
7.62500000e+01,7.12267775e-06,8.30275050e-04
7.63500000e+01,7.12267775e-06,8.27495543e-04
7.64500000e+01,7.12267775e-06,8.10635783e-04
7.65500000e+01,7.12267775e-06,7.96355835e-04
7.66500000e+01,7.12267775e-06,7.97731197e-04
7.67500000e+01,6.76062167e-06,7.86902677e-04
7.68500000e+01,5.86551605e-06,7.83637396e-04
7.69500000e+01,5.86551605e-06,7.79002468e-04
7.70500000e+01,5.86551605e-06,7.88040396e-04
7.71500000e+01,5.86551605e-06,7.86755671e-04
7.72500000e+01,5.86551605e-06,7.82440020e-04
7.73500000e+01,5.86551605e-06,7.82220372e-04
7.74500000e+01,5.86551605e-06,7.73593412e-04
7.75500000e+01,5.86551605e-06,7.77178870e-04
7.76500000e+01,5.86551605e-06,7.87730973e-04
7.77500000e+01,5.86551605e-06,7.81210414e-04
7.78500000e+01,5.86551605e-06,7.84179813e-04
7.79500000e+01,5.86551605e-06,7.75261250e-04
7.80500000e+01,5.86551605e-06,7.80650893e-04
7.81500000e+01,5.86551605e-06,7.64309618e-04
7.82500000e+01,5.86551605e-06,7.68022704e-04
7.83500000e+01,5.86551605e-06,7.59312579e-04
7.84500000e+01,5.86551605e-06,7.54672217e-04
7.85500000e+01,5.86551605e-06,7.54358526e-04
7.86500000e+01,5.86551605e-06,7.68088577e-04
7.87500000e+01,5.86551605e-06,7.71487289e-04
7.88500000e+01,5.86551605e-06,7.67232370e-04
7.89500000e+01,5.86551605e-06,7.55523027e-04
7.90500000e+01,5.86551605e-06,7.65141057e-04
7.91500000e+01,5.86551605e-06,7.61495072e-04
7.92500000e+01,5.86551605e-06,7.71636431e-04
7.93500000e+01,5.86551605e-06,7.78418512e-04
7.94500000e+01,5.86551605e-06,7.89916941e-04
7.95500000e+01,5.86551605e-06,7.79931807e-04
7.96500000e+01,5.86551605e-06,7.82870860e-04
7.97500000e+01,5.86551605e-06,7.84014573e-04
7.98500000e+01,5.86551605e-06,7.89328719e-04
7.99500000e+01,5.86551605e-06,7.77464039e-04
8.00500000e+01,5.86551605e-06,7.61963397e-04
8.01500000e+01,5.86551605e-06,7.59635499e-04
8.02500000e+01,5.86551605e-06,7.52739868e-04
8.03500000e+01,5.86551605e-06,7.42062469e-04
8.04500000e+01,5.86551605e-06,7.41391755e-04
8.05500000e+01,5.81213130e-06,7.37244509e-04
8.06500000e+01,5.31017839e-06,7.54223501e-04
8.07500000e+01,5.31017839e-06,7.53891107e-04
8.08500000e+01,5.31017839e-06,7.42221224e-04
8.09500000e+01,5.31017839e-06,7.28723326e-04
8.10500000e+01,5.31017839e-06,7.36373442e-04
8.11500000e+01,5.31017839e-06,7.38536605e-04
8.12500000e+01,5.31017839e-06,7.33174543e-04
8.13500000e+01,5.31017839e-06,7.30152673e-04
8.14500000e+01,5.31017839e-06,7.33047239e-04
8.15500000e+01,5.31017839e-06,7.42124983e-04
8.16500000e+01,4.63629223e-06,7.30663675e-04
8.17500000e+01,4.11560909e-06,7.29616650e-04
8.18500000e+01,4.11560909e-06,7.40462019e-04
8.19500000e+01,4.11560909e-06,7.32845476e-04
8.20500000e+01,4.11560909e-06,7.32687378e-04
8.21500000e+01,4.11560909e-06,7.41548398e-04
8.22500000e+01,4.11560909e-06,7.54780474e-04
8.23500000e+01,4.11560909e-06,7.52640242e-04
8.24500000e+01,4.11560909e-06,7.41948281e-04
8.25500000e+01,4.11560909e-06,7.34309885e-04
8.26500000e+01,4.11560909e-06,7.17380037e-04
8.27500000e+01,4.11560909e-06,7.09470278e-04
8.28500000e+01,4.11560909e-06,7.17848603e-04
8.29500000e+01,4.09751602e-06,7.23612560e-04
8.30500000e+01,3.90945550e-06,7.11467198e-04
8.31500000e+01,3.90945550e-06,7.04076323e-04
8.32500000e+01,3.90945550e-06,7.05069732e-04
8.33500000e+01,3.90945550e-06,6.98831372e-04
8.34500000e+01,3.90945550e-06,7.04239071e-04
8.35500000e+01,3.90945550e-06,6.96055916e-04
8.36500000e+01,3.90945550e-06,6.93476637e-04
8.37500000e+01,3.90945550e-06,6.86478215e-04
8.38500000e+01,3.90945550e-06,6.94284011e-04
8.39500000e+01,3.90945550e-06,6.82612040e-04
8.40500000e+01,3.90945550e-06,6.86339742e-04
8.41500000e+01,3.90945550e-06,6.79760630e-04
8.42500000e+01,3.90945550e-06,6.71057069e-04
8.43500000e+01,3.90945550e-06,6.89601638e-04
8.44500000e+01,3.90945550e-06,7.00196524e-04
8.45500000e+01,3.90945550e-06,6.92218343e-04
8.46500000e+01,3.90945550e-06,6.84723238e-04
8.47500000e+01,3.90945550e-06,7.00192256e-04
8.48500000e+01,3.90945550e-06,7.12558361e-04
8.49500000e+01,3.86410735e-06,6.92960248e-04
8.50500000e+01,2.57037299e-06,6.91116920e-04
8.51500000e+01,2.57037299e-06,6.81137068e-04
8.52500000e+01,2.57037299e-06,6.72588776e-04
8.53500000e+01,2.57037299e-06,6.71054288e-04
8.54500000e+01,2.57037299e-06,6.65569267e-04
8.55500000e+01,2.57037299e-06,6.64615361e-04
8.56500000e+01,2.57037299e-06,6.67163378e-04
8.57500000e+01,2.57037299e-06,6.56775627e-04
8.58500000e+01,2.57037299e-06,6.52449558e-04
8.59500000e+01,2.57037299e-06,6.56472787e-04
8.60500000e+01,2.57037299e-06,6.54017093e-04
8.61500000e+01,2.57037299e-06,6.59348584e-04
8.62500000e+01,2.57037299e-06,6.48903011e-04
8.63500000e+01,2.57037299e-06,6.61121303e-04
8.64500000e+01,2.57037299e-06,6.69939333e-04
8.65500000e+01,2.57037299e-06,6.65221685e-04
8.66500000e+01,2.57037299e-06,6.62239113e-04
8.67500000e+01,2.57037299e-06,6.58850679e-04
8.68500000e+01,2.57037299e-06,6.56298381e-04
8.69500000e+01,2.57037299e-06,6.41173693e-04
8.70500000e+01,2.57037299e-06,6.33975847e-04
8.71500000e+01,2.57037299e-06,6.40050331e-04
8.72500000e+01,2.57037299e-06,6.34502348e-04
8.73500000e+01,2.57037299e-06,6.29515116e-04
8.74500000e+01,2.57037299e-06,6.23696886e-04
8.75500000e+01,2.57037299e-06,6.15289861e-04
8.76500000e+01,2.57037299e-06,6.23677080e-04
8.77500000e+01,2.57375683e-06,6.28690647e-04
8.78500000e+01,2.66066734e-06,6.11442833e-04
8.79500000e+01,2.65479217e-06,6.06360179e-04
8.80500000e+01,2.61025128e-06,6.10639745e-04
8.81500000e+01,2.61025128e-06,6.00125873e-04
8.82500000e+01,2.61025128e-06,6.09362983e-04
8.83500000e+01,2.61025128e-06,6.21657982e-04
8.84500000e+01,2.61025128e-06,6.09183081e-04
8.85500000e+01,2.61025128e-06,6.03735837e-04
8.86500000e+01,2.61025128e-06,5.87966297e-04
8.87500000e+01,2.61025128e-06,5.90795088e-04
8.88500000e+01,2.61025128e-06,5.85010875e-04
8.89500000e+01,2.61025128e-06,5.92142719e-04
8.90500000e+01,2.61025128e-06,5.96243077e-04
8.91500000e+01,2.61025128e-06,5.87528722e-04
8.92500000e+01,2.61025128e-06,5.89270340e-04
8.93500000e+01,2.61025128e-06,5.95705083e-04
8.94500000e+01,2.61025128e-06,5.86578762e-04
8.95500000e+01,2.61025128e-06,5.94128450e-04
8.96500000e+01,2.61025128e-06,5.90164210e-04
8.97500000e+01,2.61025128e-06,5.87312936e-04
8.98500000e+01,2.74032051e-06,5.58060445e-04
8.99500000e+01,3.00008559e-06,5.57179346e-04
9.00500000e+01,3.00008559e-06,5.63649409e-04
9.01500000e+01,3.00008559e-06,5.62966573e-04
9.02500000e+01,3.00008559e-06,5.73014983e-04
9.03500000e+01,3.00008559e-06,5.66837058e-04
9.04500000e+01,3.00008559e-06,5.66571476e-04
9.05500000e+01,3.00008559e-06,5.64038793e-04
9.06500000e+01,3.00008559e-06,5.71652768e-04
9.07500000e+01,3.00008559e-06,5.61951188e-04
9.08500000e+01,3.00008559e-06,5.64033874e-04
9.09500000e+01,3.00008559e-06,5.62136895e-04
9.10500000e+01,3.00008559e-06,5.66155555e-04
9.11500000e+01,3.00008559e-06,5.60216795e-04
9.12500000e+01,3.00008559e-06,5.49452605e-04
9.13500000e+01,3.00008559e-06,5.46529527e-04
9.14500000e+01,3.00008559e-06,5.45555891e-04
9.15500000e+01,3.00008559e-06,5.40735974e-04
9.16500000e+01,3.00008559e-06,5.38833279e-04
9.17500000e+01,3.00008559e-06,5.37823315e-04
9.18500000e+01,3.00008559e-06,5.35353088e-04
9.19500000e+01,3.00008559e-06,5.36910072e-04
9.20500000e+01,3.00008559e-06,5.49152065e-04
9.21500000e+01,3.00008559e-06,5.46054728e-04
9.22500000e+01,3.00008559e-06,5.47655590e-04
9.23500000e+01,3.00008559e-06,5.39289202e-04
9.24500000e+01,3.00008559e-06,5.38796626e-04
9.25500000e+01,3.00008559e-06,5.33864691e-04
9.26500000e+01,3.00008559e-06,5.36392110e-04
9.27500000e+01,3.00008559e-06,5.28459370e-04
9.28500000e+01,3.00008559e-06,5.27019800e-04
9.29500000e+01,3.00008559e-06,5.30040995e-04
9.30500000e+01,3.00008559e-06,5.23243743e-04
9.31500000e+01,3.00008559e-06,5.24023653e-04
9.32500000e+01,3.00008559e-06,5.27864547e-04
9.33500000e+01,3.00008559e-06,5.22601153e-04
9.34500000e+01,3.00008559e-06,5.26490559e-04
9.35500000e+01,3.00008559e-06,5.17178247e-04
9.36500000e+01,3.00008559e-06,5.16231879e-04
9.37500000e+01,3.00008559e-06,5.19629901e-04
9.38500000e+01,3.00008559e-06,5.32148420e-04
9.39500000e+01,3.00008559e-06,5.32972991e-04
9.40500000e+01,3.00008559e-06,5.21973146e-04
9.41500000e+01,3.00008559e-06,5.20546927e-04
9.42500000e+01,3.00008559e-06,5.19700562e-04
9.43500000e+01,3.00008559e-06,5.17450381e-04
9.44500000e+01,3.00008559e-06,5.13935574e-04
9.45500000e+01,3.00008559e-06,5.10326143e-04
9.46500000e+01,3.00008559e-06,4.97826133e-04
9.47500000e+01,3.00008559e-06,5.09665294e-04
9.48500000e+01,3.00008559e-06,5.07659188e-04
9.49500000e+01,3.00008559e-06,4.88445249e-04
9.50500000e+01,3.00008559e-06,4.97994588e-04
9.51500000e+01,3.00008559e-06,4.93996355e-04
9.52500000e+01,3.00008559e-06,4.90989668e-04
9.53500000e+01,3.00008559e-06,5.02412215e-04
9.54500000e+01,3.00008559e-06,4.95972575e-04
9.55500000e+01,3.00008559e-06,5.02898781e-04
9.56500000e+01,3.00008559e-06,4.92284292e-04
9.57500000e+01,3.00008559e-06,4.79887810e-04
9.58500000e+01,3.00008559e-06,4.71220261e-04
9.59500000e+01,3.00008559e-06,4.68084968e-04
9.60500000e+01,3.00008559e-06,4.65321145e-04
9.61500000e+01,3.00008559e-06,4.77132425e-04
9.62500000e+01,3.00008559e-06,4.79769633e-04
9.63500000e+01,3.00008559e-06,4.71766346e-04
9.64500000e+01,3.00008559e-06,4.65557277e-04
9.65500000e+01,3.00008559e-06,4.58413009e-04
9.66500000e+01,3.00008559e-06,4.54802287e-04
9.67500000e+01,3.00008559e-06,4.49705845e-04
9.68500000e+01,3.00008559e-06,4.64008258e-04
9.69500000e+01,3.00008559e-06,4.67007210e-04
9.70500000e+01,3.00008559e-06,4.58443305e-04
9.71500000e+01,3.00008559e-06,4.52859147e-04
9.72500000e+01,3.00008559e-06,4.59106792e-04
9.73500000e+01,3.00008559e-06,4.60643280e-04
9.74500000e+01,3.00008559e-06,4.57114532e-04
9.75500000e+01,3.00008559e-06,4.58600642e-04
9.76500000e+01,3.00008559e-06,4.50870544e-04
9.77500000e+01,3.00008559e-06,4.68135949e-04
9.78500000e+01,3.00008559e-06,4.69723611e-04
9.79500000e+01,3.00008559e-06,4.61537738e-04
9.80500000e+01,3.00008559e-06,4.56043993e-04
9.81500000e+01,3.00008559e-06,4.48251487e-04
9.82500000e+01,3.00008559e-06,4.47472937e-04
9.83500000e+01,2.86355313e-06,4.46151839e-04
9.84500000e+01,1.21817622e-06,4.45777243e-04
9.85500000e+01,1.21817622e-06,4.38461414e-04
9.86500000e+01,1.21817622e-06,4.37836319e-04
9.87500000e+01,1.21817622e-06,4.42672336e-04
9.88500000e+01,1.21817622e-06,4.43912247e-04
9.89500000e+01,1.21817622e-06,4.44051111e-04
9.90500000e+01,1.21817622e-06,4.33282348e-04
9.91500000e+01,1.21817622e-06,4.43695345e-04
9.92500000e+01,1.21817622e-06,4.29350153e-04
9.93500000e+01,1.21817622e-06,4.24200549e-04
9.94500000e+01,1.21817622e-06,4.18878704e-04
9.95500000e+01,1.21817622e-06,4.15743022e-04
9.96500000e+01,1.21817622e-06,4.19469421e-04
9.97500000e+01,1.21817622e-06,4.20970824e-04
9.98500000e+01,1.21817622e-06,4.21722813e-04
9.99500000e+01,1.21817622e-06,4.26208218e-04
1.00050000e+02,9.36650921e-07,4.32170763e-04
1.00150000e+02,0.00000000e+00,4.30774564e-04
1.00250000e+02,0.00000000e+00,4.26175706e-04
1.00350000e+02,0.00000000e+00,4.26132957e-04
1.00450000e+02,0.00000000e+00,4.26996812e-04
1.00550000e+02,0.00000000e+00,4.16779121e-04
1.00650000e+02,0.00000000e+00,4.12358458e-04
1.00750000e+02,0.00000000e+00,4.11889974e-04
1.00850000e+02,0.00000000e+00,4.13428042e-04
1.00950000e+02,0.00000000e+00,4.12052264e-04
1.01050000e+02,0.00000000e+00,4.14339773e-04
1.01150000e+02,0.00000000e+00,4.24523993e-04
1.01250000e+02,0.00000000e+00,4.33725777e-04
1.01350000e+02,0.00000000e+00,4.27479184e-04
1.01450000e+02,0.00000000e+00,4.26285720e-04
1.01550000e+02,0.00000000e+00,4.11519182e-04
1.01650000e+02,0.00000000e+00,4.07411820e-04
1.01750000e+02,0.00000000e+00,4.00665790e-04
1.01850000e+02,0.00000000e+00,4.04223207e-04
1.01950000e+02,0.00000000e+00,3.99339483e-04
1.02050000e+02,0.00000000e+00,3.89167036e-04
1.02150000e+02,0.00000000e+00,4.10504731e-04
1.02250000e+02,0.00000000e+00,3.97830316e-04
1.02350000e+02,0.00000000e+00,4.07198523e-04
1.02450000e+02,0.00000000e+00,4.08924628e-04
1.02550000e+02,0.00000000e+00,4.10542240e-04
1.02650000e+02,0.00000000e+00,4.01570168e-04
1.02750000e+02,0.00000000e+00,4.04489133e-04
1.02850000e+02,0.00000000e+00,3.97704195e-04
1.02950000e+02,0.00000000e+00,4.06006920e-04
1.03050000e+02,0.00000000e+00,4.05440061e-04
1.03150000e+02,0.00000000e+00,4.07990302e-04
