nuclide,atoms
Ba137_m1,2.023306e+15
Tb161,1.988033e+15
Sr94,1.929581e+15
Sb130_m1,1.829302e+15
Br82,1.814632e+15
Cd108,1.806585e+15
Ag107,1.802507e+15
Nd151,1.697133e+15
Nb99_m1,1.677130e+15
Sb133,1.651547e+15
Xe126,1.609097e+15
Sb132,1.604276e+15
Cs140,1.601887e+15
Yb171,1.574705e+15
Ag112,1.543469e+15
Nb97_m1,1.507827e+15
Ag113,1.436506e+15
Rb90_m1,1.390142e+15
Ge77,1.363902e+15
Zn66,1.350913e+15
Rb91,1.346564e+15
In115_m1,1.301051e+15
Eu150,1.255812e+15
Gd159,1.243756e+15
Mo103,1.139403e+15
I136,1.083775e+15
Sb128_m1,1.045945e+15
Pr148,1.030797e+15
Nd152,1.002992e+15
Cs134_m1,9.899753e+14
Br85,9.896237e+14
Sb132_m1,9.767035e+14
La144,9.592743e+14
Se81,9.505327e+14
Tc103,9.375055e+14
Xe139,8.769096e+14
Zr89,7.963548e+14
Zr98,7.845202e+14
Se84,7.807480e+14
Pr149,7.055349e+14
Mo104,6.916251e+14
Sb122,6.490601e+14
Nb96,6.385418e+14
Sn130,6.362785e+14
Cd117,6.356457e+14
Ru107,6.343476e+14
Kr90,6.221752e+14
Sr95,5.422562e+14
Y88,5.393416e+14
Ba133,5.390161e+14
I132_m1,5.095827e+14
Ce147,5.026229e+14
Nb98_m1,4.905490e+14
As78,4.894074e+14
Br87,4.751999e+14
La137,4.739086e+14
Cs141,4.726632e+14
Ge78,4.697830e+14
In117_m1,4.542397e+14
I134_m1,4.293407e+14
Ru108,4.177834e+14
La145,4.171397e+14
Ce148,4.036867e+14
Sn129_m1,3.984921e+14
Br86,3.869713e+14
Sm155,3.660015e+14
Pm152,3.657595e+14
I137,3.531022e+14
Pd111,3.447889e+14
Ba143,3.447736e+14
Cm243,3.037380e+14
Te135,2.984128e+14
Pm153,2.970443e+14
U235_m1,2.956549e+14
I136_m1,2.780725e+14
Sn130_m1,2.759647e+14
Mo105,2.563930e+14
Sr84,2.563809e+14
Nb99,2.519784e+14
Cd118,2.340019e+14
Sn129,2.308069e+14
Cs132,2.267182e+14
Se81_m1,2.224967e+14
Xe140,2.204304e+14
Ba144,2.179461e+14
Sn123_m1,2.163732e+14
Sn117_m1,2.156624e+14
Cs138_m1,1.927082e+14
Cd117_m1,1.891956e+14
Zr100,1.817025e+14
Yb170,1.767964e+14
Tm171,1.728311e+14
Nb101,1.684044e+14
Pb208,1.678806e+14
Tc106,1.641923e+14
Tb158,1.556042e+14
Se85,1.507707e+14
Rh106,1.403595e+14
In117,1.350240e+14
Sn131_m1,1.331742e+14
Sn132,1.320183e+14
Sn131,1.318700e+14
Am242,1.316936e+14
Te136,1.233164e+14
Kr91,1.209040e+14
Br88,1.164518e+14
Eu158,1.129858e+14
Tc102,1.129038e+14
As79,1.068107e+14
Ho166_m1,1.064405e+14
Pm145,1.051160e+14
Te123_m1,1.026072e+14
Pr144_m1,9.822055e+13
Ag115,9.618701e+13
Y96,9.515196e+13
Rh105_m1,9.471342e+13
In114_m1,9.161751e+13
Rb92,9.083737e+13
Th234,9.000178e+13
Rb93,8.961662e+13
Rb84,8.896794e+13
Y96_m1,8.311560e+13
Pa233,8.024286e+13
Sn127_m1,7.922646e+13
Rh109,7.665627e+13
Sn125_m1,7.511321e+13
Nb98,7.445350e+13
Se86,7.311721e+13
Kr81,7.057998e+13
Ge70,6.841457e+13
Ba135_m1,6.760163e+13
Tc97,6.430508e+13
Nb102,6.069945e+13
Pr142_m1,5.970778e+13
Sb129_m1,5.794257e+13
Cm244,5.619356e+13
I128,5.595273e+13
Zr99,5.400783e+13
Y97,5.182973e+13
In119_m1,5.109438e+13
Tc107,5.108129e+13
La146,4.816258e+13
I138,4.803342e+13
Th228,4.776655e+13
Pm154,4.660764e+13
Se79_m1,4.551115e+13
Pu237,4.360200e+13
Nb100,4.071504e+13
Ag109_m1,3.864513e+13
Yb173,3.843596e+13
Ba145,3.796916e+13
Sm157,3.690193e+13
Rh104,3.683444e+13
H2,3.558993e+13
Pr148_m1,3.539251e+13
Zr101,3.417303e+13
Pr151,3.404929e+13
La146_m1,3.255527e+13
Xe129_m1,3.242677e+13
Ru109,3.184171e+13
Mo106,3.152878e+13
Zn72,3.082840e+13
Br84_m1,3.061595e+13
Zr102,2.933817e+13
Ru98,2.866281e+13
I130_m1,2.837500e+13
Tc100,2.835507e+13
Nd153,2.770789e+13
As81,2.718640e+13
Rh108,2.587207e+13
Ge75,2.379229e+13
Br89,2.193611e+13
Rb94,2.120579e+13
Cs142,2.074299e+13
Ag116,2.057200e+13
Ce149,2.029117e+13
As82,2.020339e+13
Sb134_m1,2.015093e+13
Pr150,1.992961e+13
As83,1.962011e+13
Eu159,1.924814e+13
I133_m1,1.891759e+13
La147,1.877239e+13
Se87,1.871599e+13
Sr96,1.803985e+13
Dy166,1.800621e+13
Rh104_m1,1.742799e+13
Ce138,1.707835e+13
Nb103,1.670135e+13
Ag111_m1,1.580874e+13
Y99,1.544740e+13
Nb104,1.387903e+13
Kr92,1.378389e+13
Ge80,1.352516e+13
I126,1.347078e+13
Rh110_m1,1.342782e+13
As76,1.320488e+13
Tc102_m1,1.316268e+13
Pd114,1.273376e+13
Cs135_m1,1.264698e+13
Cs143,1.238378e+13
Sm158,1.205250e+13
Pd111_m1,1.164659e+13
Np240,1.145069e+13
Xe141,1.086301e+13
Pd113,1.054465e+13
Y98_m1,1.054452e+13
Nd154,1.051270e+13
Ga73,1.046921e+13
Pm155,1.037347e+13
Se83_m1,1.010037e+13
Ba146,9.823776e+12
Y97_m1,9.525648e+12
Ga72,9.442486e+12
I139,9.103927e+12
Cd119,8.424553e+12
Ce150,8.391481e+12
Sb126_m1,8.381132e+12
Ac227,8.236522e+12
As80,7.965422e+12
Er169,7.603686e+12
Y93_m1,7.583343e+12
Pm150,7.551096e+12
Np235,7.536312e+12
Ag113_m1,7.459867e+12
Pm152_m2,7.299470e+12
Cu65,7.029111e+12
Pm154_m1,6.933404e+12
In121_m1,6.909346e+12
Eu154_m1,6.672784e+12
Tm170,6.623008e+12
Ho166,6.506651e+12
Cd109,6.480427e+12
Pd103,6.313386e+12
Nb105,6.289032e+12
Th229,5.865045e+12
Te137,5.553767e+12
Br90,5.426513e+12
Ru110,5.375552e+12
Ag117,5.322174e+12
Nb102_m1,5.199404e+12
In119,5.188248e+12
Y98,5.186755e+12
Sn128_m1,5.140659e+12
Mo107,4.915320e+12
Br82_m1,4.691395e+12
Tc108,4.675266e+12
Nb100_m1,4.638880e+12
Y90_m1,4.593454e+12
Th231,4.546503e+12
As84,4.377117e+12
Zr103,4.222725e+12
Ge81,3.999114e+12
Pm152_m1,3.977683e+12
Cd120,3.816972e+12
Ag108_m1,3.596278e+12
Cd119_m1,3.548216e+12
Rh108_m1,3.478315e+12
Sr97,3.462427e+12
Kr93,3.211534e+12
Pm156,3.123631e+12
Xe142,2.936550e+12
Pb207,2.908984e+12
Y100,2.854381e+12
Pr152,2.744248e+12
Sr98,2.743773e+12
Rh111,2.661038e+12
Cu67,2.653084e+12
Ge82,2.514496e+12
La148,2.508369e+12
Cs144,2.482362e+12
Ge79,2.478873e+12
Se74,2.332762e+12
Se88,2.310920e+12
Np240_m1,2.255077e+12
As86,2.183141e+12
Ge79_m1,2.168654e+12
Sr87_m1,2.135974e+12
U240,2.121787e+12
In123_m1,2.012480e+12
Pd115,1.949885e+12
As82_m1,1.946779e+12
Nb104_m1,1.883893e+12
Sb135,1.760599e+12
Sb134,1.669212e+12
As85,1.540659e+12
Tb157,1.448618e+12
Rb95,1.438372e+12
Nb92,1.391164e+12
Nd155,1.341052e+12
Pr153,1.319337e+12
Sn133,1.222333e+12
In121,1.205403e+12
Tm172,1.192715e+12
Ba147,1.163288e+12
Sm145,1.136298e+12
Ce151,1.110174e+12
Mo93,1.000948e+12
Zr104,9.936236e+11
Xe127,9.780199e+11
Rh106_m1,9.215918e+11
Er172,9.214538e+11
Dy158,9.178380e+11
Sr85,9.150549e+11
Dy165,9.106611e+11
I140,8.664934e+11
Pa232,8.325390e+11
Ag110,8.307794e+11
Ga74,8.207628e+11
Y101,8.019433e+11
Pd116,7.973050e+11
Cs136_m1,7.761500e+11
Er164,7.608519e+11
Rb86_m1,7.543546e+11
Gd161,7.285750e+11
Te138,7.169334e+11
Ra226,6.952720e+11
La149,6.854394e+11
Tb163,6.655810e+11
Gd162,6.455076e+11
Br91,6.431371e+11
Yb174,6.258697e+11
Tb162,5.981941e+11
Ga75,5.967538e+11
In125_m1,5.622732e+11
Cd121,5.470144e+11
Mo108,5.141383e+11
Sn112,4.904301e+11
Pm157,4.803463e+11
Ru111,4.601568e+11
Ge83,4.399339e+11
Y102,4.373130e+11
Ni66,4.242505e+11
Ag114,4.187896e+11
Cm245,4.097771e+11
Ga76,4.046872e+11
Ga77,3.966857e+11
Ni64,3.900334e+11
In118,3.879109e+11
Cd122,3.765501e+11
Tc109,3.695707e+11
Nb106,3.374672e+11
Ho167,3.290651e+11
Cs145,3.289915e+11
Gd151,3.254938e+11
Pu243,3.153551e+11
Zr105,3.112591e+11
Rh113,3.050598e+11
Dy159,3.000242e+11
Rh102_m1,2.996452e+11
Ga78,2.921851e+11
Rh112,2.865693e+11
In123,2.817706e+11
Pu236,2.787850e+11
Nd156,2.760079e+11
Sr99,2.741233e+11
Rb96,2.717479e+11
Eu160,2.703880e+11
Pd117,2.652845e+11
Ra224,2.500994e+11
Ce152,2.404651e+11
In124,2.378165e+11
In120,2.354022e+11
Ga79,2.288426e+11
In127,2.232666e+11
Rh101,2.152492e+11
Ge86,2.129766e+11
Ag118,2.111278e+11
Cd121_m1,2.046802e+11
Ru112,1.922959e+11
In127_m1,1.876562e+11
Rb83,1.856124e+11
Ho163,1.751664e+11
Sn134,1.613686e+11
Pr154,1.606431e+11
Sm159,1.558836e+11
In129_m1,1.545008e+11
Zn74,1.513053e+11
Sb136,1.464711e+11
Kr94,1.438952e+11
Se89,1.387906e+11
Ge84,1.368312e+11
Tc110,1.334665e+11
Sb137,1.275632e+11
La150,1.259377e+11
Ba148,1.238676e+11
Rh114,1.224860e+11
Xe143,1.215927e+11
As87,1.190352e+11
In122,1.186241e+11
Ge81_m1,1.176872e+11
I141,1.175413e+11
Cd123,1.165241e+11
Pd109_m1,1.158327e+11
Ag119,1.131542e+11
In130,1.055935e+11
In125,1.039539e+11
Ag116_m1,9.465639e+10
Ag115_m1,9.448977e+10
Xe144,9.374141e+10
In129,8.809954e+10
Zn69,8.804572e+10
Ga80,8.746866e+10
In128,8.023248e+10
Er171,7.903110e+10
In126,7.899487e+10
In122_m2,7.799775e+10
Mo109,7.540808e+10
In122_m1,7.438674e+10
In124_m1,7.424902e+10
Y89_m1,7.308609e+10
Br92,7.256618e+10
Pd107_m1,7.056947e+10
Cd124,7.019490e+10
Eu161,6.756093e+10
Zn71_m1,6.371749e+10
Xe134_m1,6.347255e+10
Pm158,6.174124e+10
Pd118,6.155803e+10
In120_m2,6.111392e+10
Pb210,5.990167e+10
In128_m1,5.970459e+10
In120_m1,5.969267e+10
In116,5.855757e+10
Ag117_m1,5.749420e+10
Sr100,5.336885e+10
Pr140,5.307127e+10
Cd130,5.066683e+10
As88,5.050996e+10
Ru113,4.750526e+10
Sb122_m1,4.658935e+10
As74,4.611362e+10
Ga81,4.543581e+10
Ag118_m1,4.472073e+10
Zn76,4.431088e+10
Sm160,4.208828e+10
Am240,4.113097e+10
Tb164,4.076739e+10
Sb126_m2,4.016735e+10
Rh115,3.890939e+10
Zn75,3.805952e+10
In126_m1,3.679166e+10
Gd163,3.526614e+10
Br80_m1,3.418328e+10
Ce153,3.313623e+10
Ag120,3.146991e+10
Rb97,3.102114e+10
Pb212,3.029089e+10
Sb124_m2,2.915913e+10
Te139,2.878824e+10
Cs146,2.751083e+10
Ge77_m1,2.711081e+10
Eu149,2.653968e+10
Zn77,2.642707e+10
Nb107,2.504975e+10
Rh110,2.477375e+10
Pu244,2.309881e+10
Zn78,2.149378e+10
Te140,2.107650e+10
Nd157,2.093029e+10
La151,1.993884e+10
Te121,1.933184e+10
Th227,1.901346e+10
Pb206,1.880939e+10
Y103,1.706218e+10
Ga82,1.675078e+10
Cd125,1.673933e+10
Ba136_m1,1.647305e+10
Ag121,1.582749e+10
Tc97_m1,1.578101e+10
Se90,1.571602e+10
In130_m1,1.557617e+10
In130_m2,1.557617e+10
Pr155,1.528899e+10
Cd126,1.502794e+10
Tc111,1.435636e+10
Zn73,1.369855e+10
Br80,1.344916e+10
Mo110,1.331180e+10
Tb165,1.292541e+10
Ru114,1.285769e+10
Nb91,1.280260e+10
In131,1.243258e+10
Rh116,1.242955e+10
Kr96,1.241903e+10
Ra223,1.176898e+10
Bi209,1.174879e+10
Ge85,1.151699e+10
In132,1.124665e+10
Pd119,1.093506e+10
Dy167,1.090828e+10
Cd127,1.082087e+10
Ge75_m1,1.041342e+10
In131_m1,1.004409e+10
Kr95,1.001394e+10
Zn71,9.977460e+09
Ni63,9.711427e+09
I142,9.422804e+09
Nd141,9.407003e+09
Pa235,9.289363e+09
Ba149,9.191820e+09
Gd164,8.423500e+09
Dy168,8.304130e+09
Zn79,7.502911e+09
Eu162,7.063317e+09
Pd120,6.967625e+09
Sb120_m1,6.552853e+09
Rb100,6.344615e+09
Rb98,6.264225e+09
Sn135,6.119186e+09
Cd111_m1,5.115275e+09
Pa230,4.898006e+09
Ru115,4.879633e+09
Pm159,4.706899e+09
Sr101,4.650974e+09
Sm161,4.474946e+09
Sb124_m1,4.474918e+09
Cu69,4.435312e+09
Tc112,4.280982e+09
Th233,4.238823e+09
In118_m1,4.121686e+09
Br93,3.930241e+09
Gd150,3.685848e+09
Rh117,3.625990e+09
Cd128,3.560718e+09
Cs147,3.454059e+09
Se75,3.389233e+09
Ga84,3.386057e+09
Cd131,3.337112e+09
Tm168,3.324988e+09
Ce154,3.303125e+09
Se91,3.106622e+09
Pa234_m1,3.006466e+09
Ho168,2.882619e+09
Bi212,2.872953e+09
Ag120_m1,2.721158e+09
In114,2.689804e+09
Nd158,2.582921e+09
Ho169,2.563051e+09
Cm246,2.204943e+09
Ag122,2.115698e+09
Pr156,2.039202e+09
Zn69_m1,1.994378e+09
Se77_m1,1.969779e+09
Pa234,1.900369e+09
Mo111,1.831790e+09
Am244,1.823059e+09
Y104,1.791855e+09
Cu70,1.780798e+09
Nb108,1.778974e+09
Nb94_m1,1.674306e+09
Ba133_m1,1.628553e+09
Lu175,1.543342e+09
Ge71,1.536607e+09
Eu163,1.512715e+09
La152,1.352708e+09
Tb166,1.350790e+09
Te121_m1,1.347353e+09
Cu73,1.325476e+09
Cu71,1.302566e+09
Cm241,1.301446e+09
Xe145,1.240123e+09
Ag108,1.160553e+09
Ge87,1.120500e+09
Cs131,1.100939e+09
I143,1.094312e+09
Sn113,9.966129e+08
Po210,9.844882e+08
Pa238,9.380263e+08
Ag123,9.370060e+08
Am244_m1,8.887428e+08
Cu72,8.739467e+08
Sb120,8.511644e+08
Pm160,8.478474e+08
Ba150,8.457866e+08
Ho170,8.268797e+08
Ga83,8.048085e+08
Ag122_m1,7.558612e+08
Zn80,7.505418e+08
Eu152_m1,7.502012e+08
Rh118,7.266172e+08
Gd165,6.989940e+08
In133,6.969224e+08
Tc113,6.922626e+08
Cu63,6.644093e+08
Cu66,6.633637e+08
Cu74,6.576687e+08
Te141,5.977415e+08
Te120,5.829386e+08
Cu75,5.738926e+08
Ga74_m1,5.535054e+08
Cu68,5.268872e+08
Tb167,4.917673e+08
Ni68,4.862581e+08
As73,4.772975e+08
Nb109,4.681781e+08
Rb99,4.560765e+08
U230,4.552282e+08
Ag124,4.242130e+08
Y87,4.122355e+08
Br94,4.018294e+08
Ru116,3.794972e+08
Sb138,3.550062e+08
Sm162,3.508958e+08
Dy169,3.442457e+08
Pd121,3.319663e+08
Mo112,3.219890e+08
In116_m1,3.142968e+08
Pm144,3.072711e+08
Ge73_m1,2.943756e+08
Ga70,2.852258e+08
Ni69,2.753433e+08
Kr98,2.733037e+08
Sr102,2.528412e+08
Ni67,2.499041e+08
Cu76,2.349849e+08
Cu70_m1,2.187530e+08
Pr157,2.105050e+08
Ni70,2.083163e+08
Ce155,1.984956e+08
Sn136,1.864279e+08
Xe146,1.815514e+08
Cs148,1.807974e+08
Nd159,1.740524e+08
Y105,1.550453e+08
Ho171,1.503446e+08
Gd166,1.493539e+08
Dy170,1.461047e+08
Dy165_m1,1.442941e+08
Eu164,1.429411e+08
As89,1.317082e+08
Eu152_m2,1.289111e+08
Ho172,1.275793e+08
Tc114,1.251789e+08
Zr106,1.224358e+08
Ba151,1.220171e+08
I125,1.214652e+08
La153,1.096320e+08
Tb168,1.054037e+08
Cu77,1.047498e+08
Se92,1.032183e+08
Ni65,1.003422e+08
Zn65,9.944971e+07
Rh119,9.501303e+07
Ni71,9.498213e+07
Kr97,8.045266e+07
Pm161,7.422638e+07
Np236_m1,7.253055e+07
Ni72,7.185775e+07
Er165,6.887925e+07
Sm144,6.858019e+07
Sb119,6.734504e+07
In118_m2,6.606986e+07
Tb156,6.590690e+07
Zn81,5.306089e+07
Tl208,5.206179e+07
Sm163,4.998581e+07
Rn220,4.397365e+07
Ni73,4.106606e+07
Sr85_m1,4.094331e+07
Rh101_m1,4.055609e+07
Ra225,4.016583e+07
Ru117,3.928923e+07
Gd167,3.900491e+07
Pd122,3.850441e+07
Th235,3.738352e+07
Bi210,3.697933e+07
In134,3.521873e+07
Eu165,3.439597e+07
Ba131,3.370950e+07
Yb169,3.316342e+07
Cu68_m1,3.148996e+07
Ac225,2.689324e+07
Cu78,2.625417e+07
Pb211,2.581276e+07
Ac228,2.382529e+07
Am239,2.047818e+07
Sb139,1.998343e+07
Nb110,1.875479e+07
Sn137,1.842333e+07
Ni74,1.826390e+07
Hf176,1.807748e+07
Zr88,1.684602e+07
Ra228,1.587075e+07
Dy171,1.456145e+07
Ag125,1.409147e+07
Ge88,1.355069e+07
La135,1.317408e+07
U231,1.231949e+07
Cd129,1.211791e+07
Yb168,1.207160e+07
Ho164,1.206874e+07
Tb169,1.193825e+07
Nb111,1.155857e+07
Er167_m1,1.154820e+07
Nd160,1.102934e+07
Dy172,1.073487e+07
I144,1.072747e+07
Rh120,1.061876e+07
Te142,1.051849e+07
Ce156,9.846207e+06
Lu176,8.956305e+06
Cd132,8.594342e+06
Mo113,8.183691e+06
Cm247,7.383746e+06
Sm164,6.806449e+06
Pd123,6.697919e+06
Ce139_m1,6.538617e+06
Tb170,6.412783e+06
Tc115,6.071246e+06
Sr103,5.555260e+06
Ho164_m1,5.422276e+06
Ru118,5.410009e+06
Ni75,5.402259e+06
In112,5.400162e+06
Zn64,5.364352e+06
Ho170_m1,5.292324e+06
Rn222,4.542172e+06
Co67,4.469501e+06
Zn82,4.351448e+06
Br95,4.287964e+06
Mo92,4.094326e+06
Yb175,3.674388e+06
H3,3.597429e+06
Ga86,3.467980e+06
Tl207,3.401308e+06
Br77,3.290490e+06
La154,3.141740e+06
Pr158,3.066448e+06
Kr79,2.956451e+06
Ag106_m1,2.803422e+06
Pd101,2.743292e+06
Cu79,2.733565e+06
I123,2.682994e+06
Zr107,2.547938e+06
As90,2.369500e+06
Ga85,2.346787e+06
Ni62,2.307788e+06
Se93,2.280286e+06
Co68,2.209527e+06
Co69,2.170566e+06
Ba152,1.670139e+06
Eu166,1.667159e+06
Fe67,1.656610e+06
Bi211,1.530178e+06
He3,1.477765e+06
Xe147,1.436350e+06
Ce137,1.408838e+06
Gd168,1.407297e+06
Xe127_m1,1.364057e+06
Pm162,1.260293e+06
Tb156_m1,1.251644e+06
Ag130,1.186266e+06
Xe125,1.171348e+06
Cs149,1.096138e+06
Gd169,1.055297e+06
Tc116,1.051725e+06
Tb155,1.051607e+06
Br96,1.014995e+06
Br78,8.504190e+05
Rb101,8.497517e+05
Kr81_m1,8.372219e+05
