z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.57244531e-03,1.93789716e-05,0.00000000e+00,0.00000000e+00,4.75719241e-04,1.04708553e-05,6.55598619e-03,2.29412016e-05,4.06511249e+00,1.88437662e-02,1.91269993e+04,1.01901905e+02,2.87274037e-03,2.46154054e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.56619765e-03,1.94535449e-05,0.00000000e+00,0.00000000e+00,4.77055610e-04,1.13802091e-05,6.52559024e-03,2.55969904e-05,4.06188771e+00,1.84813207e-02,1.91046587e+04,1.03576925e+02,2.86829817e-03,2.48423808e-05,0.00000000e+00,0.00000000e+00,9.83893995e+00,4.43286814e-02
2.50000000e-01,2.56705038e-03,1.80980481e-05,0.00000000e+00,0.00000000e+00,4.88010483e-04,1.18051555e-05,6.52207059e-03,3.88458361e-05,4.06655183e+00,1.85907202e-02,1.91137359e+04,9.31722733e+01,2.88006888e-03,2.50742315e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.55412595e-03,1.76278494e-05,0.00000000e+00,0.00000000e+00,4.84852012e-04,1.11121049e-05,6.45666539e-03,2.90457131e-05,4.05472991e+00,1.85327904e-02,1.90154696e+04,9.30591190e+01,2.86608267e-03,2.52366662e-05,0.00000000e+00,0.00000000e+00,9.82981995e+00,4.31597079e-02
4.50000000e-01,2.55905294e-03,1.83740316e-05,0.00000000e+00,0.00000000e+00,4.84278191e-04,9.17996386e-06,6.37850029e-03,2.42600270e-05,4.05492781e+00,1.86356735e-02,1.89961130e+04,9.76265019e+01,2.87220505e-03,2.37965965e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.56101869e-03,1.85459786e-05,0.00000000e+00,0.00000000e+00,4.85058988e-04,9.66242859e-06,6.35799901e-03,2.61679500e-05,4.05294372e+00,2.00526126e-02,1.90053574e+04,1.00471406e+02,2.87494951e-03,2.41008513e-05,0.00000000e+00,0.00000000e+00,9.81939995e+00,4.27790123e-02
6.50000000e-01,2.55868035e-03,1.80130197e-05,0.00000000e+00,0.00000000e+00,4.80142688e-04,9.72319855e-06,6.33175267e-03,2.75585253e-05,4.04737578e+00,1.98172923e-02,1.89807446e+04,9.90401878e+01,2.86778166e-03,2.36425118e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.55611597e-03,1.75010040e-05,0.00000000e+00,0.00000000e+00,4.92521622e-04,1.19645088e-05,6.28971575e-03,2.64604324e-05,4.04562777e+00,1.87651658e-02,1.89771695e+04,9.39786164e+01,2.87839765e-03,2.48869386e-05,0.00000000e+00,0.00000000e+00,9.81065995e+00,4.21347436e-02
8.50000000e-01,2.55344697e-03,1.71515118e-05,0.00000000e+00,0.00000000e+00,4.87634421e-04,1.09839311e-05,6.29522372e-03,3.65872049e-05,4.05359481e+00,1.82296017e-02,1.89717282e+04,9.29063560e+01,2.87013379e-03,2.32155243e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.54756067e-03,1.68066398e-05,0.00000000e+00,0.00000000e+00,5.01044291e-04,1.18228526e-05,6.21272422e-03,2.40662018e-05,4.04509192e+00,1.74532526e-02,1.89022690e+04,8.81007854e+01,2.88045539e-03,2.19120690e-05,0.00000000e+00,0.00000000e+00,9.80261995e+00,4.21225192e-02
1.05000000e+00,2.55709150e-03,1.69715522e-05,0.00000000e+00,0.00000000e+00,4.96821405e-04,1.08775390e-05,6.18269025e-03,2.96825508e-05,4.05270235e+00,1.74552010e-02,1.89323535e+04,9.02552687e+01,2.88678026e-03,2.37802888e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.15000000e+00,2.56511279e-03,1.80350652e-05,0.00000000e+00,0.00000000e+00,5.01254779e-04,1.08207601e-05,6.13808767e-03,2.12930650e-05,4.05516363e+00,1.77494994e-02,1.89534220e+04,9.85073694e+01,2.90020478e-03,2.38931144e-05,0.00000000e+00,0.00000000e+00,9.79447995e+00,4.18448055e-02
