z_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_mean,heating_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_z_mean,current_z_std
5.00000000e-02,2.75567523e-03,6.54965770e-05,0.00000000e+00,0.00000000e+00,5.19096741e-04,3.23923194e-05,6.43674138e-03,7.26182959e-05,4.24242986e+00,6.04593704e-02,1.96373833e+04,3.31866453e+02,3.10506612e-03,7.81593312e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-01,2.76094762e-03,6.28288276e-05,0.00000000e+00,0.00000000e+00,4.88968110e-04,2.54965781e-05,6.40836074e-03,6.85054841e-05,4.23345147e+00,5.75959909e-02,1.96450274e+04,3.11941954e+02,3.08073916e-03,7.34146851e-05,0.00000000e+00,0.00000000e+00,1.02932000e+01,1.44271411e-01
2.50000000e-01,2.76425744e-03,6.58119366e-05,0.00000000e+00,0.00000000e+00,5.07931848e-04,2.95396500e-05,6.37112714e-03,6.36967602e-05,4.25109876e+00,5.73439264e-02,1.97151375e+04,3.18927698e+02,3.10129865e-03,8.16815894e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.50000000e-01,2.78663949e-03,6.60959572e-05,0.00000000e+00,0.00000000e+00,5.32008903e-04,4.79584072e-05,6.34276456e-03,7.79376414e-05,4.27237454e+00,5.83888841e-02,1.98473333e+04,3.16649337e+02,3.14647917e-03,9.23621982e-05,0.00000000e+00,0.00000000e+00,1.02952000e+01,1.43601273e-01
4.50000000e-01,2.77154492e-03,6.55536966e-05,0.00000000e+00,0.00000000e+00,5.47728969e-04,4.18614292e-05,6.25348423e-03,3.53361515e-05,4.26287173e+00,6.01063931e-02,1.97814738e+04,3.26446453e+02,3.14991488e-03,8.86021071e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.50000000e-01,2.77898723e-03,6.48249508e-05,0.00000000e+00,0.00000000e+00,5.52871721e-04,4.31547398e-05,6.22325312e-03,3.66542251e-05,4.26473400e+00,5.83117693e-02,1.97788429e+04,3.25628491e+02,3.16354093e-03,8.84801911e-05,0.00000000e+00,0.00000000e+00,1.02978000e+01,1.45398900e-01
6.50000000e-01,2.75098173e-03,6.14015141e-05,0.00000000e+00,0.00000000e+00,5.64865207e-04,4.42363888e-05,6.19894947e-03,3.78068508e-05,4.25029236e+00,5.58995812e-02,1.96104653e+04,3.17968617e+02,3.14892621e-03,8.60429168e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.50000000e-01,2.78104575e-03,6.35276530e-05,0.00000000e+00,0.00000000e+00,5.59785824e-04,4.00609970e-05,6.17220805e-03,3.84247875e-05,4.27532878e+00,5.71198675e-02,1.97678631e+04,3.21452795e+02,3.17425145e-03,8.71919930e-05,0.00000000e+00,0.00000000e+00,1.03032000e+01,1.44658201e-01
8.50000000e-01,2.78550182e-03,6.31529685e-05,0.00000000e+00,0.00000000e+00,5.98124908e-04,5.33420789e-05,6.13553862e-03,3.84980583e-05,4.27145441e+00,5.82925120e-02,1.97978302e+04,3.18178190e+02,3.21752717e-03,9.09624375e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-01,2.77849544e-03,6.58524693e-05,0.00000000e+00,0.00000000e+00,5.74726276e-04,4.13709929e-05,6.10350211e-03,4.02166097e-05,4.26035374e+00,6.00390578e-02,1.97613597e+04,3.31781373e+02,3.18732359e-03,8.77588370e-05,0.00000000e+00,0.00000000e+00,1.02918000e+01,1.42035262e-01
