r_cm,depth_cm,nXt_mean,nXt_std,fission_mean,fission_std,ngamma_mean,ngamma_std,n2n_mean,n2n_std,flux_mean,flux_std,heating_local_mean,heating_local_std,fission_q_recoverable_mean,fission_q_recoverable_std,absorption_mean,absorption_std,nu_fission_mean,nu_fission_std,current_r_mean,current_r_std
3.00012519e-01,5.00125188e-02,3.65994882e-04,1.28971253e-06,0.00000000e+00,0.00000000e+00,1.35120386e-05,4.52306920e-07,1.32079396e-02,4.89447469e-05,2.90551932e-01,9.95605407e-04,5.96498429e+04,2.18400557e+02,0.00000000e+00,0.00000000e+00,5.76540666e-05,6.30616065e-07,0.00000000e+00,0.00000000e+00,6.35100000e-02,9.40394824e-04
4.00037556e-01,1.50037556e-01,2.83170186e-04,9.86012715e-07,0.00000000e+00,0.00000000e+00,1.33506115e-05,4.39254967e-07,9.67542028e-03,3.21765406e-05,2.53615400e-01,1.07238595e-03,4.45597889e+04,1.54194515e+02,0.00000000e+00,0.00000000e+00,5.90842395e-05,6.50120615e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00062594e-01,2.50062594e-01,2.70450127e-04,9.76880739e-07,0.00000000e+00,0.00000000e+00,1.55879826e-05,6.76198382e-07,8.88518905e-03,3.06170446e-05,2.61389921e-01,1.02701114e-03,4.14712698e+04,1.45578130e+02,0.00000000e+00,0.00000000e+00,6.70554419e-05,8.75518011e-07,0.00000000e+00,0.00000000e+00,1.29168000e+00,2.10659762e-03
6.00087631e-01,3.50087631e-01,2.67888370e-04,9.19157190e-07,0.00000000e+00,0.00000000e+00,1.73944720e-05,7.52414766e-07,8.47064440e-03,2.82750292e-05,2.75576541e-01,1.08465483e-03,4.00211648e+04,1.39765638e+02,0.00000000e+00,0.00000000e+00,7.56654003e-05,9.78243001e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00112669e-01,4.50112669e-01,2.68416522e-04,8.93846453e-07,0.00000000e+00,0.00000000e+00,1.88930639e-05,6.24383234e-07,8.18572909e-03,2.67488982e-05,2.91197049e-01,1.16611434e-03,3.91609428e+04,1.28799565e+02,0.00000000e+00,0.00000000e+00,8.37312085e-05,9.28183006e-07,0.00000000e+00,0.00000000e+00,1.35301000e+00,2.43984148e-03
8.00137707e-01,5.50137707e-01,2.69992710e-04,8.63918957e-07,0.00000000e+00,0.00000000e+00,2.10433548e-05,6.87851765e-07,7.95698113e-03,2.43442940e-05,3.07065241e-01,1.29638548e-03,3.85066987e+04,1.28212232e+02,0.00000000e+00,0.00000000e+00,9.23389430e-05,1.01892091e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00162744e-01,6.50162744e-01,2.72859784e-04,9.04075456e-07,0.00000000e+00,0.00000000e+00,2.24481670e-05,6.03305794e-07,7.79443143e-03,2.49388577e-05,3.22528941e-01,1.24524924e-03,3.80525365e+04,1.22808018e+02,0.00000000e+00,0.00000000e+00,1.00315501e-04,9.80771982e-07,0.00000000e+00,0.00000000e+00,1.41135000e+00,2.64248011e-03
1.00018778e+00,7.50187782e-01,2.75326633e-04,9.31048849e-07,0.00000000e+00,0.00000000e+00,2.59110564e-05,1.04971579e-06,7.64433855e-03,2.46216262e-05,3.37981303e-01,1.24374885e-03,3.76303025e+04,1.16948211e+02,0.00000000e+00,0.00000000e+00,1.09509065e-04,1.36542919e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10021282e+00,8.50212819e-01,2.79482826e-04,8.89113324e-07,0.00000000e+00,0.00000000e+00,2.85104622e-05,1.88422435e-06,7.48766214e-03,2.05387999e-05,3.57627397e-01,1.42738915e-03,3.72885183e+04,1.06467481e+02,0.00000000e+00,0.00000000e+00,1.19561198e-04,2.15080025e-06,0.00000000e+00,0.00000000e+00,1.47003000e+00,2.89239519e-03
1.20023786e+00,9.50237857e-01,2.84621076e-04,9.07490666e-07,0.00000000e+00,0.00000000e+00,3.07505500e-05,1.56325145e-06,7.36795802e-03,2.22744415e-05,3.74003408e-01,1.40137191e-03,3.70130854e+04,1.02653682e+02,0.00000000e+00,0.00000000e+00,1.29471584e-04,1.94386691e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
